Relationship_Type,Source_Node_Type,Source_ID,Target_Node_Type,Target_ID,Properties
HAS_PARAGRAPH,Article,ART-028,Paragraph,PARA-028-08,order:8
HAS_PARAGRAPH,Article,ART-028,Paragraph,PARA-028-09,order:9
HAS_PARAGRAPH,Article,ART-028,Paragraph,PARA-028-10,order:10
HAS_PARAGRAPH,Article,ART-030,Paragraph,PARA-030-01,order:1
HAS_PARAGRAPH,Article,ART-030,Paragraph,PARA-030-02,order:2
HAS_PARAGRAPH,Article,ART-030,Paragraph,PARA-030-03,order:3
HAS_PARAGRAPH,Article,ART-030,Paragraph,PARA-030-04,order:4
HAS_PARAGRAPH,Article,ART-030,Paragraph,PARA-030-05,order:5
HAS_PARAGRAPH,Article,ART-033,Paragraph,PARA-033-01,order:1
HAS_PARAGRAPH,Article,ART-033,Paragraph,PARA-033-02,order:2
HAS_PARAGRAPH,Article,ART-033,Paragraph,PARA-033-03,order:3
HAS_PARAGRAPH,Article,ART-033,Paragraph,PARA-033-04,order:4
HAS_PARAGRAPH,Article,ART-033,Paragraph,PARA-033-05,order:5
HAS_PARAGRAPH,Article,ART-035,Paragraph,PARA-035-01,order:1
HAS_PARAGRAPH,Article,ART-035,Paragraph,PARA-035-02,order:2
HAS_PARAGRAPH,Article,ART-035,Paragraph,PARA-035-03,order:3
HAS_PARAGRAPH,Article,ART-035,Paragraph,PARA-035-04,order:4
HAS_PARAGRAPH,Article,ART-035,Paragraph,PARA-035-05,order:5
HAS_PARAGRAPH,Article,ART-035,Paragraph,PARA-035-06,order:6
HAS_PARAGRAPH,Article,ART-035,Paragraph,PARA-035-07,order:7
HAS_PARAGRAPH,Article,ART-035,Paragraph,PARA-035-08,order:8
HAS_PARAGRAPH,Article,ART-035,Paragraph,PARA-035-09,order:9
HAS_PARAGRAPH,Article,ART-035,Paragraph,PARA-035-10,order:10
HAS_PARAGRAPH,Article,ART-035,Paragraph,PARA-035-11,order:11
HAS_PARAGRAPH,Article,ART-058,Paragraph,PARA-058-01,order:1
HAS_PARAGRAPH,Article,ART-058,Paragraph,PARA-058-02,order:2
HAS_PARAGRAPH,Article,ART-058,Paragraph,PARA-058-03,order:3
HAS_PARAGRAPH,Article,ART-058,Paragraph,PARA-058-04,order:4
HAS_PARAGRAPH,Article,ART-058,Paragraph,PARA-058-05,order:5
HAS_PARAGRAPH,Article,ART-058,Paragraph,PARA-058-06,order:6
HAS_PARAGRAPH,Article,ART-083,Paragraph,PARA-083-01,order:1
HAS_PARAGRAPH,Article,ART-083,Paragraph,PARA-083-02,order:2
HAS_PARAGRAPH,Article,ART-083,Paragraph,PARA-083-03,order:3
HAS_PARAGRAPH,Article,ART-083,Paragraph,PARA-083-04,order:4
HAS_PARAGRAPH,Article,ART-083,Paragraph,PARA-083-05,order:5
HAS_PARAGRAPH,Article,ART-083,Paragraph,PARA-083-06,order:6
HAS_PARAGRAPH,Article,ART-083,Paragraph,PARA-083-07,order:7
HAS_PARAGRAPH,Article,ART-083,Paragraph,PARA-083-08,order:8
HAS_PARAGRAPH,Article,ART-083,Paragraph,PARA-083-09,order:9
