source_id,target_id,rel_type,citation
ART_61_P2,ART_14,REFERENCES_ARTICLE,Article 14(9)
ART_61_P2,ART_25,REFERENCES_ARTICLE,Article 25
ART_61_P2,ART_27,REFERENCES_ARTICLE,Article 27(9)
ART_61_P2,ART_28,REFERENCES_ARTICLE,Article 28(5)
ART_61_P2,ART_31,REFERENCES_ARTICLE,Article 31(5)
ART_61_P3,ART_2,REFERENCES_ARTICLE,Article 2(5)
ART_61_P3,ART_7,REFERENCES_ARTICLE,Article 7(3)
ART_61_P3,ART_8,REFERENCES_ARTICLE,Article 8(1)
ART_61_P3,ART_13,REFERENCES_ARTICLE,Article 13(8)
ART_61_P3,ART_14,REFERENCES_ARTICLE,Article 14(9)
ART_61_P3,ART_25,REFERENCES_ARTICLE,Article 25
ART_61_P3,ART_27,REFERENCES_ARTICLE,Article 27(9)
ART_61_P3,ART_28,REFERENCES_ARTICLE,Article 28(5)
ART_61_P3,ART_31,REFERENCES_ARTICLE,Article 31(5)
ART_61_P6,ART_2,REFERENCES_ARTICLE,Article 2(5)
ART_61_P6,ART_7,REFERENCES_ARTICLE,Article 7(3)
ART_61_P6,ART_8,REFERENCES_ARTICLE,Article 8(1)
ART_61_P6,ART_13,REFERENCES_ARTICLE,Article 13(8)
ART_61_P6,ART_14,REFERENCES_ARTICLE,Article 14(9)
ART_61_P6,ART_25,REFERENCES_ARTICLE,Article 25
ART_61_P6,ART_27,REFERENCES_ARTICLE,Article 27(9)
ART_61_P6,ART_28,REFERENCES_ARTICLE,Article 28(5)
ART_61_P6,ART_31,REFERENCES_ARTICLE,Article 31(5)
ART_64_P3,ART_28,REFERENCES_ARTICLE,Article 28
ART_64_P3,ART_30,REFERENCES_ARTICLE,Article 30(1)
ART_64_P3,ART_31,REFERENCES_ARTICLE,Article 31(1)
ART_64_P3,ART_32,REFERENCES_ARTICLE,Article 32(1)
ART_64_P3,ART_33,REFERENCES_ARTICLE,Article 33(5)
ART_64_P10_a,ART_14,REFERENCES_ARTICLE,"Article 14(2), point (a)"
ART_69_P3,ART_14,REFERENCES_ARTICLE,Article 14
ART_70_P2,ART_16,REFERENCES_ARTICLE,Article 16
ART_71_P2,ART_14,REFERENCES_ARTICLE,Article 14
ANNEX_I_PartI_2,ART_13,REFERENCES_ARTICLE,Article 13(2)
ANNEX_V_introductorywording,ART_28,REFERENCES_ARTICLE,Article 28
ANNEX_VI_introductorywording,ART_13,REFERENCES_ARTICLE,Article 13(20)
ANNEX_VII_introductorywording,ART_31,REFERENCES_ARTICLE,Article 31
ANNEX_VII_3,ART_13,REFERENCES_ARTICLE,Article 13
ANNEX_VII_4,ART_13,REFERENCES_ARTICLE,Article 13(8)
ANNEX_VII_5,ART_27,REFERENCES_ARTICLE,Article 27
ANNEX_VIII_PartI_4_4_2,ART_28,REFERENCES_ARTICLE,Article 28
