deber_id,sujeto,texto,clausula_id,articulo_id,source_document
DEB-17-k,Responsable del Tratamiento,"Adoptar un manual interno de políticas y procedimientos para garantizar el adecuado cumplimiento de la presente ley y en especial, para la atención de consultas y reclamos;",ART-17-LIT-k,ART-17,KB 2/South America/Ley_1581_de_2012.pdf
DEB-17-l,Responsable del Tratamiento,"Informar al Encargado del Tratamiento cuando determinada información se encuentra en discusión por parte del Titular, una vez se haya presentado la reclamación y no haya finalizado el trámite respectivo;",ART-17-LIT-l,ART-17,KB 2/South America/Ley_1581_de_2012.pdf
DEB-17-m,Responsable del Tratamiento,Informar a solicitud del Titular sobre el uso dado a sus datos;,ART-17-LIT-m,ART-17,KB 2/South America/Ley_1581_de_2012.pdf
DEB-17-n,Responsable del Tratamiento,Informar a la autoridad de protección de datos cuando se presenten violaciones a los códigos de seguridad y existan riesgos en la administración de la información de los Titulares.,ART-17-LIT-n,ART-17,KB 2/South America/Ley_1581_de_2012.pdf
DEB-17-o,Responsable del Tratamiento,Cumplir las instrucciones y requerimientos que imparta la Superintendencia de Industria y Comercio.,ART-17-LIT-o,ART-17,KB 2/South America/Ley_1581_de_2012.pdf
DEB-18-a,Encargado del Tratamiento,"Garantizar al Titular, en todo tiempo, el pleno y efectivo ejercicio del derecho de hábeas data;",ART-18-LIT-a,ART-18,KB 2/South America/Ley_1581_de_2012.pdf
DEB-18-b,Encargado del Tratamiento,"Conservar la información bajo las condiciones de seguridad necesarias para impedir su adulteración, pérdida, consulta, uso o acceso no autorizado o fraudulento;",ART-18-LIT-b,ART-18,KB 2/South America/Ley_1581_de_2012.pdf
DEB-18-c,Encargado del Tratamiento,"Realizar oportunamente la actualización, rectificación o supresión de los datos en los términos de la presente ley;",ART-18-LIT-c,ART-18,KB 2/South America/Ley_1581_de_2012.pdf
DEB-18-d,Encargado del Tratamiento,Actualizar la información reportada por los Responsables del Tratamiento dentro de los cinco (5) días hábiles contados a partir de su recibo;,ART-18-LIT-d,ART-18,KB 2/South America/Ley_1581_de_2012.pdf
DEB-18-e,Encargado del Tratamiento,Tramitar las consultas y los reclamos formulados por los Titulares en los términos señalados en la presente ley;,ART-18-LIT-e,ART-18,KB 2/South America/Ley_1581_de_2012.pdf
DEB-18-f,Encargado del Tratamiento,"Adoptar un manual interno de políticas y procedimientos para garantizar el adecuado cumplimiento de la presente ley y, en especial, para la atención de consultas y reclamos por parte de los Titulares;",ART-18-LIT-f,ART-18,KB 2/South America/Ley_1581_de_2012.pdf
DEB-18-g,Encargado del Tratamiento,"Registrar en la base de datos las leyenda ""reclamo en trámite"" en la forma en que se regula en la presente ley;",ART-18-LIT-g,ART-18,KB 2/South America/Ley_1581_de_2012.pdf
DEB-18-h,Encargado del Tratamiento,"Insertar en la base de datos la leyenda ""información en discusión judicial"" una vez notificado por parte de la autoridad competente sobre procesos judiciales relacionados con la calidad del dato personal;",ART-18-LIT-h,ART-18,KB 2/South America/Ley_1581_de_2012.pdf
DEB-18-i,Encargado del Tratamiento,Abstenerse de circular información que esté siendo controvertida por el Titular y cuyo bloqueo haya sido ordenado por la Superintendencia de Industria y Comercio;,ART-18-LIT-i,ART-18,KB 2/South America/Ley_1581_de_2012.pdf
DEB-18-j,Encargado del Tratamiento,Permitir el acceso a la información únicamente a las personas que pueden tener acceso a ella;,ART-18-LIT-j,ART-18,KB 2/South America/Ley_1581_de_2012.pdf
DEB-18-k,Encargado del Tratamiento,Informar a la Superintendencia de Industria y Comercio cuando se presenten violaciones a los códigos de seguridad y existan riesgos en la administración de la información de los Titulares;,ART-18-LIT-k,ART-18,KB 2/South America/Ley_1581_de_2012.pdf
DEB-18-l,Encargado del Tratamiento,Cumplir las instrucciones y requerimientos que imparta la Superintendencia de Industria y Comercio.,ART-18-LIT-l,ART-18,KB 2/South America/Ley_1581_de_2012.pdf
