clause_id,section_id,parent_clause_id,label,level,text,source_document
s43(1)(b),s43,s43(1),(b),paragraph,"subject to subsection (3), communicate to the data subject in writing within a reasonably practical period, unless the identity of the data subject cannot be established.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s43(2),s43,,(2),subsection,"Where the notification to the Data Commissioner is not made within seventy-two hours, the notification shall be accompanied by reasons for the delay.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s43(3),s43,,(3),subsection,"Where a data processor becomes aware of a personal data breach, the data processor shall notify the data controller without delay and where reasonably practicable, within forty-eight hours of becoming aware of such breach.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s43(4),s43,,(4),subsection,"The data controller may delay or restrict communication referred to under subsection (1)(b) as necessary and proportionate for purposes of prevention, detection or investigation of an offence by the concerned relevant body.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s43(5),s43,,(5),subsection,"The notification and communication referred to under subsection (1) shall provide sufficient information to allow the data subject to take protective measures against the potential consequences of the data breach, including-",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s43(5)(a),s43,s43(5),(a),paragraph,description of the nature of the data breach;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s43(5)(b),s43,s43(5),(b),paragraph,description of the measures that the data controller or data processor intends to take or has taken to address the data breach;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s43(5)(c),s43,s43(5),(c),paragraph,recommendation on the measures to be taken by the data subject to mitigate the adverse effects of the security compromise;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s43(5)(d),s43,s43(5),(d),paragraph,"where applicable, the identity of the unauthorised person who may have accessed or acquired the personal data; and",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s43(5)(e),s43,s43(5),(e),paragraph,the name and contact details of the data protection officer where applicable or other contact point from whom more information could be obtained.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s43(6),s43,,(6),subsection,The communication of a breach to the data subject shall not be required where the data controller or data processor has implemented appropriate security safeguards which may include encryption of affected personal data.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s43(7),s43,,(7),subsection,"Where and to the extent that it is not possible to provide all the information mentioned in subsection (5) at the same time, the information may be provided in phases without undue delay.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s43(8),s43,,(8),subsection,The data controller shall record the following information in relation to a personal data breach-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s43(8)(a),s43,s43(8),(a),paragraph,the facts relating to the breach;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s43(8)(b),s43,s43(8),(b),paragraph,its effects; and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s43(8)(c),s43,s43(8),(c),paragraph,the remedial action taken.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s45(a),s45,,(a),paragraph,"the processing is carried out in the course of legitimate activities with appropriate safeguards by a foundation, association or any other not-for profit body with a political, philosophical, religious or trade union aim and on condition that-",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s45(a)(i),s45,s45(a),(i),subparagraph,the processing relates solely to the members of the body or to persons who have regular contact with it in connection with its purposes; and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s45(a)(ii),s45,s45(a),(ii),subparagraph,the personal data is not disclosed outside that body without the consent of the data subject.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s45(b),s45,,(b),paragraph,the processing relates to personal data which is manifestly made public by the data subject; or,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s45(c),s45,,(c),paragraph,processing is necessary-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s45(c)(i),s45,s45(c),(i),subparagraph,"the establishment, exercise or defence of a legal claim;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s45(c)(ii),s45,s45(c),(ii),subparagraph,the purpose of carrying out the obligations and exercising specific rights of the controller or of the data subject; or,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s45(c)(iii),s45,s45(c),(iii),subparagraph,protecting the vital interests of the data subject or another person where the data subject is physically or legally incapable of giving consent.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s46(1),s46,,(1),subsection,Personal data relating to the health of a data subject may only be processed-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s46(1)(a),s46,s46(1),(a),paragraph,by or under the responsibility of a health care provider; or,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s46(1)(b),s46,s46(1),(b),paragraph,by a person subject to the obligation of professional secrecy under any law.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s46(2),s46,,(2),subsection,The condition under subsection (1) is met if the processing-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s46(2)(a),s46,s46(2),(a),paragraph,is necessary for reasons of public interest in the area of public health; or,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s46(2)(b),s46,s46(2),(b),paragraph,is carried out by another person who in the circumstances owes a duty of confidentiality under any law.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s47(1),s47,,(1),subsection,The Data Commissioner may prescribe further categories of personal data which may be classified as sensitive personal data.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s47(2),s47,,(2),subsection,"Where categories of personal data have been specified as sensitive personal data under subsection (1), the Data Commissioner may specify any further grounds on which such specified categories may be processed, having regard-",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s47(2)(a),s47,s47(2),(a),paragraph,to the risk of significant harm that may be caused to a data subject by the processing of such category of personal data;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s47(2)(b),s47,s47(2),(b),paragraph,to the expectation of confidentiality attached to such category of personal data;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s47(2)(c),s47,s47(2),(c),paragraph,to whether a significantly discernible class of data subjects may suffer significant harm from the processing of such category of personal data; and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s47(2)(d),s47,s47(2),(d),paragraph,to the adequacy of protection afforded by ordinary provisions applicable to personal data.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s47(3),s47,,(3),subsection,"The Data Commissioner may specify other categories of personal data, which may require additional safeguards or restrictions.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s48(a),s48,,(a),paragraph,the data controller or data processor has given proof to the Data Commissioner on the appropriate safeguards with respect to the security and protection of the personal data;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s48(b),s48,,(b),paragraph,"the data controller or data processor has given proof to the Data Commissioner of the appropriate safeguards with respect to the security and protection of personal data, and the appropriate safeguards including jurisdictions with commensurate data protection laws;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s48(c),s48,,(c),paragraph,the transfer is necessary-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s48(c)(i),s48,s48(c),(i),subparagraph,for the performance of a contract between the data subject and the data controller or data processor or implementation of pre-contractual measures taken at the data subject's request;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s48(c)(ii),s48,s48(c),(ii),subparagraph,for the conclusion or performance of a contract concluded in the interest of the data subject between the controller and another person;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s48(c)(iii),s48,s48(c),(iii),subparagraph,for any matter of public interest;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s48(c)(iv),s48,s48(c),(iv),subparagraph,"for the establishment, exercise or defence of a legal claim;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s48(c)(v),s48,s48(c),(v),subparagraph,"in order to protect the vital interests of the data subject or of other persons, where the data subject is physically or legally incapable of giving consent; or",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s48(c)(vi),s48,s48(c),(vi),subparagraph,"for the purpose of compelling legitimate interests pursued by the data controller or data processor which are not overridden by the interests, rights and freedoms of the data subjects.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s49(1),s49,,(1),subsection,The processing of sensitive personal data out of Kenya shall only be effected upon obtaining consent of a data subject and on obtaining confirmation of appropriate safeguards.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s49(2),s49,,(2),subsection,The Data Commissioner may request a person who transfers data to another country to demonstrate the effectiveness of the security safeguards or the existence of compelling legitimate interests.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s49(3),s49,,(3),subsection,"The Data Commissioner may, in order to protect the rights and fundamental freedoms of data subjects, prohibit, suspend or subject the transfer to such conditions as may be determined.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s51(1),s51,,(1),subsection,"Nothing in this Part shall exempt any data controller or data processor from complying with data protection principles relating to lawful processing, minimisation of collection, data quality, and adopting security safeguards to protect personal data.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s51(2),s51,,(2),subsection,The processing of personal data is exempt from the provisions of this Act if-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s51(2)(a),s51,s51(2),(a),paragraph,it relates to processing of personal data by an individual in the course of a purely personal or household activity;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s51(2)(b),s51,s51(2),(b),paragraph,if it is necessary for national security or public interest; or,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s51(2)(c),s51,s51(2),(c),paragraph,disclosure is required by or under any written law or by an order of the court.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s52(1),s52,,(1),subsection,The principles of processing personal data shall not apply where-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s52(1)(a),s52,s52(1),(a),paragraph,processing is undertaken by a person for the publication of a literary or artistic material;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s52(1)(b),s52,s52(1),(b),paragraph,data controller reasonably believes that publication would be in the public interest; and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s52(1)(c),s52,s52(1),(c),paragraph,"data controller reasonably believes that, in all the circumstances, compliance with the provision is incompatible with the special purposes.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s52(2),s52,,(2),subsection,Subsection (1)(b) shall only apply where it can be demonstrated that the processing is in compliance with any self-regulatory or issued code of ethics in practice and relevant to the publication in question.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s52(3),s52,,(3),subsection,"The Data Commissioner shall prepare a code of practice containing practical guidance in relation to the processing of personal data for purposes of Journalism, Literature and Art.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s53(1),s53,,(1),subsection,"The further processing of personal data shall be compatible with the purpose of collection if the data is used for historical, statistical or research purposes and the data controller or data processor shall ensure that the further processing is carried out solely for such purposes and will not be published in an identifiable form.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s53(2),s53,,(2),subsection,The data controller or data processor shall take measures to establish appropriate safeguards against the records being used for any other purposes.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s53(3),s53,,(3),subsection,Personal data which is processed only for research purposes is exempt from the provisions of this Act if-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s53(3)(a),s53,s53(3),(a),paragraph,data is processed in compliance with the relevant conditions; and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s53(3)(b),s53,s53(3),(b),paragraph,results of the research or resulting statistics are not made available in a form which identifies the data subject or any of them.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s53(4),s53,,(4),subsection,"The Data Commissioner shall prepare a code of practice containing practical guidance in relation to the processing of personal data for purposes of Research, History and Statistics.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s55(1),s55,,(1),subsection,The Data Commissioner may issue a data sharing code which shall contain-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s55(1)(a),s55,s55(1),(a),paragraph,practical guidance in relation to the sharing of personal data in accordance with the requirements of the data protection legislation; and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s55(1)(b),s55,s55(1),(b),paragraph,such other guidance as the Commissioner considers appropriate to promote good practice in the sharing of personal data.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s55(2),s55,,(2),subsection,The data sharing code under subsection (1) shall specify on the lawful exchange of personal data between government departments or public sector agencies.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s56(1),s56,,(1),subsection,A data subject who is aggrieved by a decision of any person under this Act may lodge a complaint with the Data Commissioner in accordance with this Act.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s56(2),s56,,(2),subsection,A person who intends to lodge a complaint under this Act shall do so orally or in writing.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s56(3),s56,,(3),subsection,"Where a complaint made under subclause (1) is made orally, the Data Commissioner shall cause the complaint to be recorded in writing and the complaint shall be dealt with in accordance with such procedures as the Data Commissioner may prescribe.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s56(4),s56,,(4),subsection,A complaint lodged under subclause (1) shall contain such particulars as the Data Commissioner may prescribe.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s56(5),s56,,(5),subsection,A complaint made to the Data Commissioner shall be investigated and concluded within ninety days.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s57(1),s57,,(1),subsection,"The Data Commissioner may, for the purpose of the investigation of a complaint, order any person to-",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s57(1)(a),s57,s57(1),(a),paragraph,attend at a specified time and place for the purpose of being examined orally in relation to the complaint;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s57(1)(b),s57,s57(1),(b),paragraph,"produce such book, document, record or article as may be required with respect to any matter relevant to the investigation, which the person is not prevented by any other enactment from disclosing; or",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s57(1)(c),s57,s57(1),(c),paragraph,furnish a statement in writing made under oath or on affirmation setting out all information which may be required under the notice.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s57(2),s57,,(2),subsection,"Where material to which an investigation relates consists of information stored in any mechanical or electronic device, the Data Commissioner may require the person named to produce or give access to it in a form in which it can be taken away and in which it is visible and legible.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s57(3),s57,,(3),subsection,"A person who, without reasonable excuse, fails or refuses to comply with a notice, or who furnishes to the Data Commissioner any information which the person knows to be false or misleading, commits an offence.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s58(1),s58,,(1),subsection,"Where the Data Commissioner is satisfied that a person has failed, or is failing, to comply with any provision of this Act, the Data Commissioner may serve an enforcement notice on that person requiring that person to take such steps and within such period as may be specified in the notice.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s58(2),s58,,(2),subsection,An enforcement notice served under subsection (1) shall-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s58(2)(a),s58,s58(2),(a),paragraph,"specify the provision of this Act which has been, is being or is likely to be, contravened;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s58(2)(b),s58,s58(2),(b),paragraph,specify the measures that shall be taken to remedy or eliminate the situation which makes it likely that a contravention will arise;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s58(2)(c),s58,s58(2),(c),paragraph,specify a period which shall not be less than twenty-one days within which those measures shall be implemented; and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s58(2)(d),s58,s58(2),(d),paragraph,state any right of appeal.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s58(3),s58,,(3),subsection,"Any person who, without reasonable excuse, fails to comply with an enforcement notice commits an offence and is liable on conviction to a fine not exceeding five million shillings or to imprisonment for a term not exceeding two years, or to both.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s61(a),s61,,(a),paragraph,obstructs or impedes the Data Commissioner in the exercise of their powers;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s61(b),s61,,(b),paragraph,fails to provide assistance or information requested by the Data Commissioner;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s61(c),s61,,(c),paragraph,refuses to allow the Data Commissioner to enter any premises or to take any person with them in the exercise of their functions;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s61(d),s61,,(d),paragraph,"gives to the Data Commissioner any information which is false or misleading in any material aspect,",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s62(1),s62,,(1),subsection,"If the Data Commissioner is satisfied that a person has failed or is failing as described in section 58, the Data Commissioner may issue a penalty notice requiring the person to pay to the Office of the Data Commissioner an amount specified in the notice.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s62(2),s62,,(2),subsection,"In deciding whether to give a penalty notice to a person and determining the amount of the penalty, the Data Commissioner shall, so far as relevant, have regard-",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s62(2)(a),s62,s62(2),(a),paragraph,"to the nature, gravity and duration of the failure;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s62(2)(b),s62,s62(2),(b),paragraph,to the intentional or negligent character of the failure;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s62(2)(c),s62,s62(2),(c),paragraph,to any action taken by the data controller or data processor to mitigate the damage or distress suffered by data subjects;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s62(2)(d),s62,s62(2),(d),paragraph,"to the degree of responsibility of the data controller or data processor, taking into account technical and organisational measures;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s62(2)(e),s62,s62(2),(e),paragraph,to any relevant previous failures by the data controller or data processor;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s62(2)(f),s62,s62(2),(f),paragraph,"to the degree of co-operation with the Data Commissioner, in order to remedy the failure and mitigate the possible adverse effects of the failure;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s62(2)(g),s62,s62(2),(g),paragraph,to the categories of personal data affected by the failure;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s62(2)(h),s62,s62(2),(h),paragraph,"to the manner in which the infringement became known to the Data Commissioner, including whether, and if so to what extent, the data controller or data processor notified the Data Commissioner of the failure;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s62(2)(i),s62,s62(2),(i),paragraph,to the extent to which the data controller or data processor has complied with previous enforcement notices or penalty notices;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s62(2)(j),s62,s62(2),(j),paragraph,to adherence to approved codes of conduct or certification mechanisms;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s62(2)(k),s62,s62(2),(k),paragraph,"to any other aggravating or mitigating factor applicable to the case, including financial benefits gained, or losses avoided, as a result of the failure (whether directly or indirectly);",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s62(2)(l),s62,s62(2),(l),paragraph,"to whether the penalty would be effective, proportionate and dissuasive.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s65(1),s65,,(1),subsection,A person who suffers damage by reason of a contravention of a requirement of this Act is entitled to compensation for that damage from the data controller or the data processor.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s65(2),s65,,(2),subsection,Subject to subsection (1)-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s65(2)(a),s65,s65(2),(a),paragraph,a data controller involved in processing of personal data is liable for any damage caused by the processing; and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s65(2)(b),s65,s65(2),(b),paragraph,a data processor involved in processing of personal data is liable for damage caused by the processing only if the processor-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s65(2)(b)(i),s65,s65(2)(b),(i),subparagraph,has not complied with an obligation under the Act specifically directed at data processors; or,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s65(2)(b)(ii),s65,s65(2)(b),(ii),subparagraph,"has acted outside, or contrary to, the data controller's lawful instructions.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s65(3),s65,,(3),subsection,A data controller or data processor is not liable in the manner specified in subsection (2) if the data controller or data processor proves that they are not in any way responsible for the event giving rise to the damage.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s65(4),s65,,(4),subsection,"In this section, ""damage"" includes financial loss and damage not involving financial loss, including distress.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s67(a),s67,,(a),paragraph,monies allocated by the National Assembly for purposes of the Office;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s67(b),s67,,(b),paragraph,"any grants, gifts, donations or other endowments given to the Office; and",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s67(c),s67,,(c),paragraph,such funds as may vest in or accrue to the Office in the performance of its functions under this Act or any other written law.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s68(1),s68,,(1),subsection,"At least three months before the commencement of each financial year, the Data Commissioner shall cause to be prepared estimates of the revenue and expenditure of the Office for that year.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s68(2),s68,,(2),subsection,The annual estimates shall make provision for all the estimated expenditure of the Office for the financial year concerned and in particular shall provide for-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s68(2)(a),s68,s68(2),(a),paragraph,"the payment of salaries, allowances and other charges in respect of the staff of the Office;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s68(2)(b),s68,s68(2),(b),paragraph,"the payment of pensions, gratuities and other charges in respect of retirement benefits which are payable out of the finances of the Office;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s68(2)(c),s68,s68(2),(c),paragraph,"the acquisition, maintenance, repair and replacement of the equipment and other movable property of the Office;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s68(2)(d),s68,s68(2),(d),paragraph,"funding of training, research and development of activities of the Office;",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s68(2)(e),s68,s68(2),(e),paragraph,the creation of such reserve funds to meet future or contingent liabilities or in respect of such other matters as the Data Commissioner may deem fit; and,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s68(2)(f),s68,s68(2),(f),paragraph,any other expenditure for the purposes of this Act.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s68(3),s68,,(3),subsection,The annual estimates shall be submitted to the Cabinet Secretary for tabling in the National Assembly.,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s70(1),s70,,(1),subsection,"The Data Commissioner shall, within three months after the end of each financial year, prepare and submit to the Cabinet Secretary a report of the operations of the Office for the immediately preceding year.",Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s70(2),s70,,(2),subsection,The Cabinet Secretary shall submit the annual report before the National Assembly within three months of receipt of the report under subsection (1).,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s70(3),s70,,(3),subsection,The annual report shall contain in respect of the year to which it relates-,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s70(3)(a),s70,s70(3),(a),paragraph,the financial statements and description of activities of the Office;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s70(3)(b),s70,s70(3),(b),paragraph,such other statistical information as the Data Commissioner may consider appropriate relating to the Data Commissioner's functions;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
s70(3)(c),s70,s70(3),(c),paragraph,the impact of the exercise of any of Data Commissioner's mandate or function;,Kenya Data Protection Act (No. 24 of 2019) - KB 2/Africa/Kenya Data Protection Act.pdf
