point_id,parent_id,label,level,point_kind,text,source_line,source_document
art_61_p1_d,art_61_p1,d,1,point,"the arrangements for requesting the reversal or the disregarding of the predictions, recommendations or decisions of the AI system;",6385,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_61_p1_e,art_61_p1,e,1,point,"the Union-wide unique single identification number of the testing in real world conditions in accordance with Article 60(4) point (c), and the contact details of the provider or its legal representative from whom further information can be obtained.",6388,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_62_p1_a,art_62_p1,a,1,point,"provide SMEs, including start-ups, having a registered office or a branch in the Union, with priority access to the AI regulatory sandboxes, to the extent that they fulfil the eligibility conditions and selection criteria; the priority access shall not preclude other SMEs, including start-ups, other than those referred to in this paragraph from access to the AI regulatory sandbox, provided that they also fulfil the eligibility conditions and selection criteria;",6402,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_62_p1_b,art_62_p1,b,1,point,"organise specific awareness raising and training activities on the application of this Regulation tailored to the needs of SMEs including start-ups, deployers and, as appropriate, local public authorities;",6407,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_62_p1_c,art_62_p1,c,1,point,"utilise existing dedicated channels and where appropriate, establish new ones for communication with SMEs including start-ups, deployers, other innovators and, as appropriate, local public authorities to provide advice and respond to queries about the implementation of this Regulation, including as regards participation in AI regulatory sandboxes;",6410,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_62_p1_d,art_62_p1,d,1,point,facilitate the participation of SMEs and other relevant stakeholders in the standardisation development process.,6414,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_62_p3_a,art_62_p3,a,1,point,"provide standardised templates for areas covered by this Regulation, as specified by the Board in its request;",6422,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_62_p3_b,art_62_p3,b,1,point,develop and maintain a single information platform providing easy to use information in relation to this Regulation for all operators across the Union;,6424,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_62_p3_c,art_62_p3,c,1,point,organise appropriate communication campaigns to raise awareness about the obligations arising from this Regulation;,6429,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_62_p3_d,art_62_p3,d,1,point,evaluate and promote the convergence of best practices in public procurement procedures in relation to AI systems.,6431,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_65_p4_a,art_65_p4,a,1,point,have the relevant competences and powers in their Member State so as to contribute actively to the achievement of the Board’s tasks referred to in Article 66;,6484,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_65_p4_b,art_65_p4,b,1,point,"are designated as a single contact point vis-à-vis the Board and, where appropriate, taking into account Member States’ needs, as a single contact point for stakeholders;",6487,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_65_p4_c,art_65_p4,c,1,point,"are empowered to facilitate consistency and coordination between national competent authorities in their Member State as regards the implementation of this Regulation, including through the collection of relevant data and information for the purpose of fulfilling their tasks on the Board.",6493,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_a,art_66_p0,a,1,point,"contribute to the coordination among national competent authorities responsible for the application of this Regulation and, in cooperation with and subject to the agreement of the market surveillance authorities concerned, support joint activities of market surveillance authorities referred to in Article 74(11);",6526,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_b,art_66_p0,b,1,point,collect and share technical and regulatory expertise and best practices among Member States;,6530,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_c,art_66_p0,c,1,point,"provide advice on the implementation of this Regulation, in particular as regards the enforcement of rules on general-purpose AI models;",6532,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_d,art_66_p0,d,1,point,"contribute to the harmonisation of administrative practices in the Member States, including in relation to the derogation from the conformity assessment procedures referred to in Article 46, the functioning of AI regulatory sandboxes, and testing in real world conditions referred to in Articles 57, 59 and 60;",6535,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_e,art_66_p0,e,1,point,"at the request of the Commission or on its own initiative, issue recommendations and written opinions on any relevant matters related to the implementation of this Regulation and to its consistent and effective application, including:",6539,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_e_i,art_66_p0_e,i,2,point,"on the development and application of codes of conduct and codes of practice pursuant to this Regulation, as well as of the Commission’s guidelines;",6542,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_e_ii,art_66_p0_e,ii,2,point,"the evaluation and review of this Regulation pursuant to Article 112, including as regards the serious incident reports referred to in Article 73, and the functioning of the EU database referred to in Article 71, the preparation of the delegated or implementing acts, and as regards possible alignments of this Regulation with the Union harmonisation legislation listed in Annex I;",6545,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_e_iii,art_66_p0_e,iii,2,point,"on technical specifications or existing standards regarding the requirements set out in Chapter III, Section 2;",6550,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_e_iv,art_66_p0_e,iv,2,point,on the use of harmonised standards or common specifications referred to in Articles 40 and 41;,6554,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_e_v,art_66_p0_e,v,2,point,"trends, such as European global competitiveness in AI, the uptake of AI in the Union, and the development of digital skills;",6556,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_e_vi,art_66_p0_e,vi,2,point,"trends on the evolving typology of AI value chains, in particular on the resulting implications in terms of accountability;",6559,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_e_vii,art_66_p0_e,vii,2,point,"on the potential need for amendment to Annex III in accordance with Article 7, and on the potential need for possible revision of Article 5 pursuant to Article 112, taking into account relevant available evidence and the latest developments in technology;",6562,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_f,art_66_p0,f,1,point,"support the Commission in promoting AI literacy, public awareness and understanding of the benefits, risks, safeguards and rights and obligations in relation to the use of AI systems;",6566,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_g,art_66_p0,g,1,point,"facilitate the development of common criteria and a shared understanding among market operators and competent authorities of the relevant concepts provided for in this Regulation, including by contributing to the development of benchmarks;",6569,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_h,art_66_p0,h,1,point,"cooperate, as appropriate, with other Union institutions, bodies, offices and agencies, as well as relevant Union expert groups and networks, in particular in the fields of product safety, cybersecurity, competition, digital and media services, financial services, consumer protection, data and fundamental rights protection;",6573,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_i,art_66_p0,i,1,point,contribute to effective cooperation with the competent authorities of third countries and with international organisations;,6577,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_j,art_66_p0,j,1,point,"assist national competent authorities and the Commission in developing the organisational and technical expertise required for the implementation of this Regulation, including by contributing to the assessment of training needs for staff of Member States involved in implementing this Regulation;",6580,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_k,art_66_p0,k,1,point,"assist the AI Office in supporting national competent authorities in the establishment and development of AI regulatory sandboxes, and facilitate cooperation and information-sharing among AI regulatory sandboxes;",6584,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_l,art_66_p0,l,1,point,"contribute to, and provide relevant advice on, the development of guidance documents;",6587,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_m,art_66_p0,m,1,point,advise the Commission in relation to international matters on AI;,6589,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_n,art_66_p0,n,1,point,provide opinions to the Commission on the qualified alerts regarding general-purpose AI models;,6591,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_66_p0_o,art_66_p0,o,1,point,"receive opinions by the Member States on qualified alerts regarding general-purpose AI models, and on national experiences and practices on the monitoring and enforcement of AI systems, in particular systems integrating the general-purpose AI models.",6593,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_68_p2_a,art_68_p2,a,1,point,having particular expertise and competence and scientific or technical expertise in the field of AI;,6650,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_68_p2_b,art_68_p2,b,1,point,independence from any provider of AI systems or general-purpose AI models;,6652,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_68_p2_c,art_68_p2,c,1,point,"an ability to carry out activities diligently, accurately and objectively.",6654,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_68_p3_a,art_68_p3,a,1,point,"supporting the implementation and enforcement of this Regulation as regards general-purpose AI models and systems, in particular by:",6661,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_68_p3_a_i,art_68_p3_a,i,2,point,"alerting the AI Office of possible systemic risks at Union level of general-purpose AI models, in accordance with Article 90;",6664,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_68_p3_a_ii,art_68_p3_a,ii,2,point,"contributing to the development of tools and methodologies for evaluating capabilities of general-purpose AI models and systems, including through benchmarks;",6667,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_68_p3_a_iii,art_68_p3_a,iii,2,point,providing advice on the classification of general-purpose AI models with systemic risk;,6670,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_68_p3_a_iv,art_68_p3_a,iv,2,point,providing advice on the classification of various general-purpose AI models and systems;,6672,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_68_p3_a_v,art_68_p3_a,v,2,point,contributing to the development of tools and templates;,6676,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_68_p3_b,art_68_p3,b,1,point,"supporting the work of market surveillance authorities, at their request;",6678,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_68_p3_c,art_68_p3,c,1,point,"supporting cross-border market surveillance activities as referred to in Article 74(11), without prejudice to the powers of market surveillance authorities;",6680,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_68_p3_d,art_68_p3,d,1,point,supporting the AI Office in carrying out its duties in the context of the Union safeguard procedure pursuant to Article 81.,6683,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_74_p1_a,art_74_p1,a,1,point,any reference to an economic operator under Regulation (EU) 2019/1020 shall be understood as including all operators identified in Article 2(1) of this Regulation;,6939,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_74_p1_b,art_74_p1,b,1,point,any reference to a product under Regulation (EU) 2019/1020 shall be understood as including all AI systems falling within the scope of this Regulation.,6943,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_74_p13_a,art_74_p13,a,1,point,"access to source code is necessary to assess the conformity of a high-risk AI system with the requirements set out in Chapter III, Section 2; and",7034,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_74_p13_b,art_74_p13,b,1,point,testing or auditing procedures and verifications based on the data and documentation provided by the provider have been exhausted or proved insufficient.,7038,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_76_p3_a,art_76_p3,a,1,point,to suspend or terminate the testing in real world conditions;,7097,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_76_p3_b,art_76_p3,b,1,point,to require the provider or prospective provider and the deployer or prospective deployer to modify any aspect of the testing in real world conditions.,7100,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_78_p1_a,art_78_p1,a,1,point,"the intellectual property rights and confidential business information or trade secrets of a natural or legal person, including source code, except in the cases referred to in Article 5 of Directive (EU) 2016/943 of the European Parliament and of the Council (57);",7157,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_78_p1_b,art_78_p1,b,1,point,"the effective implementation of this Regulation, in particular for the purposes of inspections, investigations or audits;",7162,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_78_p1_c,art_78_p1,c,1,point,public and national security interests;,7165,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_78_p1_d,art_78_p1,d,1,point,the conduct of criminal or administrative proceedings;,7168,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_78_p1_e,art_78_p1,e,1,point,information classified pursuant to Union or national law.,7171,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_79_p6_a,art_79_p6,a,1,point,non-compliance with the prohibition of the AI practices referred to in Article 5;,7260,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_79_p6_b,art_79_p6,b,1,point,"a failure of a high-risk AI system to meet requirements set out in Chapter III, Section 2;",7262,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_79_p6_c,art_79_p6,c,1,point,shortcomings in the harmonised standards or common specifications referred to in Articles 40 and 41 conferring a presumption of conformity;,7264,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_79_p6_d,art_79_p6,d,1,point,non-compliance with Article 50.,7267,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_83_p1_a,art_83_p1,a,1,point,the CE marking has been affixed in violation of Article 48;,7396,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_83_p1_b,art_83_p1,b,1,point,the CE marking has not been affixed;,7399,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_83_p1_c,art_83_p1,c,1,point,the EU declaration of conformity referred to in Article 47 has not been drawn up;,7402,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_83_p1_d,art_83_p1,d,1,point,the EU declaration of conformity referred to in Article 47 has not been drawn up correctly;,7405,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_83_p1_e,art_83_p1,e,1,point,the registration in the EU database referred to in Article 71 has not been carried out;,7408,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_83_p1_f,art_83_p1,f,1,point,"where applicable, no authorised representative has been appointed;",7411,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_83_p1_g,art_83_p1,g,1,point,technical documentation is not available.,7414,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_89_p2_a,art_89_p2,a,1,point,the point of contact of the provider of the general-purpose AI model concerned;,7510,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_89_p2_b,art_89_p2,b,1,point,"a description of the relevant facts, the provisions of this Regulation concerned, and the reason why the downstream provider considers that the provider of the general-purpose AI model concerned infringed this Regulation;",7512,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_89_p2_c,art_89_p2,c,1,point,"any other information that the downstream provider that sent the request considers relevant, including, where appropriate, information gathered on its own initiative.",7515,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_90_p1_a,art_90_p1,a,1,point,a general-purpose AI model poses concrete identifiable risk at Union level; or,7525,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_90_p1_b,art_90_p1,b,1,point,a general-purpose AI model meets the conditions referred to in Article 51.,7527,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_90_p3_a,art_90_p3,a,1,point,the point of contact of the provider of the general-purpose AI model with systemic risk concerned;,7535,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_90_p3_b,art_90_p3,b,1,point,a description of the relevant facts and the reasons for the alert by the scientific panel;,7537,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_90_p3_c,art_90_p3,c,1,point,"any other information that the scientific panel considers to be relevant, including, where appropriate, information gathered on its own initiative.",7539,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_92_p1_a,art_92_p1,a,1,point,"to assess compliance of the provider with obligations under this Regulation, where the information gathered pursuant to Article 91 is insufficient; or",7582,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_92_p1_b,art_92_p1,b,1,point,"to investigate systemic risks at Union level of general-purpose AI models with systemic risk, in particular following a qualified alert from the scientific panel in accordance with Article 90(1), point (a).",7586,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_93_p1_a,art_93_p1,a,1,point,take appropriate measures to comply with the obligations set out in Articles 53 and 54;,7630,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_93_p1_b,art_93_p1,b,1,point,"implement mitigation measures, where the evaluation carried out in accordance with Article 92 has given rise to serious and substantiated concern of a systemic risk at Union level;",7634,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_93_p1_c,art_93_p1,c,1,point,"restrict the making available on the market, withdraw or recall the model.",7637,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_95_p2_a,art_95_p2,a,1,point,applicable elements provided for in Union ethical guidelines for trustworthy AI;,7674,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_95_p2_b,art_95_p2,b,1,point,"assessing and minimising the impact of AI systems on environmental sustainability, including as regards energy-efficient programming and techniques for the efficient design, training and use of AI;",7676,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_95_p2_c,art_95_p2,c,1,point,"promoting AI literacy, in particular that of persons dealing with the development, operation and use of AI;",7679,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_95_p2_d,art_95_p2,d,1,point,"facilitating an inclusive and diverse design of AI systems, including through the establishment of inclusive and diverse development teams and the promotion of stakeholders’ participation in that process;",7681,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_95_p2_e,art_95_p2,e,1,point,"assessing and preventing the negative impact of AI systems on vulnerable persons or groups of vulnerable persons, including as regards accessibility for persons with a disability, as well as on gender equality.",7684,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_96_p1_a,art_96_p1,a,1,point,the application of the requirements and obligations referred to in Articles 8 to 15 and in Article 25;,7705,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_96_p1_b,art_96_p1,b,1,point,the prohibited practices referred to in Article 5;,7708,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_96_p1_c,art_96_p1,c,1,point,the practical implementation of the provisions related to substantial modification;,7711,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_96_p1_d,art_96_p1,d,1,point,the practical implementation of transparency obligations laid down in Article 50;,7714,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_96_p1_e,art_96_p1,e,1,point,"detailed information on the relationship of this Regulation with the Union harmonisation legislation listed in Annex I, as well as with other relevant Union law, including as regards consistency in their enforcement;",7717,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_96_p1_f,art_96_p1,f,1,point,"the application of the definition of an AI system as set out in Article 3, point (1).",7721,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_99_p4_a,art_99_p4,a,1,point,obligations of providers pursuant to Article 16;,7821,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_99_p4_b,art_99_p4,b,1,point,obligations of authorised representatives pursuant to Article 22;,7823,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_99_p4_c,art_99_p4,c,1,point,obligations of importers pursuant to Article 23;,7825,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_99_p4_d,art_99_p4,d,1,point,obligations of distributors pursuant to Article 24;,7827,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_99_p4_e,art_99_p4,e,1,point,obligations of deployers pursuant to Article 26;,7829,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_99_p4_f,art_99_p4,f,1,point,"requirements and obligations of notified bodies pursuant to Article 31, Article 33(1), (3) and (4) or Article 34;",7831,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_99_p4_g,art_99_p4,g,1,point,transparency obligations for providers and deployers pursuant to Article 50.,7833,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_99_p7_a,art_99_p7,a,1,point,"the nature, gravity and duration of the infringement and of its consequences, taking into account the purpose of the AI system, as well as, where appropriate, the number of affected persons and the level of damage suffered by them;",7849,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_99_p7_b,art_99_p7,b,1,point,whether administrative fines have already been applied by other market surveillance authorities to the same operator for the same infringement;,7852,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_99_p7_c,art_99_p7,c,1,point,"whether administrative fines have already been applied by other authorities to the same operator for infringements of other Union or national law, when such infringements result from the same activity or omission constituting a relevant infringement of this Regulation;",7855,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_99_p7_d,art_99_p7,d,1,point,"the size, the annual turnover and market share of the operator committing the infringement;",7859,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_99_p7_e,art_99_p7,e,1,point,"any other aggravating or mitigating factor applicable to the circumstances of the case, such as financial benefits gained, or losses avoided, directly or indirectly, from the infringement;",7861,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_99_p7_f,art_99_p7,f,1,point,"the degree of cooperation with the national competent authorities, in order to remedy the infringement and mitigate the possible adverse effects of the infringement;",7864,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_99_p7_g,art_99_p7,g,1,point,the degree of responsibility of the operator taking into account the technical and organisational measures implemented by it;,7867,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_99_p7_h,art_99_p7,h,1,point,"the manner in which the infringement became known to the national competent authorities, in particular whether, and if so to what extent, the operator notified the infringement;",7870,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_99_p7_i,art_99_p7,i,1,point,the intentional or negligent character of the infringement;,7873,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_99_p7_j,art_99_p7,j,1,point,any action taken by the operator to mitigate the harm suffered by the affected persons.,7875,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_100_p1_a,art_100_p1,a,1,point,"the nature, gravity and duration of the infringement and of its consequences, taking into account the purpose of the AI system concerned, as well as, where appropriate, the number of affected persons and the level of damage suffered by them;",7902,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_100_p1_b,art_100_p1,b,1,point,"the degree of responsibility of the Union institution, body, office or agency, taking into account technical and organisational measures implemented by them;",7906,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_100_p1_c,art_100_p1,c,1,point,"any action taken by the Union institution, body, office or agency to mitigate the damage suffered by affected persons;",7909,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_100_p1_d,art_100_p1,d,1,point,"the degree of cooperation with the European Data Protection Supervisor in order to remedy the infringement and mitigate the possible adverse effects of the infringement, including compliance with any of the measures previously ordered by the European Data Protection Supervisor against the Union institution, body, office or agency concerned with regard to the same subject matter;",7911,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_100_p1_e,art_100_p1,e,1,point,"any similar previous infringements by the Union institution, body, office or agency;",7916,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_100_p1_f,art_100_p1,f,1,point,"the manner in which the infringement became known to the European Data Protection Supervisor, in particular whether, and if so to what extent, the Union institution, body, office or agency notified the infringement;",7918,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_100_p1_g,art_100_p1,g,1,point,"the annual budget of the Union institution, body, office or agency.",7921,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_101_p1_a,art_101_p1,a,1,point,infringed the relevant provisions of this Regulation;,7954,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_101_p1_b,art_101_p1,b,1,point,"failed to comply with a request for a document or for information pursuant to Article 91, or supplied incorrect, incomplete or misleading information;",7956,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_101_p1_c,art_101_p1,c,1,point,failed to comply with a measure requested under Article 93;,7959,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_101_p1_d,art_101_p1,d,1,point,failed to make available to the Commission access to the general-purpose AI model or general-purpose AI model with systemic risk with a view to conducting an evaluation pursuant to Article 92.,7964,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_108_p0_n1,art_108_p0,(1),1,numbered_point,"in Article 17, the following paragraph is added:",8116,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_108_p0_sub2_n2,art_108_p0_sub2,(2),1,numbered_point,"in Article 19, the following paragraph is added:",8130,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_108_p0_sub3_n3,art_108_p0_sub3,(3),1,numbered_point,"in Article 43, the following paragraph is added:",8136,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_108_p0_sub4_n4,art_108_p0_sub4,(4),1,numbered_point,"in Article 47, the following paragraph is added:",8142,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_108_p0_sub5_n5,art_108_p0_sub5,(5),1,numbered_point,"in Article 57, the following subparagraph is added:",8148,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_108_p0_sub6_n6,art_108_p0_sub6,(6),1,numbered_point,"in Article 58, the following paragraph is added:",8156,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_112_p2_a,art_112_p2,a,1,point,the need for amendments extending existing area headings or adding new area headings in Annex III;,8234,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_112_p2_b,art_112_p2,b,1,point,amendments to the list of AI systems requiring additional transparency measures in Article 50;,8236,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_112_p2_c,art_112_p2,c,1,point,amendments enhancing the effectiveness of the supervision and governance system.,8238,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_112_p4_a,art_112_p4,a,1,point,"the status of the financial, technical and human resources of the national competent authorities in order to effectively perform the tasks assigned to them under this Regulation;",8248,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_112_p4_b,art_112_p4,b,1,point,"the state of penalties, in particular administrative fines as referred to in Article 99(1), applied by Member States for infringements of this Regulation;",8251,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_112_p4_c,art_112_p4,c,1,point,adopted harmonised standards and common specifications developed to support this Regulation;,8254,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_112_p4_d,art_112_p4,d,1,point,"the number of undertakings that enter the market after the entry into application of this Regulation, and how many of them are SMEs.",8256,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_112_p11_a,art_112_p11,a,1,point,"the list set out in Annex III, including the extension of existing area headings or the addition of new area headings in that Annex;",8289,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_112_p11_b,art_112_p11,b,1,point,the list of prohibited practices set out in Article 5; and,8291,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_112_p11_c,art_112_p11,c,1,point,the list of AI systems requiring additional transparency measures pursuant to Article 50.,8292,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_113_p0_a,art_113_p0,a,1,point,Chapters I and II shall apply from 2 February 2025;,8309,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_113_p0_b,art_113_p0,b,1,point,"Chapter III Section 4, Chapter V, Chapter VII and Chapter XII and Article 78 shall apply from 2 August 2025, with the exception of Article 101;",8310,KB 2/Europe/EU Artificial Intelligence Act.pdf
art_113_p0_c,art_113_p0,c,1,point,Article 6(1) and the corresponding obligations in this Regulation shall apply from 2 August 2027.,8312,KB 2/Europe/EU Artificial Intelligence Act.pdf
annexI_sA_1,annexI_sA,1.,1,annex_point,"Directive 2006/42/EC of the European Parliament and of the Council of 17 May 2006 on machinery, and amending Directive 95/16/EC (OJ L 157, 9.6.2006, p. 24);",8334,KB 2/Europe/EU Artificial Intelligence Act.pdf
annexI_sA_2,annexI_sA,2.,1,annex_point,"Directive 2009/48/EC of the European Parliament and of the Council of 18 June 2009 on the safety of toys (OJ L 170, 30.6.2009, p. 1);",8338,KB 2/Europe/EU Artificial Intelligence Act.pdf
annexI_sA_3,annexI_sA,3.,1,annex_point,"Directive 2013/53/EU of the European Parliament and of the Council of 20 November 2013 on recreational craft and personal watercraft and repealing Directive 94/25/EC (OJ L 354, 28.12.2013, p. 90);",8342,KB 2/Europe/EU Artificial Intelligence Act.pdf
annexI_sA_4,annexI_sA,4.,1,annex_point,"Directive 2014/33/EU of the European Parliament and of the Council of 26 February 2014 on the harmonisation of the laws of the Member States relating to lifts and safety components for lifts (OJ L 96, 29.3.2014, p. 251);",8346,KB 2/Europe/EU Artificial Intelligence Act.pdf
annexI_sA_5,annexI_sA,5.,1,annex_point,"Directive 2014/34/EU of the European Parliament and of the Council of 26 February 2014 on the harmonisation of the laws of the Member States relating to equipment and protective systems intended for use in potentially explosive atmospheres (OJ L 96, 29.3.2014, p. 309);",8350,KB 2/Europe/EU Artificial Intelligence Act.pdf
annexI_sA_6,annexI_sA,6.,1,annex_point,"Directive 2014/53/EU of the European Parliament and of the Council of 16 April 2014 on the harmonisation of the laws of the Member States relating to the making available on the market of radio equipment and repealing Directive 1999/5/EC (OJ L 153, 22.5.2014, p. 62);",8355,KB 2/Europe/EU Artificial Intelligence Act.pdf
annexI_sA_7,annexI_sA,7.,1,annex_point,"Directive 2014/68/EU of the European Parliament and of the Council of 15 May 2014 on the harmonisation of the laws of the Member States relating to the making available on the market of pressure equipment (OJ L 189, 27.6.2014, p. 164);",8360,KB 2/Europe/EU Artificial Intelligence Act.pdf
