clause_id,section_id,clause_path,label,level,text,reserved,parent_id,part_id,source_document
SEC-120.13(a),SEC-120.13,(a),a,1,"Any person who engages in the United States in the business of manufacturing or exporting or temporarily importing defense articles, or furnishing defense services, is required to register with the Directorate of Defense Trade Controls as set forth in part 122 of this subchapter. For the purpose of this subchapter, engaging in such a business requires only one occasion of manufacturing or exporting or temporarily importing a defense article or furnishing a defense service. A manufacturer who does not engage in exporting must nevertheless register.",,SEC-120.13,PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.13(b),SEC-120.13,(b),b,1,"Any U.S. person; foreign person located in the United States; or foreign person located outside the United States that is owned or controlled by a U.S. person, who engages in brokering activities is required to register with the Directorate of Defense Trade Controls as set forth in part 129 of this subchapter.",,SEC-120.13,PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.14(a),SEC-120.14,(a),a,1,"Export, reexport, retransfer, or temporary import, or defense articles. The approval of the Directorate or Defense Trade Controls (DDTC) must be requested and obtained before the export, reexport, retransfer, or temporary import of a defense article, unless an exemption under the provisions of this subchapter is applicable.",,SEC-120.14,PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.14(b),SEC-120.14,(b),b,1,"Furnishing defense services. The approval of DDTC must be requested and obtained before a defense service may be furnished, unless an exemption under the provisions of this subchapter is applicable.",,SEC-120.14,PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.14(c),SEC-120.14,(c),c,1,"Brokering activities. The approval of DDTC must be requested and obtained before engaging in the business of brokering activities for the defense articles described in § 129.4(a) of this subchapter by a person who is required to register as a broker under part 129 of this subchapter, unless an exemption under the provisions of part 129 is applicable.",,SEC-120.14,PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.15(a),SEC-120.15,(a),a,1,Persons otherwise required to register with the Directorate of Defense Trade Controls in accordance with this subchapter must do so prior to utilization of an exemption.,,SEC-120.15,PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.15(b),SEC-120.15,(b),b,1,"Exemptions provided in this subchapter may not be utilized for transactions in which the exporter, any party to the export, any source or manufacturer, broker, or other participant in the brokering activities, is generally ineligible as set forth in § 120.16, unless prior written authorization has been granted by the Directorate of Defense Trade Controls.",,SEC-120.15,PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.15(c),SEC-120.15,(c),c,1,"Exemptions provided in this subchapter do not apply with respect to defense articles or defense services originating in or for export to any proscribed countries, areas, or persons identified in",,SEC-120.15,PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.15(d),SEC-120.15,(d),d,1,Each exemption provided in this subchapter is subject to limitation as described in the section or paragraph of this subchapter in which the exemption is prescribed.,,SEC-120.15,PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.15(e),SEC-120.15,(e),e,1,"Any person engaging in any export, reexport, transfer, or retransfer of a defense article or defense service pursuant to an exemption must maintain records of each such export, reexport, transfer, or retransfer. The records shall, to the extent applicable to the transaction and consistent with the requirements of § 123.22 of this subchapter, include the following information: A description of the defense article, including technical data, or defense service; the name and address of the end-user and other available contact information (e.g., telephone number and electronic mail address); the name of the natural person responsible for the transaction; the stated end-use of the defense article or defense service; the date of the transaction; the Electronic Export Information (EEI) Internal Transaction Number (ITN); and the method of transmission. The person using or acting in reliance upon the exemption shall also comply with any additional recordkeeping requirements enumerated in the text of the regulations concerning such exemption (e.g., requirements specific to the Defense Trade Cooperation Treaties in §§ 126.16 and 126.17 of this subchapter).",,SEC-120.15,PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.15(f),SEC-120.15,(f),f,1,"To claim an exemption for the export of technical data under the provisions of this subchapter (e.g., §§ 125.4 and 125.5 of this subchapter), the exporter must certify that the proposed export is covered by a relevant section of this subchapter, to include the paragraph and applicable subordinate paragraph. Certifications consist of clearly marking the package or letter containing the technical data “22 CFR [insert ITAR exemption] applicable.” This certification must be made in written form and retained in the exporter's files for a period of 5 years. For exports that are oral, visual, or electronic the exporter must also complete a written certification and retain it for a period of 5 years.",,SEC-120.15,PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.16(a),SEC-120.16,(a),a,1,"A U.S. person may receive a license or other approval pursuant to this subchapter. A foreign person may not receive such a license or other approval, except as follows:",,SEC-120.16,PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.16(a)(1),SEC-120.16,(a)(1),1,2,A foreign governmental entity in the U.S. may receive a license or other approval;,,SEC-120.16(a),PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.16(a)(2),SEC-120.16,(a)(2),2,2,A foreign person may receive a reexport or retransfer approval; or,,SEC-120.16(a),PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.16(a)(3),SEC-120.16,(a)(3),3,2,A foreign person may receive an approval for brokering activities.,,SEC-120.16(a),PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.16(b),SEC-120.16,(b),b,1,"A request for a license or other approval by a U.S. person or by a person referred to in paragraphs (a)(1) and (3) of this section will be considered only if the applicant has registered with the Directorate of Defense Trade Controls pursuant to part 122 or 129 of this subchapter, as appropriate.",,SEC-120.16,PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.16(c),SEC-120.16,(c),c,1,"Persons who have been convicted of violating the U.S. criminal statutes enumerated in § 120.6, who have been debarred pursuant to part 127 or 128 of this subchapter, who are subject to indictment or are otherwise charged (e.g., charged by criminal information in lieu of indictment) with violating the U.S. criminal statutes enumerated in § 120.6, who are ineligible to contract with or to receive a license or other form of authorization to import defense articles or defense services from any agency of the U.S. Government, who are ineligible to receive an export license or other approval from any other agency of the U.S. Government, or who are subject to a publicly announced Department of State policy of denial, suspension, or revocation under § 120.18(a), are generally ineligible to be involved in activities regulated under this subchapter.",,SEC-120.16,PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.17(a),SEC-120.17,(a),a,1,"Pursuant to section 40A of the Arms Export Control Act (22 U.S.C. 2785) and related delegations of authority, the Department of State is required to establish a monitoring program in order to improve accountability with respect to defense articles and defense services, sold, leased, or exported under Department of State licenses or other approvals under section 38 of the Arms Export Control Act and this subchapter.",,SEC-120.17,PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.17(b),SEC-120.17,(b),b,1,"All exports of defense articles, technical data, services, and brokering activities made pursuant to this subchapter are subject to end-use monitoring by the Department of State through the Blue Lantern program.",,SEC-120.17,PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.18(a),SEC-120.18,(a),a,1,"Policy. Licenses or approvals shall be denied or revoked whenever required by any statute or the United States. Any application for an export license or other approval under this subchapter may be disapproved, and any license or other approval or exemption granted under this subchapter may be revoked, suspended, or amended without prior notice whenever:",,SEC-120.18,PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.18(a)(1),SEC-120.18,(a)(1),1,2,"The Department of State deems such action to be in furtherance of world peace, the national security or the foreign policy of the United States, or is otherwise advisable; or",,SEC-120.18(a),PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.18(a)(2),SEC-120.18,(a)(2),2,2,"The Department of State believes that 22 U.S.C. 2778, any regulation contained in this subchapter, or the terms of any U.S. Government export authorization (including the terms of a manufacturing license or technical assistance agreement, or export authorization granted pursuant to the Export Administration Regulations in 15 CFR parts 730 through 774) has been violated by any party to the export or other person having significant interest in the transaction; or",,SEC-120.18(a),PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.18(a)(3),SEC-120.18,(a)(3),3,2,"An applicant is the subject of a criminal complaint, other criminal charge (e.g., an information), or indictment for a violation of any of the U.S. criminal statutes enumerated in",,SEC-120.18(a),PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.18(a)(4),SEC-120.18,(a)(4),4,2,An applicant or any party to the export or the agreement has been convicted of violating any of the U.S. criminal statutes enumerated in § 120.6; or,,SEC-120.18(a),PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
SEC-120.18(a)(5),SEC-120.18,(a)(5),5,2,"An applicant is ineligible to contract with, or to receive a license or other authorization to import defense articles or defense services from, any agency of the U.S. Government; or",,SEC-120.18(a),PART-120,"International Traffic in Arms Regulations (ITAR), 22 CFR Parts 120-130, amended through 2 October 2025 (KB 2/USA/ITAR.pdf)"
