source_id,target_id,rel_type,target_kind
USML-VII(h),SEC-125.4,CROSS_REFERENCES,section
NOTE-0066,SEC-123.1,CROSS_REFERENCES,section
USML-VIII(d),CAT-VI,CROSS_REFERENCES,usml_category
USML-VIII(h)(1)(iii),CAT-VIII,CROSS_REFERENCES,usml_category
USML-VIII(h)(1)(iv),CAT-XXI,CROSS_REFERENCES,usml_category
NOTE-0076,SEC-120.41,CROSS_REFERENCES,section
NOTE-0077,SEC-120.41,CROSS_REFERENCES,section
USML-VIII(i),CAT-IV,CROSS_REFERENCES,usml_category
NOTE-0080,SEC-123.1,CROSS_REFERENCES,section
NOTE-0081,CAT-VIII,CROSS_REFERENCES,usml_category
USML-IX(a)(5),CAT-XI,CROSS_REFERENCES,usml_category
USML-IX(e),SEC-120.33,CROSS_REFERENCES,section
USML-IX(e),SEC-120.32,CROSS_REFERENCES,section
USML-IX(e)(3),SEC-120.32,CROSS_REFERENCES,section
NOTE-0083,SEC-123.1,CROSS_REFERENCES,section
NOTE-0086,CAT-XIII,CROSS_REFERENCES,usml_category
NOTE-0087,CAT-XIII,CROSS_REFERENCES,usml_category
USML-X(a)(5),CAT-VIII,CROSS_REFERENCES,usml_category
USML-X(a)(5),CAT-XII,CROSS_REFERENCES,usml_category
NOTE-0089,CAT-XII,CROSS_REFERENCES,usml_category
USML-X(b)(3),SEC-120.4,CROSS_REFERENCES,section
USML-X(e),SEC-120.33,CROSS_REFERENCES,section
USML-X(e),SEC-120.32,CROSS_REFERENCES,section
NOTE-0094,SEC-123.1,CROSS_REFERENCES,section
USML-XI(a),CAT-XII,CROSS_REFERENCES,usml_category
USML-XI(a)(3)(xxix),CAT-IV,CROSS_REFERENCES,usml_category
USML-XI(a)(3)(xxix),CAT-VIII,CROSS_REFERENCES,usml_category
NOTE-0102,CAT-IV,CROSS_REFERENCES,usml_category
USML-XI(a)(5)(i),SEC-121.1,CROSS_REFERENCES,section
USML-XI(a)(5)(12),CAT-IV,CROSS_REFERENCES,usml_category
USML-XI(a)(5)(12),CAT-VIII,CROSS_REFERENCES,usml_category
NOTE-0121,CAT-XI,CROSS_REFERENCES,usml_category
USML-XI(a)(5)(12)(c)(15),CAT-VIII,CROSS_REFERENCES,usml_category
USML-XI(a)(5)(12)(c)(15),CAT-IV,CROSS_REFERENCES,usml_category
USML-XI(a)(5)(12)(c)(16)(d),CAT-IV,CROSS_REFERENCES,usml_category
USML-XI(a)(5)(12)(c)(16)(a),CAT-VIII,CROSS_REFERENCES,usml_category
USML-XI(a)(5)(12)(c)(17),CAT-V,CROSS_REFERENCES,usml_category
NOTE-0125,SEC-120.40,CROSS_REFERENCES,section
USML-XI(a)(5)(12)(d),SEC-120.33,CROSS_REFERENCES,section
USML-XI(a)(5)(12)(d),SEC-120.32,CROSS_REFERENCES,section
USML-XI(a)(5)(12)(d),SEC-125.4,CROSS_REFERENCES,section
NOTE-0126,SEC-123.1,CROSS_REFERENCES,section
NOTE-0127,CAT-XI,CROSS_REFERENCES,usml_category
USML-XII(a)(9),CAT-VIII,CROSS_REFERENCES,usml_category
NOTE-0136,CAT-IV,CROSS_REFERENCES,usml_category
USML-XII(d)(2)(iii),CAT-XI,CROSS_REFERENCES,usml_category
USML-XII(d)(2)(iv),CAT-IV,CROSS_REFERENCES,usml_category
USML-XII(d)(2)(iv),CAT-VIII,CROSS_REFERENCES,usml_category
USML-XII(d)(3),CAT-XI,CROSS_REFERENCES,usml_category
NOTE-0143,CAT-IV,CROSS_REFERENCES,usml_category
NOTE-0143,CAT-VIII,CROSS_REFERENCES,usml_category
NOTE-0146,CAT-III,CROSS_REFERENCES,usml_category
USML-XII(e)(13),CAT-XI,CROSS_REFERENCES,usml_category
NOTE-0149,SEC-120.41,CROSS_REFERENCES,section
USML-XII(e)(22),CAT-IX,CROSS_REFERENCES,usml_category
USML-XII(f),SEC-120.33,CROSS_REFERENCES,section
USML-XII(f),SEC-120.32,CROSS_REFERENCES,section
USML-XII(f),SEC-125.4,CROSS_REFERENCES,section
NOTE-0153,SEC-123.1,CROSS_REFERENCES,section
NOTE-0154,SEC-120.4,CROSS_REFERENCES,section
USML-XIII(d)(1),CAT-IV,CROSS_REFERENCES,usml_category
USML-XIII(f)(i)(6),SEC-120.43,CROSS_REFERENCES,section
USML-XIII(f)(j)(1),CAT-X,CROSS_REFERENCES,usml_category
USML-XIII(f)(j)(3)(i),CAT-VIII,CROSS_REFERENCES,usml_category
USML-XIII(f)(j)(3)(ii),CAT-XIV,CROSS_REFERENCES,usml_category
USML-XIII(f)(j)(3)(iii),CAT-XIX,CROSS_REFERENCES,usml_category
USML-XIII(f)(j)(3)(iv),CAT-XVIII,CROSS_REFERENCES,usml_category
USML-XIII(f)(l),SEC-120.33,CROSS_REFERENCES,section
USML-XIII(f)(l),SEC-120.5,CROSS_REFERENCES,section
NOTE-0161,SEC-123.1,CROSS_REFERENCES,section
USML-XIV(m),SEC-120.33,CROSS_REFERENCES,section
USML-XIV(m),SEC-120.32,CROSS_REFERENCES,section
USML-XIV(n),SEC-125.4,CROSS_REFERENCES,section
NOTE-0176,SEC-123.1,CROSS_REFERENCES,section
USML-XV(a)(8)(11),CAT-IV,CROSS_REFERENCES,usml_category
USML-XV(NDS)(13),CAT-XIII,CROSS_REFERENCES,usml_category
NOTE-0190,CAT-VIII,CROSS_REFERENCES,usml_category
NOTE-0190,CAT-IV,CROSS_REFERENCES,usml_category
USML-XV(e)(20),CAT-IV,CROSS_REFERENCES,usml_category
USML-XV(f),SEC-120.33,CROSS_REFERENCES,section
USML-XV(f),SEC-120.32,CROSS_REFERENCES,section
USML-XV(f),SEC-125.4,CROSS_REFERENCES,section
USML-XV(f),SEC-124.15,CROSS_REFERENCES,section
USML-XV(vi),CAT-XV,CROSS_REFERENCES,usml_category
USML-XV(g),SEC-120.33,CROSS_REFERENCES,section
USML-XV(g),SEC-120.32,CROSS_REFERENCES,section
NOTE-0197,SEC-123.21,CROSS_REFERENCES,section
USML-XVI(e),SEC-120.33,CROSS_REFERENCES,section
USML-XVI(e),SEC-120.32,CROSS_REFERENCES,section
USML-XVI(e),SEC-120.5,CROSS_REFERENCES,section
NOTE-0198,SEC-123.1,CROSS_REFERENCES,section
USML-XVII(a),SEC-120.33,CROSS_REFERENCES,section
USML-XVII(a),SEC-120.32,CROSS_REFERENCES,section
USML-XVIII(g),SEC-120.33,CROSS_REFERENCES,section
NOTE-0202,SEC-123.1,CROSS_REFERENCES,section
USML-XIX(f)(1)(iii),CAT-XXI,CROSS_REFERENCES,usml_category
NOTE-0205,SEC-120.41,CROSS_REFERENCES,section
USML-XIX(g),SEC-120.33,CROSS_REFERENCES,section
USML-XIX(g),SEC-120.32,CROSS_REFERENCES,section
USML-XIX(g),SEC-125.4,CROSS_REFERENCES,section
NOTE-0206,SEC-123.1,CROSS_REFERENCES,section
NOTE-0207,SEC-120.40,CROSS_REFERENCES,section
USML-XX(b)(1),SEC-120.5,CROSS_REFERENCES,section
USML-XX(d),SEC-120.33,CROSS_REFERENCES,section
USML-XX(d),SEC-120.32,CROSS_REFERENCES,section
USML-XX(d),SEC-125.4,CROSS_REFERENCES,section
NOTE-0212,SEC-123.1,CROSS_REFERENCES,section
USML-XXI(b),SEC-120.33,CROSS_REFERENCES,section
USML-XXI(b),SEC-120.32,CROSS_REFERENCES,section
NOTE-0214,SEC-121.1,CROSS_REFERENCES,section
NOTE-0214,CAT-VI,CROSS_REFERENCES,usml_category
NOTE-0215,SEC-121.1,CROSS_REFERENCES,section
SEC-122.1(a),SEC-122.2,CROSS_REFERENCES,section
NOTE-0216,SEC-122.2,CROSS_REFERENCES,section
SEC-122.2(b)(1)(i),SEC-120.6,CROSS_REFERENCES,section
SEC-122.2(b)(2),SEC-120.65,CROSS_REFERENCES,section
SEC-122.4(a)(1),SEC-122.2,CROSS_REFERENCES,section
SEC-122.4(a)(1),SEC-120.6,CROSS_REFERENCES,section
NOTE-0218,SEC-129.3,CROSS_REFERENCES,section
NOTE-0218,SEC-122.2,CROSS_REFERENCES,section
SEC-122.4(b),SEC-126.1,CROSS_REFERENCES,section
SEC-122.5(a),SEC-123.26,CROSS_REFERENCES,section
SEC-123.1(c)(3),SEC-126.13,CROSS_REFERENCES,section
SEC-123.1(c)(4),SEC-126.4,CROSS_REFERENCES,section
SEC-123.1(c)(4),SEC-126.6,CROSS_REFERENCES,section
SEC-123.1(c)(5),SEC-123.10,CROSS_REFERENCES,section
SEC-123.1(d),SEC-120.32,CROSS_REFERENCES,section
SEC-123.3(a),SEC-123.4,CROSS_REFERENCES,section
SEC-123.3(c),SEC-123.4,CROSS_REFERENCES,section
NOTE-0219,SEC-123.19,CROSS_REFERENCES,section
NOTE-0219,SEC-126.5,CROSS_REFERENCES,section
SEC-123.4(c),SEC-123.4,CROSS_REFERENCES,section
SEC-123.4(c)(1),SEC-120.16,CROSS_REFERENCES,section
SEC-123.4(c)(3),SEC-126.1,CROSS_REFERENCES,section
SEC-123.4(c)(3),SEC-126.3,CROSS_REFERENCES,section
SEC-123.5(b),SEC-123.22,CROSS_REFERENCES,section
SEC-123.5(c),SEC-123.22,CROSS_REFERENCES,section
SEC-123.7,SEC-123.16,CROSS_REFERENCES,section
SEC-123.7,SEC-124.14,CROSS_REFERENCES,section
SEC-123.9(c),SEC-123.1,CROSS_REFERENCES,section
SEC-123.9(c)(1),SEC-126.16,CROSS_REFERENCES,section
SEC-123.9(c)(1),SEC-126.17,CROSS_REFERENCES,section
SEC-123.9(c)(4),SEC-126.16,CROSS_REFERENCES,section
SEC-123.9(c)(4),SEC-126.17,CROSS_REFERENCES,section
SEC-123.9(e)(1),SEC-126.16,CROSS_REFERENCES,section
SEC-123.9(e)(1),SEC-126.17,CROSS_REFERENCES,section
SEC-123.10(a),SEC-126.5,CROSS_REFERENCES,section
SEC-123.11(b)(a),SEC-123.5,CROSS_REFERENCES,section
SEC-123.15(a),SEC-120.37,CROSS_REFERENCES,section
SEC-123.15(a)(3),SEC-121.1,CROSS_REFERENCES,section
SEC-123.15(a)(3),CAT-I,CROSS_REFERENCES,usml_category
SEC-123.16(a),SEC-126.1,CROSS_REFERENCES,section
SEC-123.16(a),SEC-123.15,CROSS_REFERENCES,section
SEC-123.16(a),SEC-120.16,CROSS_REFERENCES,section
SEC-123.16(a),SEC-123.22,CROSS_REFERENCES,section
SEC-123.16(b)(1),CAT-XIII,CROSS_REFERENCES,usml_category
SEC-123.16(b)(4),SEC-125.4,CROSS_REFERENCES,section
SEC-123.16(b)(4),SEC-120.40,CROSS_REFERENCES,section
SEC-123.16(b)(4),SEC-121.1,CROSS_REFERENCES,section
SEC-123.16(b)(6),SEC-123.17,CROSS_REFERENCES,section
SEC-123.16(b)(8),SEC-126.5,CROSS_REFERENCES,section
SEC-123.17(f),CAT-X,CROSS_REFERENCES,usml_category
SEC-123.17(f),CAT-XIV,CROSS_REFERENCES,usml_category
SEC-123.17(f)(1),SEC-123.22,CROSS_REFERENCES,section
SEC-123.17(g),SEC-126.1,CROSS_REFERENCES,section
SEC-123.17(j),SEC-127.12,CROSS_REFERENCES,section
SEC-123.17(k),SEC-120.15,CROSS_REFERENCES,section
SEC-123.21(b),SEC-123.22,CROSS_REFERENCES,section
SEC-123.22(b)(2)(b)(i),SEC-126.4,CROSS_REFERENCES,section
SEC-123.22(b)(3)(ii),SEC-125.4,CROSS_REFERENCES,section
SEC-123.22(b)(3)(iii),SEC-125.4,CROSS_REFERENCES,section
SEC-123.22(c)(1),SEC-122.5,CROSS_REFERENCES,section
SEC-123.22(c)(2),SEC-122.5,CROSS_REFERENCES,section
SEC-123.24(b),SEC-123.22,CROSS_REFERENCES,section
SEC-123.25(b),SEC-123.23,CROSS_REFERENCES,section
SEC-123.27(a),SEC-123.1,CROSS_REFERENCES,section
SEC-123.27(a),SEC-123.9,CROSS_REFERENCES,section
SEC-123.27(a)(5),SEC-123.1,CROSS_REFERENCES,section
SEC-123.27(a)(5)(5),SEC-123.9,CROSS_REFERENCES,section
SEC-123.27(a)(5)(6),SEC-123.9,CROSS_REFERENCES,section
SEC-124.1(a),SEC-120.32,CROSS_REFERENCES,section
SEC-124.1(a),SEC-124.3,CROSS_REFERENCES,section
SEC-124.1(a),SEC-125.4,CROSS_REFERENCES,section
SEC-124.2(b),SEC-120.32,CROSS_REFERENCES,section
SEC-124.2(c),SEC-124.2,CROSS_REFERENCES,section
SEC-124.2(c),SEC-125.4,CROSS_REFERENCES,section
SEC-124.2(c)(2),SEC-123.15,CROSS_REFERENCES,section
SEC-124.2(c)(5)(ii),CAT-I,CROSS_REFERENCES,usml_category
SEC-124.2(c)(5)(ii),CAT-III,CROSS_REFERENCES,usml_category
SEC-124.2(c)(5)(iv),CAT-VI,CROSS_REFERENCES,usml_category
SEC-124.2(c)(5)(iv),CAT-XX,CROSS_REFERENCES,usml_category
SEC-124.2(c)(5)(v),CAT-XIX,CROSS_REFERENCES,usml_category
SEC-124.2(c)(5)(vi),CAT-VIII,CROSS_REFERENCES,usml_category
SEC-124.2(c)(5)(vii),CAT-XII,CROSS_REFERENCES,usml_category
SEC-124.2(c)(5)(viii),CAT-XIV,CROSS_REFERENCES,usml_category
SEC-124.2(c)(5)(x),CAT-XV,CROSS_REFERENCES,usml_category
SEC-124.2(c)(5)(xii),CAT-XX,CROSS_REFERENCES,usml_category
SEC-124.2(c)(5)(xiii),CAT-XXI,CROSS_REFERENCES,usml_category
SEC-124.4(a),SEC-124.5,CROSS_REFERENCES,section
SEC-124.7(a)(1),SEC-123.16,CROSS_REFERENCES,section
SEC-124.10(a),SEC-123.10,CROSS_REFERENCES,section
SEC-124.11(a),SEC-123.15,CROSS_REFERENCES,section
SEC-124.13(e),SEC-124.13,CROSS_REFERENCES,section
SEC-124.13(e),SEC-126.4,CROSS_REFERENCES,section
SEC-124.13(e),SEC-125.4,CROSS_REFERENCES,section
SEC-124.14(a),SEC-123.16,CROSS_REFERENCES,section
SEC-124.14(b)(1),SEC-123.16,CROSS_REFERENCES,section
SEC-124.14(b)(4),SEC-124.9,CROSS_REFERENCES,section
SEC-124.15,CAT-XV,CROSS_REFERENCES,usml_category
SEC-124.15(a),CAT-XV,CROSS_REFERENCES,usml_category
SEC-124.15(a)(1)(TTCP),SEC-124.12,CROSS_REFERENCES,section
SEC-124.15(a)(2),SEC-124.12,CROSS_REFERENCES,section
SEC-125.1(a),SEC-120.34,CROSS_REFERENCES,section
SEC-125.1(a),SEC-125.4,CROSS_REFERENCES,section
SEC-125.1(b),SEC-125.4,CROSS_REFERENCES,section
SEC-125.1(e),SEC-121.1,CROSS_REFERENCES,section
SEC-125.1(e),SEC-120.5,CROSS_REFERENCES,section
SEC-125.1(e),CAT-VI,CROSS_REFERENCES,usml_category
SEC-125.1(e),CAT-XVI,CROSS_REFERENCES,usml_category
SEC-125.1(e),CAT-XX,CROSS_REFERENCES,usml_category
SEC-125.4(a),SEC-126.1,CROSS_REFERENCES,section
SEC-125.4(a),SEC-120.16,CROSS_REFERENCES,section
SEC-125.4(a),SEC-124.13,CROSS_REFERENCES,section
SEC-125.4(b)(2),SEC-124.3,CROSS_REFERENCES,section
SEC-125.4(b)(10)(ii),SEC-126.1,CROSS_REFERENCES,section
SEC-125.4(c),SEC-120.43,CROSS_REFERENCES,section
SEC-125.7(b),SEC-123.10,CROSS_REFERENCES,section
SEC-126.1(a),SEC-129.7,CROSS_REFERENCES,section
SEC-126.1(a)(1),SEC-123.17,CROSS_REFERENCES,section
SEC-126.1(a)(1),SEC-126.6,CROSS_REFERENCES,section
SEC-126.1(a)(1),SEC-126.18,CROSS_REFERENCES,section
SEC-126.1(a)(2)(i),SEC-126.4,CROSS_REFERENCES,section
SEC-126.1(a)(2)(ii),SEC-126.4,CROSS_REFERENCES,section
SEC-126.1(a)(2)(iii),SEC-126.4,CROSS_REFERENCES,section
SEC-126.1(c),SEC-126.1,CROSS_REFERENCES,section
SEC-126.1(c)(1),SEC-120.62,CROSS_REFERENCES,section
NOTE-0227,SEC-126.1,CROSS_REFERENCES,section
SEC-126.4(a)(1)(ii)(D),SEC-126.1,CROSS_REFERENCES,section
SEC-126.4(a)(7)(d),SEC-126.1,CROSS_REFERENCES,section
SEC-126.5(a),SEC-123.3,CROSS_REFERENCES,section
SEC-126.5(b),SEC-121.1,CROSS_REFERENCES,section
SEC-126.5(b),SEC-126.1,CROSS_REFERENCES,section
SEC-126.5(d),SEC-123.9,CROSS_REFERENCES,section
SEC-126.5(d)(2),SEC-123.9,CROSS_REFERENCES,section
NOTE-0228,SEC-123.9,CROSS_REFERENCES,section
SEC-126.7(b)(2)(i)(DDTC),SEC-122.1,CROSS_REFERENCES,section
SEC-126.7(b)(2)(i)(DDTC),SEC-127.7,CROSS_REFERENCES,section
SEC-126.7(b)(2)(iii),SEC-129.3,CROSS_REFERENCES,section
SEC-126.7(b)(4),SEC-123.15,CROSS_REFERENCES,section
SEC-126.7(b)(4),SEC-124.11,CROSS_REFERENCES,section
SEC-126.7(b)(5),SEC-123.9,CROSS_REFERENCES,section
SEC-126.9(u)(1)(i),CAT-XX,CROSS_REFERENCES,usml_category
SEC-126.9(u)(1)(ii),CAT-XX,CROSS_REFERENCES,usml_category
SEC-126.9(u)(1)(iii)(A),CAT-XX,CROSS_REFERENCES,usml_category
SEC-126.9(u)(1)(iii)(B),CAT-XX,CROSS_REFERENCES,usml_category
SEC-126.9(u)(2)(i),CAT-XX,CROSS_REFERENCES,usml_category
SEC-126.9(u)(2)(ii),SEC-121.0,CROSS_REFERENCES,section
SEC-126.13(a),SEC-123.9,CROSS_REFERENCES,section
SEC-126.13(a)(3),SEC-120.68,CROSS_REFERENCES,section
SEC-126.13(a)(3),SEC-120.6,CROSS_REFERENCES,section
SEC-126.14(b),SEC-126.9,CROSS_REFERENCES,section
SEC-126.14(b)(4),SEC-124.7,CROSS_REFERENCES,section
SEC-126.14(b)(4),SEC-125.4,CROSS_REFERENCES,section
SEC-126.14(b)(4),SEC-123.15,CROSS_REFERENCES,section
SEC-126.14(b)(5),SEC-123.10,CROSS_REFERENCES,section
SEC-126.14(b)(5),SEC-123.15,CROSS_REFERENCES,section
SEC-126.16(g)(1),SEC-120.50,CROSS_REFERENCES,section
SEC-126.16(g)(5),CAT-XI,CROSS_REFERENCES,usml_category
SEC-126.16(h)(5),SEC-123.9,CROSS_REFERENCES,section
SEC-126.16(h)(6),CAT-XI,CROSS_REFERENCES,usml_category
SEC-126.16(h)(7)(8),SEC-126.1,CROSS_REFERENCES,section
SEC-126.16(i)(2)(i),SEC-123.22,CROSS_REFERENCES,section
SEC-126.16(i)(4),SEC-123.9,CROSS_REFERENCES,section
SEC-126.16(k)(1)(i)(C),SEC-129.3,CROSS_REFERENCES,section
SEC-126.16(l)(2)(i),SEC-126.16,CROSS_REFERENCES,section
SEC-126.16(l)(2)(ii),SEC-126.16,CROSS_REFERENCES,section
SEC-126.16(l)(2)(iii),SEC-126.16,CROSS_REFERENCES,section
SEC-126.16(l)(2)(iv),SEC-126.16,CROSS_REFERENCES,section
SEC-126.16(l)(2)(iv),SEC-123.22,CROSS_REFERENCES,section
SEC-126.16(m),SEC-130.10,CROSS_REFERENCES,section
SEC-126.16(n)(1),SEC-127.1,CROSS_REFERENCES,section
SEC-126.16(o)(1)(ii),CAT-I,CROSS_REFERENCES,usml_category
SEC-126.16(o)(2)(i),SEC-130.10,CROSS_REFERENCES,section
SEC-126.16(o)(2)(i),SEC-130.11,CROSS_REFERENCES,section
SEC-126.17(g)(1),SEC-120.50,CROSS_REFERENCES,section
SEC-126.17(g)(5),CAT-XI,CROSS_REFERENCES,usml_category
SEC-126.17(h)(5),SEC-123.9,CROSS_REFERENCES,section
SEC-126.17(h)(6),CAT-XI,CROSS_REFERENCES,usml_category
SEC-126.17(h)(8),SEC-126.1,CROSS_REFERENCES,section
SEC-126.17(i)(2)(i),SEC-123.22,CROSS_REFERENCES,section
SEC-126.17(i)(4),SEC-123.9,CROSS_REFERENCES,section
SEC-126.17(k)(1)(i)(C),SEC-129.3,CROSS_REFERENCES,section
SEC-126.17(l)(2)(i),SEC-126.17,CROSS_REFERENCES,section
SEC-126.17(l)(2)(ii),SEC-126.17,CROSS_REFERENCES,section
SEC-126.17(l)(2)(iii),SEC-126.17,CROSS_REFERENCES,section
