source_id,target_id,rel_type,next_label,source_document
sra_s1_q7_o4,sra_s1_q8,LEADS_TO,Q8,DTOP-OLD
sra_s1_q8_o1,sra_s1_q9,LEADS_TO,Q9,DTOP-OLD
sra_s1_q9_o1,sra_s1_q10,LEADS_TO,Q10,DTOP-OLD
sra_s2_q1_o1,sra_s2_q2,LEADS_TO,Q2,DTOP-OLD
sra_s2_q1_o2,sra_s2_q2,LEADS_TO,Q2,DTOP-OLD
sra_s2_q2_o1,sra_s2_q3,LEADS_TO,Q3,DTOP-OLD
sra_s2_q2_o2,sra_s2_q3,LEADS_TO,Q3,DTOP-OLD
sra_s2_q2_o3,sra_s2_q5,LEADS_TO,Q5,DTOP-OLD
sra_s2_q2_o4,sra_s2_q5,LEADS_TO,Q5,DTOP-OLD
sra_s2_q2_o5,sra_s2_q5,LEADS_TO,Q5,DTOP-OLD
sra_s2_q3_o1,sra_s2_q4,LEADS_TO,Q4,DTOP-OLD
sra_s2_q3_o2,sra_s2_q4,LEADS_TO,Q4,DTOP-OLD
sra_s2_q3_o3,sra_s2_q5,LEADS_TO,Q5,DTOP-OLD
sra_s2_q4_o1,sra_s2_q5,LEADS_TO,Q5,DTOP-OLD
sra_s2_q4_o2,sra_s2_q5,LEADS_TO,Q5,DTOP-OLD
sra_s2_q4_o3,sra_s2_q5,LEADS_TO,Q5,DTOP-OLD
sra_s2_q4_o4,sra_s2_q5,LEADS_TO,Q5,DTOP-OLD
sra_s2_q5_o1,sra_s2_q6,LEADS_TO,Q6,DTOP-OLD
sra_s2_q5_o2,sra_s2_q6,LEADS_TO,Q6,DTOP-OLD
sra_s2_q5_o3,sra_s2_q6,LEADS_TO,Q6,DTOP-OLD
sra_s2_q5_o4,sra_s2_q6,LEADS_TO,Q6,DTOP-OLD
sra_s2_q6_o1,sra_s2_q7,LEADS_TO,Q7,DTOP-OLD
sra_s2_q6_o2,sra_s2_q7,LEADS_TO,Q7,DTOP-OLD
sra_s2_q6_o3,sra_s2_q7,LEADS_TO,Q7,DTOP-OLD
sra_s2_q6_o4,sra_s2_q7,LEADS_TO,Q7,DTOP-OLD
sra_s2_q7_o1,sra_s2_q8,LEADS_TO,Q8,DTOP-OLD
sra_s2_q7_o2,sra_s2_q8,LEADS_TO,Q8,DTOP-OLD
sra_s2_q7_o3,sra_s2_q8,LEADS_TO,Q8,DTOP-OLD
sra_s2_q7_o4,sra_s2_q8,LEADS_TO,Q8,DTOP-OLD
sra_s3_q1_o1,sra_s3_q2,LEADS_TO,Q2,DTOP-OLD
sra_s3_q1_o2,sra_s3_q2,LEADS_TO,Q2,DTOP-OLD
sra_s3_q1_o3,sra_s3_q2,LEADS_TO,Q2,DTOP-OLD
sra_s3_q1_o4,sra_s3_q6,LEADS_TO,Q6,DTOP-OLD
sra_s3_q1_o5,sra_s3_q2,LEADS_TO,Q2,DTOP-OLD
sra_s3_q2_o1,sra_s3_q3,LEADS_TO,Q3,DTOP-OLD
sra_s3_q2_o2,sra_s3_q3,LEADS_TO,Q3,DTOP-OLD
sra_s3_q2_o3,sra_s3_q6,LEADS_TO,Q6,DTOP-OLD
sra_s3_q3_o1,sra_s3_q4,LEADS_TO,Q4,DTOP-OLD
sra_s3_q3_o2,sra_s3_q4,LEADS_TO,Q4,DTOP-OLD
sra_s3_q3_o3,sra_s3_q4,LEADS_TO,Q4,DTOP-OLD
sra_s3_q4_o1,sra_s3_q5,LEADS_TO,Q5,DTOP-OLD
sra_s3_q4_o2,sra_s3_q7,LEADS_TO,Q7,DTOP-OLD
sra_s3_q4_o3,sra_s3_q7,LEADS_TO,Q7,DTOP-OLD
sra_s3_q5_o1,sra_s3_q7,LEADS_TO,Q7,DTOP-OLD
sra_s3_q5_o2,sra_s3_q7,LEADS_TO,Q7,DTOP-OLD
sra_s3_q5_o3,sra_s3_q7,LEADS_TO,Q7,DTOP-OLD
sra_s3_q6_o1,sra_s3_q7,LEADS_TO,Q7,DTOP-OLD
sra_s3_q6_o2,sra_s3_q7,LEADS_TO,Q7,DTOP-OLD
sra_s3_q6_o3,sra_s3_q7,LEADS_TO,Q7,DTOP-OLD
sra_s3_q6_o4,sra_s3_q7,LEADS_TO,Q7,DTOP-OLD
sra_s3_q6_o5,sra_s3_q7,LEADS_TO,Q7,DTOP-OLD
sra_s3_q6_o6,sra_s3_q7,LEADS_TO,Q7,DTOP-OLD
sra_s3_q6_o7,sra_s3_q7,LEADS_TO,Q7,DTOP-OLD
sra_s3_q7_o1,sra_s3_q8,LEADS_TO,Q8,DTOP-OLD
sra_s3_q7_o2,sra_s3_q8,LEADS_TO,Q8,DTOP-OLD
sra_s3_q7_o3,sra_s3_q8,LEADS_TO,Q8,DTOP-OLD
sra_s3_q8_o1,sra_s3_q9,LEADS_TO,Q9,DTOP-OLD
sra_s3_q8_o2,sra_s3_q10,LEADS_TO,Q10,DTOP-OLD
sra_s3_q8_o3,sra_s3_q10,LEADS_TO,Q10,DTOP-OLD
sra_s3_q9_o1,sra_s3_q10,LEADS_TO,Q10,DTOP-OLD
sra_s3_q9_o2,sra_s3_q10,LEADS_TO,Q10,DTOP-OLD
sra_s3_q9_o3,sra_s3_q10,LEADS_TO,Q10,DTOP-OLD
sra_s3_q9_o4,sra_s3_q10,LEADS_TO,Q10,DTOP-OLD
sra_s3_q9_o5,sra_s3_q10,LEADS_TO,Q10,DTOP-OLD
sra_s3_q10_o1,sra_s3_q11,LEADS_TO,Q11,DTOP-OLD
sra_s3_q10_o2,sra_s3_q11,LEADS_TO,Q11,DTOP-OLD
sra_s3_q10_o3,sra_s3_q13,LEADS_TO,Q13,DTOP-OLD
sra_s3_q10_o4,sra_s3_q13,LEADS_TO,Q13,DTOP-OLD
sra_s3_q11_o1,sra_s3_q12,LEADS_TO,Q12,DTOP-OLD
sra_s3_q11_o2,sra_s3_q12,LEADS_TO,Q12,DTOP-OLD
sra_s3_q11_o3,sra_s3_q12,LEADS_TO,Q12,DTOP-OLD
sra_s3_q11_o4,sra_s3_q13,LEADS_TO,Q13,DTOP-OLD
sra_s3_q12_o1,sra_s3_q13,LEADS_TO,Q13,DTOP-OLD
sra_s3_q12_o2,sra_s3_q13,LEADS_TO,Q13,DTOP-OLD
sra_s3_q12_o3,sra_s3_q13,LEADS_TO,Q13,DTOP-OLD
sra_s3_q13_o1,sra_s3_q14,LEADS_TO,Q14,DTOP-OLD
sra_s3_q13_o2,sra_s3_q14,LEADS_TO,Q14,DTOP-OLD
sra_s3_q13_o3,sra_s3_q14,LEADS_TO,Q14,DTOP-OLD
sra_s3_q13_o4,sra_s3_q14,LEADS_TO,Q14,DTOP-OLD
sra_s3_q14_o1,sra_s3_q15,LEADS_TO,Q15,DTOP-OLD
sra_s3_q14_o2,sra_s3_q15,LEADS_TO,Q15,DTOP-OLD
sra_s3_q14_o3,sra_s3_q15,LEADS_TO,Q15,DTOP-OLD
sra_s3_q14_o4,sra_s3_q15,LEADS_TO,Q15,DTOP-OLD
sra_s3_q15_o1,sra_s3_q16,LEADS_TO,Q16,DTOP-OLD
sra_s3_q15_o2,sra_s3_q16,LEADS_TO,Q16,DTOP-OLD
sra_s3_q15_o3,sra_s3_q16,LEADS_TO,Q16,DTOP-OLD
sra_s3_q15_o4,sra_s3_q16,LEADS_TO,Q16,DTOP-OLD
sra_s3_q15_o5,sra_s3_q16,LEADS_TO,Q16,DTOP-OLD
sra_s3_q16_o1,sra_s3_q17,LEADS_TO,Q17,DTOP-OLD
sra_s3_q16_o2,sra_s3_q18,LEADS_TO,Q18,DTOP-OLD
sra_s3_q16_o3,sra_s3_q18,LEADS_TO,Q18,DTOP-OLD
sra_s3_q17_o1,sra_s3_q18,LEADS_TO,Q18,DTOP-OLD
sra_s3_q17_o2,sra_s3_q18,LEADS_TO,Q18,DTOP-OLD
sra_s3_q17_o3,sra_s3_q18,LEADS_TO,Q18,DTOP-OLD
sra_s3_q18_o1,sra_s3_q19,LEADS_TO,Q19,DTOP-OLD
sra_s4_q1_o1,sra_s4_q2,LEADS_TO,Q2,DTOP-OLD
sra_s4_q1_o2,sra_s4_q3,LEADS_TO,Q3,DTOP-OLD
sra_s4_q1_o3,sra_s4_q3,LEADS_TO,Q3,DTOP-OLD
sra_s4_q1_o4,sra_s4_q2,LEADS_TO,Q2,DTOP-OLD
sra_s4_q2_o1,sra_s4_q3,LEADS_TO,Q3,DTOP-OLD
