source_id,target_id,rel_type,statement_id,source_document
stmt_cri_pr_ps_02_01,stmt_mat_xdr_009,ALSO_IN,PR.PS-02.01,DTOP-OLD
stmt_cri_pr_ps_02_01,stmt_mat_hris_008,ALSO_IN,PR.PS-02.01,DTOP-OLD
stmt_cri_pr_ps_02_01,stmt_mat_csp_007,ALSO_IN,PR.PS-02.01,DTOP-OLD
stmt_cri_pr_ps_02_02,stmt_mat_idp_008,ALSO_IN,PR.PS-02.02,DTOP-OLD
stmt_cri_pr_ps_02_02,stmt_mat_xdr_010,ALSO_IN,PR.PS-02.02,DTOP-OLD
stmt_cri_pr_ps_02_02,stmt_mat_hris_009,ALSO_IN,PR.PS-02.02,DTOP-OLD
stmt_cri_pr_ps_02_02,stmt_mat_csp_008,ALSO_IN,PR.PS-02.02,DTOP-OLD
stmt_cri_pr_ps_06_01,stmt_mat_idp_009,ALSO_IN,PR.PS-06.01,DTOP-OLD
stmt_cri_pr_ps_06_01,stmt_mat_xdr_011,ALSO_IN,PR.PS-06.01,DTOP-OLD
stmt_cri_pr_ps_06_01,stmt_mat_hris_010,ALSO_IN,PR.PS-06.01,DTOP-OLD
stmt_cri_pr_ps_06_01,stmt_mat_csp_009,ALSO_IN,PR.PS-06.01,DTOP-OLD
stmt_cri_pr_ps_06_02,stmt_mat_idp_010,ALSO_IN,PR.PS-06.02,DTOP-OLD
stmt_cri_pr_ps_06_02,stmt_mat_xdr_012,ALSO_IN,PR.PS-06.02,DTOP-OLD
stmt_cri_pr_ps_06_02,stmt_mat_hris_011,ALSO_IN,PR.PS-06.02,DTOP-OLD
stmt_cri_pr_ps_06_02,stmt_mat_csp_010,ALSO_IN,PR.PS-06.02,DTOP-OLD
stmt_cri_pr_ps_06_03,stmt_mat_idp_011,ALSO_IN,PR.PS-06.03,DTOP-OLD
stmt_cri_pr_ps_06_03,stmt_mat_xdr_013,ALSO_IN,PR.PS-06.03,DTOP-OLD
stmt_cri_pr_ps_06_03,stmt_mat_hris_012,ALSO_IN,PR.PS-06.03,DTOP-OLD
stmt_cri_pr_ps_06_03,stmt_mat_csp_011,ALSO_IN,PR.PS-06.03,DTOP-OLD
stmt_cri_pr_ps_06_04,stmt_mat_idp_012,ALSO_IN,PR.PS-06.04,DTOP-OLD
stmt_cri_pr_ps_06_04,stmt_mat_xdr_014,ALSO_IN,PR.PS-06.04,DTOP-OLD
stmt_cri_pr_ps_06_04,stmt_mat_hris_013,ALSO_IN,PR.PS-06.04,DTOP-OLD
stmt_cri_pr_ps_06_04,stmt_mat_csp_012,ALSO_IN,PR.PS-06.04,DTOP-OLD
stmt_cri_pr_ps_06_05,stmt_mat_idp_013,ALSO_IN,PR.PS-06.05,DTOP-OLD
stmt_cri_pr_ps_06_05,stmt_mat_xdr_015,ALSO_IN,PR.PS-06.05,DTOP-OLD
stmt_cri_pr_ps_06_05,stmt_mat_hris_014,ALSO_IN,PR.PS-06.05,DTOP-OLD
stmt_cri_pr_ps_06_05,stmt_mat_csp_013,ALSO_IN,PR.PS-06.05,DTOP-OLD
stmt_cri_pr_ps_06_06,stmt_mat_idp_014,ALSO_IN,PR.PS-06.06,DTOP-OLD
stmt_cri_pr_ps_06_06,stmt_mat_xdr_016,ALSO_IN,PR.PS-06.06,DTOP-OLD
stmt_cri_pr_ps_06_06,stmt_mat_hris_015,ALSO_IN,PR.PS-06.06,DTOP-OLD
stmt_cri_pr_ps_06_06,stmt_mat_csp_014,ALSO_IN,PR.PS-06.06,DTOP-OLD
stmt_cri_pr_ps_06_10,stmt_mat_idp_015,ALSO_IN,PR.PS-06.10,DTOP-OLD
stmt_cri_pr_ps_06_10,stmt_mat_xdr_020,ALSO_IN,PR.PS-06.10,DTOP-OLD
stmt_cri_pr_ps_06_10,stmt_mat_hris_022,ALSO_IN,PR.PS-06.10,DTOP-OLD
stmt_cri_pr_ps_06_10,stmt_mat_csp_015,ALSO_IN,PR.PS-06.10,DTOP-OLD
stmt_cri_pr_ir_01_01,stmt_mat_idp_016,ALSO_IN,PR.IR-01.01,DTOP-OLD
stmt_cri_pr_ir_01_01,stmt_mat_xdr_021,ALSO_IN,PR.IR-01.01,DTOP-OLD
stmt_cri_pr_ir_01_01,stmt_mat_hris_023,ALSO_IN,PR.IR-01.01,DTOP-OLD
stmt_cri_pr_ir_01_01,stmt_mat_csp_016,ALSO_IN,PR.IR-01.01,DTOP-OLD
stmt_cri_pr_ir_01_02,stmt_mat_idp_017,ALSO_IN,PR.IR-01.02,DTOP-OLD
stmt_cri_pr_ir_01_02,stmt_mat_xdr_022,ALSO_IN,PR.IR-01.02,DTOP-OLD
stmt_cri_pr_ir_01_02,stmt_mat_hris_024,ALSO_IN,PR.IR-01.02,DTOP-OLD
stmt_cri_pr_ir_01_02,stmt_mat_csp_017,ALSO_IN,PR.IR-01.02,DTOP-OLD
stmt_cri_pr_ir_01_04,stmt_mat_idp_018,ALSO_IN,PR.IR-01.04,DTOP-OLD
stmt_cri_pr_ir_01_04,stmt_mat_xdr_023,ALSO_IN,PR.IR-01.04,DTOP-OLD
stmt_cri_pr_ir_01_04,stmt_mat_hris_025,ALSO_IN,PR.IR-01.04,DTOP-OLD
stmt_cri_pr_ir_01_04,stmt_mat_csp_018,ALSO_IN,PR.IR-01.04,DTOP-OLD
stmt_cri_pr_ir_01_06,stmt_mat_idp_019,ALSO_IN,PR.IR-01.06,DTOP-OLD
stmt_cri_pr_ir_01_06,stmt_mat_xdr_024,ALSO_IN,PR.IR-01.06,DTOP-OLD
stmt_cri_pr_ir_01_06,stmt_mat_hris_026,ALSO_IN,PR.IR-01.06,DTOP-OLD
stmt_cri_pr_ir_01_06,stmt_mat_csp_019,ALSO_IN,PR.IR-01.06,DTOP-OLD
stmt_cri_pr_ir_03_01,stmt_mat_idp_020,ALSO_IN,PR.IR-03.01,DTOP-OLD
stmt_cri_pr_ir_03_01,stmt_mat_xdr_025,ALSO_IN,PR.IR-03.01,DTOP-OLD
stmt_cri_pr_ir_03_01,stmt_mat_hris_027,ALSO_IN,PR.IR-03.01,DTOP-OLD
stmt_cri_pr_ir_03_01,stmt_mat_csp_020,ALSO_IN,PR.IR-03.01,DTOP-OLD
stmt_cri_pr_ir_04_01,stmt_mat_idp_021,ALSO_IN,PR.IR-04.01,DTOP-OLD
stmt_cri_pr_ir_04_01,stmt_mat_xdr_026,ALSO_IN,PR.IR-04.01,DTOP-OLD
stmt_cri_pr_ir_04_01,stmt_mat_hris_028,ALSO_IN,PR.IR-04.01,DTOP-OLD
stmt_cri_pr_ir_04_01,stmt_mat_csp_021,ALSO_IN,PR.IR-04.01,DTOP-OLD
stmt_cri_rc_rp_02_02,stmt_mat_csp_022,ALSO_IN,RC.RP-02.02,DTOP-OLD
stmt_cri_pr_aa_06_01,stmt_mat_idp_022,ALSO_IN,PR.AA-06.01,DTOP-OLD
stmt_cri_pr_aa_06_01,stmt_mat_xdr_039,ALSO_IN,PR.AA-06.01,DTOP-OLD
stmt_cri_pr_aa_06_01,stmt_mat_hris_035,ALSO_IN,PR.AA-06.01,DTOP-OLD
stmt_cri_pr_aa_06_01,stmt_mat_csp_023,ALSO_IN,PR.AA-06.01,DTOP-OLD
stmt_cri_pr_ds_11_01,stmt_mat_idp_023,ALSO_IN,PR.DS-11.01,DTOP-OLD
stmt_cri_pr_ds_11_01,stmt_mat_xdr_040,ALSO_IN,PR.DS-11.01,DTOP-OLD
stmt_cri_pr_ds_11_01,stmt_mat_hris_036,ALSO_IN,PR.DS-11.01,DTOP-OLD
stmt_cri_pr_ds_11_01,stmt_mat_csp_024,ALSO_IN,PR.DS-11.01,DTOP-OLD
stmt_cri_pr_ps_02_03,stmt_mat_idp_024,ALSO_IN,PR.PS-02.03,DTOP-OLD
stmt_cri_pr_ps_02_03,stmt_mat_xdr_041,ALSO_IN,PR.PS-02.03,DTOP-OLD
stmt_cri_pr_ps_02_03,stmt_mat_hris_037,ALSO_IN,PR.PS-02.03,DTOP-OLD
stmt_cri_pr_ps_02_03,stmt_mat_csp_025,ALSO_IN,PR.PS-02.03,DTOP-OLD
stmt_cri_rc_rp_05_01,stmt_mat_csp_026,ALSO_IN,RC.RP-05.01,DTOP-OLD
stmt_cri_rc_rp_05_02,stmt_mat_csp_027,ALSO_IN,RC.RP-05.02,DTOP-OLD
stmt_cri_pr_aa_01_01,stmt_mat_idp_025,ALSO_IN,PR.AA-01.01,DTOP-OLD
stmt_cri_pr_aa_01_01,stmt_mat_xdr_043,ALSO_IN,PR.AA-01.01,DTOP-OLD
stmt_cri_pr_aa_01_01,stmt_mat_hris_048,ALSO_IN,PR.AA-01.01,DTOP-OLD
stmt_cri_pr_aa_01_01,stmt_mat_csp_028,ALSO_IN,PR.AA-01.01,DTOP-OLD
stmt_cri_pr_aa_02_01,stmt_mat_idp_026,ALSO_IN,PR.AA-02.01,DTOP-OLD
stmt_cri_pr_aa_02_01,stmt_mat_xdr_044,ALSO_IN,PR.AA-02.01,DTOP-OLD
stmt_cri_pr_aa_02_01,stmt_mat_hris_049,ALSO_IN,PR.AA-02.01,DTOP-OLD
stmt_cri_pr_aa_02_01,stmt_mat_csp_029,ALSO_IN,PR.AA-02.01,DTOP-OLD
stmt_cri_pr_aa_03_01,stmt_mat_idp_027,ALSO_IN,PR.AA-03.01,DTOP-OLD
stmt_cri_pr_aa_03_01,stmt_mat_xdr_045,ALSO_IN,PR.AA-03.01,DTOP-OLD
stmt_cri_pr_aa_03_01,stmt_mat_hris_050,ALSO_IN,PR.AA-03.01,DTOP-OLD
stmt_cri_pr_aa_03_01,stmt_mat_csp_030,ALSO_IN,PR.AA-03.01,DTOP-OLD
stmt_cri_pr_aa_03_02,stmt_mat_idp_028,ALSO_IN,PR.AA-03.02,DTOP-OLD
stmt_cri_pr_aa_03_02,stmt_mat_idp_075,ALSO_IN,PR.AA-03.02,DTOP-OLD
stmt_cri_pr_aa_03_02,stmt_mat_xdr_046,ALSO_IN,PR.AA-03.02,DTOP-OLD
stmt_cri_pr_aa_03_02,stmt_mat_xdr_140,ALSO_IN,PR.AA-03.02,DTOP-OLD
stmt_cri_pr_aa_03_02,stmt_mat_hris_051,ALSO_IN,PR.AA-03.02,DTOP-OLD
stmt_cri_pr_aa_03_02,stmt_mat_hris_172,ALSO_IN,PR.AA-03.02,DTOP-OLD
stmt_cri_pr_aa_03_02,stmt_mat_csp_031,ALSO_IN,PR.AA-03.02,DTOP-OLD
stmt_cri_pr_aa_03_02,stmt_mat_csp_086,ALSO_IN,PR.AA-03.02,DTOP-OLD
stmt_cri_pr_aa_03_03,stmt_mat_idp_029,ALSO_IN,PR.AA-03.03,DTOP-OLD
stmt_cri_pr_aa_03_03,stmt_mat_xdr_047,ALSO_IN,PR.AA-03.03,DTOP-OLD
stmt_cri_pr_aa_03_03,stmt_mat_hris_052,ALSO_IN,PR.AA-03.03,DTOP-OLD
stmt_cri_pr_aa_03_03,stmt_mat_csp_032,ALSO_IN,PR.AA-03.03,DTOP-OLD
stmt_cri_pr_aa_04_01,stmt_mat_idp_030,ALSO_IN,PR.AA-04.01,DTOP-OLD
stmt_cri_pr_aa_04_01,stmt_mat_xdr_048,ALSO_IN,PR.AA-04.01,DTOP-OLD
stmt_cri_pr_aa_04_01,stmt_mat_hris_053,ALSO_IN,PR.AA-04.01,DTOP-OLD
stmt_cri_pr_aa_04_01,stmt_mat_csp_033,ALSO_IN,PR.AA-04.01,DTOP-OLD
stmt_cri_pr_ds_01_01,stmt_mat_idp_031,ALSO_IN,PR.DS-01.01,DTOP-OLD
stmt_cri_pr_ds_01_01,stmt_mat_xdr_049,ALSO_IN,PR.DS-01.01,DTOP-OLD
stmt_cri_pr_ds_01_01,stmt_mat_hris_054,ALSO_IN,PR.DS-01.01,DTOP-OLD
stmt_cri_pr_ds_01_01,stmt_mat_csp_034,ALSO_IN,PR.DS-01.01,DTOP-OLD
stmt_cri_pr_ds_01_02,stmt_mat_idp_032,ALSO_IN,PR.DS-01.02,DTOP-OLD
stmt_cri_pr_ds_01_02,stmt_mat_xdr_050,ALSO_IN,PR.DS-01.02,DTOP-OLD
stmt_cri_pr_ds_01_02,stmt_mat_hris_055,ALSO_IN,PR.DS-01.02,DTOP-OLD
stmt_cri_pr_ds_01_02,stmt_mat_csp_035,ALSO_IN,PR.DS-01.02,DTOP-OLD
stmt_cri_pr_ds_02_01,stmt_mat_idp_033,ALSO_IN,PR.DS-02.01,DTOP-OLD
stmt_cri_pr_ds_02_01,stmt_mat_xdr_051,ALSO_IN,PR.DS-02.01,DTOP-OLD
stmt_cri_pr_ds_02_01,stmt_mat_hris_056,ALSO_IN,PR.DS-02.01,DTOP-OLD
stmt_cri_pr_ds_02_01,stmt_mat_csp_036,ALSO_IN,PR.DS-02.01,DTOP-OLD
stmt_cri_pr_ds_10_01,stmt_mat_idp_034,ALSO_IN,PR.DS-10.01,DTOP-OLD
stmt_cri_pr_ds_10_01,stmt_mat_xdr_052,ALSO_IN,PR.DS-10.01,DTOP-OLD
stmt_cri_pr_ds_10_01,stmt_mat_hris_057,ALSO_IN,PR.DS-10.01,DTOP-OLD
stmt_cri_pr_ds_10_01,stmt_mat_csp_037,ALSO_IN,PR.DS-10.01,DTOP-OLD
stmt_cri_pr_ps_01_04,stmt_mat_idp_035,ALSO_IN,PR.PS-01.04,DTOP-OLD
stmt_cri_pr_ps_01_04,stmt_mat_xdr_053,ALSO_IN,PR.PS-01.04,DTOP-OLD
stmt_cri_pr_ps_01_04,stmt_mat_hris_058,ALSO_IN,PR.PS-01.04,DTOP-OLD
stmt_cri_pr_ps_01_04,stmt_mat_csp_038,ALSO_IN,PR.PS-01.04,DTOP-OLD
stmt_cri_pr_ps_03_01,stmt_mat_idp_036,ALSO_IN,PR.PS-03.01,DTOP-OLD
stmt_cri_pr_ps_03_01,stmt_mat_xdr_054,ALSO_IN,PR.PS-03.01,DTOP-OLD
stmt_cri_pr_ps_03_01,stmt_mat_hris_059,ALSO_IN,PR.PS-03.01,DTOP-OLD
stmt_cri_pr_ps_03_01,stmt_mat_csp_039,ALSO_IN,PR.PS-03.01,DTOP-OLD
stmt_cri_pr_ir_01_05,stmt_mat_idp_037,ALSO_IN,PR.IR-01.05,DTOP-OLD
stmt_cri_pr_ir_01_05,stmt_mat_xdr_055,ALSO_IN,PR.IR-01.05,DTOP-OLD
stmt_cri_pr_ir_01_05,stmt_mat_hris_060,ALSO_IN,PR.IR-01.05,DTOP-OLD
stmt_cri_pr_ir_01_05,stmt_mat_csp_040,ALSO_IN,PR.IR-01.05,DTOP-OLD
stmt_cri_pr_aa_01_02,stmt_mat_idp_038,ALSO_IN,PR.AA-01.02,DTOP-OLD
stmt_cri_pr_aa_01_02,stmt_mat_xdr_056,ALSO_IN,PR.AA-01.02,DTOP-OLD
stmt_cri_pr_aa_01_02,stmt_mat_hris_061,ALSO_IN,PR.AA-01.02,DTOP-OLD
stmt_cri_pr_aa_01_02,stmt_mat_csp_041,ALSO_IN,PR.AA-01.02,DTOP-OLD
stmt_cri_pr_aa_05_01,stmt_mat_idp_039,ALSO_IN,PR.AA-05.01,DTOP-OLD
stmt_cri_pr_aa_05_01,stmt_mat_xdr_057,ALSO_IN,PR.AA-05.01,DTOP-OLD
stmt_cri_pr_aa_05_01,stmt_mat_hris_062,ALSO_IN,PR.AA-05.01,DTOP-OLD
stmt_cri_pr_aa_05_01,stmt_mat_csp_042,ALSO_IN,PR.AA-05.01,DTOP-OLD
stmt_cri_pr_ps_01_02,stmt_mat_idp_040,ALSO_IN,PR.PS-01.02,DTOP-OLD
stmt_cri_pr_ps_01_02,stmt_mat_xdr_058,ALSO_IN,PR.PS-01.02,DTOP-OLD
stmt_cri_pr_ps_01_02,stmt_mat_hris_063,ALSO_IN,PR.PS-01.02,DTOP-OLD
stmt_cri_pr_ps_01_02,stmt_mat_csp_043,ALSO_IN,PR.PS-01.02,DTOP-OLD
stmt_cri_rc_co_03_01,stmt_mat_csp_044,ALSO_IN,RC.CO-03.01,DTOP-OLD
stmt_cri_pr_ps_06_09,stmt_mat_idp_041,ALSO_IN,PR.PS-06.09,DTOP-OLD
stmt_cri_pr_ps_06_09,stmt_mat_xdr_062,ALSO_IN,PR.PS-06.09,DTOP-OLD
stmt_cri_pr_ps_06_09,stmt_mat_hris_091,ALSO_IN,PR.PS-06.09,DTOP-OLD
stmt_cri_pr_ps_06_09,stmt_mat_csp_045,ALSO_IN,PR.PS-06.09,DTOP-OLD
stmt_cri_pr_at_01_02,stmt_mat_idp_042,ALSO_IN,PR.AT-01.02,DTOP-OLD
stmt_cri_pr_at_01_02,stmt_mat_xdr_066,ALSO_IN,PR.AT-01.02,DTOP-OLD
stmt_cri_pr_at_01_02,stmt_mat_hris_098,ALSO_IN,PR.AT-01.02,DTOP-OLD
stmt_cri_pr_at_01_02,stmt_mat_csp_046,ALSO_IN,PR.AT-01.02,DTOP-OLD
stmt_cri_pr_at_01_03,stmt_mat_idp_043,ALSO_IN,PR.AT-01.03,DTOP-OLD
stmt_cri_pr_at_01_03,stmt_mat_xdr_067,ALSO_IN,PR.AT-01.03,DTOP-OLD
stmt_cri_pr_at_01_03,stmt_mat_hris_099,ALSO_IN,PR.AT-01.03,DTOP-OLD
stmt_cri_pr_at_01_03,stmt_mat_csp_047,ALSO_IN,PR.AT-01.03,DTOP-OLD
stmt_cri_pr_ps_01_05,stmt_mat_idp_044,ALSO_IN,PR.PS-01.05,DTOP-OLD
stmt_cri_pr_ps_01_05,stmt_mat_xdr_068,ALSO_IN,PR.PS-01.05,DTOP-OLD
stmt_cri_pr_ps_01_05,stmt_mat_hris_100,ALSO_IN,PR.PS-01.05,DTOP-OLD
stmt_cri_pr_ps_01_05,stmt_mat_csp_048,ALSO_IN,PR.PS-01.05,DTOP-OLD
stmt_cri_pr_ir_02_01,stmt_mat_idp_045,ALSO_IN,PR.IR-02.01,DTOP-OLD
stmt_cri_pr_ir_02_01,stmt_mat_xdr_077,ALSO_IN,PR.IR-02.01,DTOP-OLD
stmt_cri_pr_ir_02_01,stmt_mat_hris_105,ALSO_IN,PR.IR-02.01,DTOP-OLD
stmt_cri_pr_ir_02_01,stmt_mat_csp_049,ALSO_IN,PR.IR-02.01,DTOP-OLD
stmt_cri_pr_ir_04_02,stmt_mat_idp_046,ALSO_IN,PR.IR-04.02,DTOP-OLD
stmt_cri_pr_ir_04_02,stmt_mat_xdr_078,ALSO_IN,PR.IR-04.02,DTOP-OLD
stmt_cri_pr_ir_04_02,stmt_mat_hris_106,ALSO_IN,PR.IR-04.02,DTOP-OLD
stmt_cri_pr_ir_04_02,stmt_mat_csp_050,ALSO_IN,PR.IR-04.02,DTOP-OLD
stmt_cri_rc_rp_02_01,stmt_mat_csp_051,ALSO_IN,RC.RP-02.01,DTOP-OLD
stmt_cri_pr_ps_01_07,stmt_mat_idp_047,ALSO_IN,PR.PS-01.07,DTOP-OLD
stmt_cri_pr_ps_01_07,stmt_mat_xdr_079,ALSO_IN,PR.PS-01.07,DTOP-OLD
stmt_cri_pr_ps_01_07,stmt_mat_hris_107,ALSO_IN,PR.PS-01.07,DTOP-OLD
stmt_cri_pr_ps_01_07,stmt_mat_csp_052,ALSO_IN,PR.PS-01.07,DTOP-OLD
stmt_cri_rc_rp_01_01,stmt_mat_csp_053,ALSO_IN,RC.RP-01.01,DTOP-OLD
stmt_cri_rc_rp_03_01,stmt_mat_csp_054,ALSO_IN,RC.RP-03.01,DTOP-OLD
stmt_cri_rc_rp_04_01,stmt_mat_csp_055,ALSO_IN,RC.RP-04.01,DTOP-OLD
stmt_cri_pr_ps_01_06,stmt_mat_idp_048,ALSO_IN,PR.PS-01.06,DTOP-OLD
stmt_cri_pr_ps_01_06,stmt_mat_xdr_080,ALSO_IN,PR.PS-01.06,DTOP-OLD
stmt_cri_pr_ps_01_06,stmt_mat_hris_108,ALSO_IN,PR.PS-01.06,DTOP-OLD
stmt_cri_pr_ps_01_06,stmt_mat_csp_056,ALSO_IN,PR.PS-01.06,DTOP-OLD
stmt_cri_pr_ds_01_03,stmt_mat_idp_049,ALSO_IN,PR.DS-01.03,DTOP-OLD
stmt_cri_pr_ds_01_03,stmt_mat_xdr_082,ALSO_IN,PR.DS-01.03,DTOP-OLD
stmt_cri_pr_ds_01_03,stmt_mat_hris_110,ALSO_IN,PR.DS-01.03,DTOP-OLD
stmt_cri_pr_ds_01_03,stmt_mat_csp_057,ALSO_IN,PR.DS-01.03,DTOP-OLD
stmt_cri_pr_aa_06_02,stmt_mat_idp_050,ALSO_IN,PR.AA-06.02,DTOP-OLD
stmt_cri_pr_aa_06_02,stmt_mat_xdr_083,ALSO_IN,PR.AA-06.02,DTOP-OLD
stmt_cri_pr_aa_06_02,stmt_mat_hris_111,ALSO_IN,PR.AA-06.02,DTOP-OLD
stmt_cri_pr_aa_06_02,stmt_mat_csp_058,ALSO_IN,PR.AA-06.02,DTOP-OLD
stmt_cri_pr_ps_04_03,stmt_mat_idp_051,ALSO_IN,PR.PS-04.03,DTOP-OLD
stmt_cri_pr_ps_04_03,stmt_mat_xdr_084,ALSO_IN,PR.PS-04.03,DTOP-OLD
stmt_cri_pr_ps_04_03,stmt_mat_hris_112,ALSO_IN,PR.PS-04.03,DTOP-OLD
stmt_cri_pr_ps_04_03,stmt_mat_csp_059,ALSO_IN,PR.PS-04.03,DTOP-OLD
stmt_cri_pr_ps_04_01,stmt_mat_idp_052,ALSO_IN,PR.PS-04.01,DTOP-OLD
stmt_cri_pr_ps_04_01,stmt_mat_xdr_085,ALSO_IN,PR.PS-04.01,DTOP-OLD
stmt_cri_pr_ps_04_01,stmt_mat_hris_113,ALSO_IN,PR.PS-04.01,DTOP-OLD
stmt_cri_pr_ps_04_01,stmt_mat_csp_060,ALSO_IN,PR.PS-04.01,DTOP-OLD
stmt_cri_pr_at_02_03,stmt_mat_idp_053,ALSO_IN,PR.AT-02.03,DTOP-OLD
stmt_cri_pr_at_02_03,stmt_mat_xdr_090,ALSO_IN,PR.AT-02.03,DTOP-OLD
stmt_cri_pr_at_02_03,stmt_mat_hris_116,ALSO_IN,PR.AT-02.03,DTOP-OLD
stmt_cri_pr_at_02_03,stmt_mat_csp_061,ALSO_IN,PR.AT-02.03,DTOP-OLD
stmt_cri_rc_co_03_02,stmt_mat_csp_062,ALSO_IN,RC.CO-03.02,DTOP-OLD
stmt_cri_rc_co_04_01,stmt_mat_csp_063,ALSO_IN,RC.CO-04.01,DTOP-OLD
stmt_cri_pr_at_01_04,stmt_mat_idp_054,ALSO_IN,PR.AT-01.04,DTOP-OLD
stmt_cri_pr_at_01_04,stmt_mat_xdr_093,ALSO_IN,PR.AT-01.04,DTOP-OLD
stmt_cri_pr_at_01_04,stmt_mat_hris_119,ALSO_IN,PR.AT-01.04,DTOP-OLD
stmt_cri_pr_at_01_04,stmt_mat_csp_064,ALSO_IN,PR.AT-01.04,DTOP-OLD
stmt_cri_pr_ir_01_07,stmt_mat_idp_055,ALSO_IN,PR.IR-01.07,DTOP-OLD
stmt_cri_pr_ir_01_07,stmt_mat_xdr_094,ALSO_IN,PR.IR-01.07,DTOP-OLD
stmt_cri_pr_ir_01_07,stmt_mat_hris_120,ALSO_IN,PR.IR-01.07,DTOP-OLD
stmt_cri_pr_ir_01_07,stmt_mat_csp_065,ALSO_IN,PR.IR-01.07,DTOP-OLD
stmt_cri_pr_ir_01_08,stmt_mat_idp_056,ALSO_IN,PR.IR-01.08,DTOP-OLD
stmt_cri_pr_ir_01_08,stmt_mat_xdr_095,ALSO_IN,PR.IR-01.08,DTOP-OLD
stmt_cri_pr_ir_01_08,stmt_mat_hris_122,ALSO_IN,PR.IR-01.08,DTOP-OLD
stmt_cri_pr_ir_01_08,stmt_mat_csp_066,ALSO_IN,PR.IR-01.08,DTOP-OLD
stmt_cri_pr_ps_05_01,stmt_mat_idp_057,ALSO_IN,PR.PS-05.01,DTOP-OLD
stmt_cri_pr_ps_05_01,stmt_mat_xdr_096,ALSO_IN,PR.PS-05.01,DTOP-OLD
stmt_cri_pr_ps_05_01,stmt_mat_hris_123,ALSO_IN,PR.PS-05.01,DTOP-OLD
stmt_cri_pr_ps_05_01,stmt_mat_csp_067,ALSO_IN,PR.PS-05.01,DTOP-OLD
stmt_cri_pr_ps_05_02,stmt_mat_idp_058,ALSO_IN,PR.PS-05.02,DTOP-OLD
stmt_cri_pr_ps_05_02,stmt_mat_xdr_097,ALSO_IN,PR.PS-05.02,DTOP-OLD
stmt_cri_pr_ps_05_02,stmt_mat_hris_124,ALSO_IN,PR.PS-05.02,DTOP-OLD
stmt_cri_pr_ps_05_02,stmt_mat_csp_068,ALSO_IN,PR.PS-05.02,DTOP-OLD
stmt_cri_pr_ps_05_03,stmt_mat_idp_059,ALSO_IN,PR.PS-05.03,DTOP-OLD
stmt_cri_pr_ps_05_03,stmt_mat_xdr_098,ALSO_IN,PR.PS-05.03,DTOP-OLD
