start_id,end_id,relationship_type
HITRUST-09.m,HITRUST-09.m-OBJ,HAS_OBJECTIVE
HITRUST-09.n,HITRUST-09.n-OBJ,HAS_OBJECTIVE
HITRUST-09.o,HITRUST-09.o-OBJ,HAS_OBJECTIVE
HITRUST-09.p,HITRUST-09.p-OBJ,HAS_OBJECTIVE
HITRUST-09.q,HITRUST-09.q-OBJ,HAS_OBJECTIVE
HITRUST-09.r,HITRUST-09.r-OBJ,HAS_OBJECTIVE
HITRUST-09.s,HITRUST-09.s-OBJ,HAS_OBJECTIVE
HITRUST-09.t,HITRUST-09.t-OBJ,HAS_OBJECTIVE
HITRUST-09.u,HITRUST-09.u-OBJ,HAS_OBJECTIVE
HITRUST-09.v,HITRUST-09.v-OBJ,HAS_OBJECTIVE
HITRUST-09.w,HITRUST-09.w-OBJ,HAS_OBJECTIVE
HITRUST-09.x,HITRUST-09.x-OBJ,HAS_OBJECTIVE
HITRUST-09.y,HITRUST-09.y-OBJ,HAS_OBJECTIVE
HITRUST-09.z,HITRUST-09.z-OBJ,HAS_OBJECTIVE
HITRUST-09.aa,HITRUST-09.aa-OBJ,HAS_OBJECTIVE
HITRUST-09.ab,HITRUST-09.ab-OBJ,HAS_OBJECTIVE
HITRUST-09.ac,HITRUST-09.ac-OBJ,HAS_OBJECTIVE
HITRUST-09.ad,HITRUST-09.ad-OBJ,HAS_OBJECTIVE
HITRUST-09.ae,HITRUST-09.ae-OBJ,HAS_OBJECTIVE
HITRUST-09.af,HITRUST-09.af-OBJ,HAS_OBJECTIVE
HITRUST-10.a,HITRUST-10.a-OBJ,HAS_OBJECTIVE
HITRUST-10.b,HITRUST-10.b-OBJ,HAS_OBJECTIVE
HITRUST-10.c,HITRUST-10.c-OBJ,HAS_OBJECTIVE
HITRUST-10.d,HITRUST-10.d-OBJ,HAS_OBJECTIVE
HITRUST-10.e,HITRUST-10.e-OBJ,HAS_OBJECTIVE
HITRUST-10.f,HITRUST-10.f-OBJ,HAS_OBJECTIVE
HITRUST-10.g,HITRUST-10.g-OBJ,HAS_OBJECTIVE
HITRUST-10.h,HITRUST-10.h-OBJ,HAS_OBJECTIVE
HITRUST-10.i,HITRUST-10.i-OBJ,HAS_OBJECTIVE
HITRUST-10.j,HITRUST-10.j-OBJ,HAS_OBJECTIVE
HITRUST-10.k,HITRUST-10.k-OBJ,HAS_OBJECTIVE
HITRUST-10.l,HITRUST-10.l-OBJ,HAS_OBJECTIVE
HITRUST-10.m,HITRUST-10.m-OBJ,HAS_OBJECTIVE
HITRUST-11.a,HITRUST-11.a-OBJ,HAS_OBJECTIVE
HITRUST-11.b,HITRUST-11.b-OBJ,HAS_OBJECTIVE
HITRUST-11.c,HITRUST-11.c-OBJ,HAS_OBJECTIVE
HITRUST-11.d,HITRUST-11.d-OBJ,HAS_OBJECTIVE
HITRUST-11.e,HITRUST-11.e-OBJ,HAS_OBJECTIVE
HITRUST-12.a,HITRUST-12.a-OBJ,HAS_OBJECTIVE
HITRUST-12.b,HITRUST-12.b-OBJ,HAS_OBJECTIVE
HITRUST-12.c,HITRUST-12.c-OBJ,HAS_OBJECTIVE
HITRUST-12.d,HITRUST-12.d-OBJ,HAS_OBJECTIVE
HITRUST-12.e,HITRUST-12.e-OBJ,HAS_OBJECTIVE
HITRUST-13.a,HITRUST-13.a-OBJ,HAS_OBJECTIVE
HITRUST-13.b,HITRUST-13.b-OBJ,HAS_OBJECTIVE
HITRUST-13.c,HITRUST-13.c-OBJ,HAS_OBJECTIVE
HITRUST-13.d,HITRUST-13.d-OBJ,HAS_OBJECTIVE
HITRUST-13.e,HITRUST-13.e-OBJ,HAS_OBJECTIVE
HITRUST-13.f,HITRUST-13.f-OBJ,HAS_OBJECTIVE
HITRUST-13.g,HITRUST-13.g-OBJ,HAS_OBJECTIVE
HITRUST-13.h,HITRUST-13.h-OBJ,HAS_OBJECTIVE
HITRUST-13.i,HITRUST-13.i-OBJ,HAS_OBJECTIVE
HITRUST-13.j,HITRUST-13.j-OBJ,HAS_OBJECTIVE
HITRUST-13.k,HITRUST-13.k-OBJ,HAS_OBJECTIVE
HITRUST-13.l,HITRUST-13.l-OBJ,HAS_OBJECTIVE
HITRUST-13.m,HITRUST-13.m-OBJ,HAS_OBJECTIVE
HITRUST-13.n,HITRUST-13.n-OBJ,HAS_OBJECTIVE
HITRUST-13.o,HITRUST-13.o-OBJ,HAS_OBJECTIVE
HITRUST-13.p,HITRUST-13.p-OBJ,HAS_OBJECTIVE
HITRUST-13.q,HITRUST-13.q-OBJ,HAS_OBJECTIVE
HITRUST-13.r,HITRUST-13.r-OBJ,HAS_OBJECTIVE
HITRUST-13.s,HITRUST-13.s-OBJ,HAS_OBJECTIVE
HITRUST-13.t,HITRUST-13.t-OBJ,HAS_OBJECTIVE
HITRUST-13.u,HITRUST-13.u-OBJ,HAS_OBJECTIVE
