source_id,target_id,rel_type,criterion_type
OPS-12,OPS-12.01B,HAS_SUBCRITERION,basic
OPS-13,OPS-13.01B,HAS_SUBCRITERION,basic
OPS-13,OPS-13.02B,HAS_SUBCRITERION,basic
OPS-13,OPS-13.01AC,HAS_SUBCRITERION,additional_complementing
OPS-13,OPS-13.02AC,HAS_SUBCRITERION,additional_complementing
OPS-13,OPS-13.03AC,HAS_SUBCRITERION,additional_complementing
OPS-14,OPS-14.01B,HAS_SUBCRITERION,basic
OPS-14,OPS-14.02B,HAS_SUBCRITERION,basic
OPS-14,OPS-14.03B,HAS_SUBCRITERION,basic
OPS-15,OPS-15.01B,HAS_SUBCRITERION,basic
OPS-15,OPS-15.02B,HAS_SUBCRITERION,basic
OPS-15,OPS-15.03B,HAS_SUBCRITERION,basic
OPS-15,OPS-15.01AC,HAS_SUBCRITERION,additional_complementing
OPS-15,OPS-15.02AC,HAS_SUBCRITERION,additional_complementing
OPS-16,OPS-16.01B,HAS_SUBCRITERION,basic
OPS-16,OPS-16.02B,HAS_SUBCRITERION,basic
OPS-17,OPS-17.01B,HAS_SUBCRITERION,basic
OPS-17,OPS-17.02B,HAS_SUBCRITERION,basic
OPS-17,OPS-17.01AC,HAS_SUBCRITERION,additional_complementing
OPS-17,OPS-17.02AC,HAS_SUBCRITERION,additional_complementing
OPS-18,OPS-18.01B,HAS_SUBCRITERION,basic
OPS-18,OPS-18.02B,HAS_SUBCRITERION,basic
OPS-18,OPS-18.03B,HAS_SUBCRITERION,basic
OPS-18,OPS-18.04B,HAS_SUBCRITERION,basic
OPS-18,OPS-18.05B,HAS_SUBCRITERION,basic
OPS-19,OPS-19.01B,HAS_SUBCRITERION,basic
OPS-20,OPS-20.01B,HAS_SUBCRITERION,basic
OPS-21,OPS-21.01B,HAS_SUBCRITERION,basic
OPS-22,OPS-22.01B,HAS_SUBCRITERION,basic
OPS-22,OPS-22.02B,HAS_SUBCRITERION,basic
OPS-22,OPS-22.03B,HAS_SUBCRITERION,basic
OPS-22,OPS-22.04B,HAS_SUBCRITERION,basic
OPS-22,OPS-22.05B,HAS_SUBCRITERION,basic
OPS-22,OPS-22.06B,HAS_SUBCRITERION,basic
OPS-22,OPS-22.07B,HAS_SUBCRITERION,basic
OPS-22,OPS-22.08B,HAS_SUBCRITERION,basic
OPS-22,OPS-22.01AS,HAS_SUBCRITERION,additional_sharpening
OPS-22,OPS-22.02AS,HAS_SUBCRITERION,additional_sharpening
OPS-22,OPS-22.03AS,HAS_SUBCRITERION,additional_sharpening
OPS-22,OPS-22.01AC,HAS_SUBCRITERION,additional_complementing
OPS-22,OPS-22.02AC,HAS_SUBCRITERION,additional_complementing
OPS-22,OPS-22.03AC,HAS_SUBCRITERION,additional_complementing
OPS-22,OPS-22.04AC,HAS_SUBCRITERION,additional_complementing
OPS-22,OPS-22.05AC,HAS_SUBCRITERION,additional_complementing
OPS-23,OPS-23.01B,HAS_SUBCRITERION,basic
OPS-23,OPS-23.02B,HAS_SUBCRITERION,basic
OPS-24,OPS-24.01B,HAS_SUBCRITERION,basic
OPS-24,OPS-24.02B,HAS_SUBCRITERION,basic
OPS-24,OPS-24.01AC,HAS_SUBCRITERION,additional_complementing
OPS-25,OPS-25.01B,HAS_SUBCRITERION,basic
OPS-25,OPS-25.02B,HAS_SUBCRITERION,basic
OPS-25,OPS-25.03B,HAS_SUBCRITERION,basic
OPS-25,OPS-25.04B,HAS_SUBCRITERION,basic
OPS-25,OPS-25.01AS,HAS_SUBCRITERION,additional_sharpening
OPS-25,OPS-25.02AS,HAS_SUBCRITERION,additional_sharpening
OPS-25,OPS-25.01AC,HAS_SUBCRITERION,additional_complementing
OPS-26,OPS-26.01B,HAS_SUBCRITERION,basic
OPS-26,OPS-26.02B,HAS_SUBCRITERION,basic
OPS-26,OPS-26.03B,HAS_SUBCRITERION,basic
OPS-26,OPS-26.04B,HAS_SUBCRITERION,basic
OPS-26,OPS-26.05B,HAS_SUBCRITERION,basic
OPS-26,OPS-26.06B,HAS_SUBCRITERION,basic
OPS-26,OPS-26.05AS,HAS_SUBCRITERION,additional_sharpening
OPS-27,OPS-27.01B,HAS_SUBCRITERION,basic
OPS-27,OPS-27.02B,HAS_SUBCRITERION,basic
OPS-27,OPS-27.03B,HAS_SUBCRITERION,basic
OPS-27,OPS-27.04B,HAS_SUBCRITERION,basic
OPS-27,OPS-27.03AS,HAS_SUBCRITERION,additional_sharpening
OPS-28,OPS-28.01B,HAS_SUBCRITERION,basic
OPS-29,OPS-29.01B,HAS_SUBCRITERION,basic
OPS-30,OPS-30.01B,HAS_SUBCRITERION,basic
OPS-31,OPS-31.01B,HAS_SUBCRITERION,basic
OPS-31,OPS-31.02B,HAS_SUBCRITERION,basic
OPS-31,OPS-31.03B,HAS_SUBCRITERION,basic
OPS-32,OPS-32.01B,HAS_SUBCRITERION,basic
OPS-32,OPS-32.02B,HAS_SUBCRITERION,basic
OPS-32,OPS-32.03B,HAS_SUBCRITERION,basic
OPS-32,OPS-32.01AC,HAS_SUBCRITERION,additional_complementing
OPS-33,OPS-33.01B,HAS_SUBCRITERION,basic
OPS-33,OPS-33.02B,HAS_SUBCRITERION,basic
OPS-33,OPS-33.03B,HAS_SUBCRITERION,basic
OPS-33,OPS-33.01AC,HAS_SUBCRITERION,additional_complementing
OPS-33,OPS-33.02AC,HAS_SUBCRITERION,additional_complementing
OPS-34,OPS-34.01B,HAS_SUBCRITERION,basic
OPS-34,OPS-34.02B,HAS_SUBCRITERION,basic
OPS-34,OPS-34.01AC,HAS_SUBCRITERION,additional_complementing
OPS-35,OPS-35.01B,HAS_SUBCRITERION,basic
IAM-01,IAM-01.01B,HAS_SUBCRITERION,basic
IAM-01,IAM-01.02B,HAS_SUBCRITERION,basic
IAM-01,IAM-01.03B,HAS_SUBCRITERION,basic
IAM-01,IAM-01.01AC,HAS_SUBCRITERION,additional_complementing
IAM-02,IAM-02.01B,HAS_SUBCRITERION,basic
IAM-02,IAM-02.02B,HAS_SUBCRITERION,basic
IAM-02,IAM-02.03B,HAS_SUBCRITERION,basic
IAM-03,IAM-03.01B,HAS_SUBCRITERION,basic
IAM-03,IAM-03.02B,HAS_SUBCRITERION,basic
IAM-03,IAM-03.03B,HAS_SUBCRITERION,basic
IAM-03,IAM-03.04B,HAS_SUBCRITERION,basic
IAM-03,IAM-03.03AS,HAS_SUBCRITERION,additional_sharpening
IAM-03,IAM-03.01AC,HAS_SUBCRITERION,additional_complementing
IAM-03,IAM-03.02AC,HAS_SUBCRITERION,additional_complementing
IAM-03,IAM-03.03AC,HAS_SUBCRITERION,additional_complementing
IAM-04,IAM-04.01B,HAS_SUBCRITERION,basic
IAM-04,IAM-04.02B,HAS_SUBCRITERION,basic
IAM-04,IAM-04.03B,HAS_SUBCRITERION,basic
IAM-04,IAM-04.04B,HAS_SUBCRITERION,basic
IAM-04,IAM-04.05B,HAS_SUBCRITERION,basic
IAM-05,IAM-05.01B,HAS_SUBCRITERION,basic
IAM-05,IAM-05.02B,HAS_SUBCRITERION,basic
IAM-05,IAM-05.03B,HAS_SUBCRITERION,basic
IAM-05,IAM-05.04B,HAS_SUBCRITERION,basic
IAM-05,IAM-05.05B,HAS_SUBCRITERION,basic
IAM-05,IAM-05.01AC,HAS_SUBCRITERION,additional_complementing
IAM-06,IAM-06.01B,HAS_SUBCRITERION,basic
IAM-06,IAM-06.02B,HAS_SUBCRITERION,basic
IAM-06,IAM-06.03B,HAS_SUBCRITERION,basic
IAM-06,IAM-06.04B,HAS_SUBCRITERION,basic
IAM-06,IAM-06.05B,HAS_SUBCRITERION,basic
IAM-06,IAM-06.06B,HAS_SUBCRITERION,basic
IAM-06,IAM-06.07B,HAS_SUBCRITERION,basic
IAM-06,IAM-06.08B,HAS_SUBCRITERION,basic
IAM-06,IAM-06.09B,HAS_SUBCRITERION,basic
IAM-06,IAM-06.01AC,HAS_SUBCRITERION,additional_complementing
IAM-06,IAM-06.02AC,HAS_SUBCRITERION,additional_complementing
IAM-06,IAM-06.03AC,HAS_SUBCRITERION,additional_complementing
IAM-06,IAM-06.04AC,HAS_SUBCRITERION,additional_complementing
IAM-07,IAM-07.01B,HAS_SUBCRITERION,basic
IAM-07,IAM-07.02B,HAS_SUBCRITERION,basic
IAM-07,IAM-07.03B,HAS_SUBCRITERION,basic
IAM-07,IAM-07.04B,HAS_SUBCRITERION,basic
IAM-07,IAM-07.05B,HAS_SUBCRITERION,basic
IAM-07,IAM-07.06B,HAS_SUBCRITERION,basic
IAM-07,IAM-07.03AS,HAS_SUBCRITERION,additional_sharpening
IAM-07,IAM-07.04AS,HAS_SUBCRITERION,additional_sharpening
IAM-07,IAM-07.06AS,HAS_SUBCRITERION,additional_sharpening
IAM-07,IAM-07.01AC,HAS_SUBCRITERION,additional_complementing
IAM-07,IAM-07.02AC,HAS_SUBCRITERION,additional_complementing
IAM-07,IAM-07.03AC,HAS_SUBCRITERION,additional_complementing
IAM-07,IAM-07.04AC,HAS_SUBCRITERION,additional_complementing
IAM-08,IAM-08.01B,HAS_SUBCRITERION,basic
IAM-08,IAM-08.02B,HAS_SUBCRITERION,basic
IAM-08,IAM-08.03B,HAS_SUBCRITERION,basic
IAM-08,IAM-08.04B,HAS_SUBCRITERION,basic
IAM-08,IAM-08.05B,HAS_SUBCRITERION,basic
IAM-08,IAM-08.06B,HAS_SUBCRITERION,basic
IAM-08,IAM-08.07B,HAS_SUBCRITERION,basic
IAM-08,IAM-08.02AS,HAS_SUBCRITERION,additional_sharpening
IAM-08,IAM-08.03AS,HAS_SUBCRITERION,additional_sharpening
IAM-09,IAM-09.01B,HAS_SUBCRITERION,basic
IAM-09,IAM-09.02B,HAS_SUBCRITERION,basic
IAM-09,IAM-09.03B,HAS_SUBCRITERION,basic
IAM-09,IAM-09.04B,HAS_SUBCRITERION,basic
IAM-09,IAM-09.05B,HAS_SUBCRITERION,basic
IAM-09,IAM-09.06B,HAS_SUBCRITERION,basic
IAM-09,IAM-09.07B,HAS_SUBCRITERION,basic
IAM-09,IAM-09.01AC,HAS_SUBCRITERION,additional_complementing
CRY-01,CRY-01.01B,HAS_SUBCRITERION,basic
CRY-01,CRY-01.02B,HAS_SUBCRITERION,basic
CRY-01,CRY-01.01AC,HAS_SUBCRITERION,additional_complementing
CRY-01,CRY-01.02AC,HAS_SUBCRITERION,additional_complementing
CRY-01,CRY-01.03AC,HAS_SUBCRITERION,additional_complementing
CRY-02,CRY-02.01B,HAS_SUBCRITERION,basic
CRY-02,CRY-02.02B,HAS_SUBCRITERION,basic
CRY-02,CRY-02.03B,HAS_SUBCRITERION,basic
CRY-03,CRY-03.01B,HAS_SUBCRITERION,basic
CRY-03,CRY-03.02B,HAS_SUBCRITERION,basic
CRY-04,CRY-04.01B,HAS_SUBCRITERION,basic
CRY-04,CRY-04.02B,HAS_SUBCRITERION,basic
CRY-04,CRY-04.01AS,HAS_SUBCRITERION,additional_sharpening
CRY-05,CRY-05.01B,HAS_SUBCRITERION,basic
CRY-05,CRY-05.02B,HAS_SUBCRITERION,basic
CRY-05,CRY-05.03B,HAS_SUBCRITERION,basic
CRY-05,CRY-05.04B,HAS_SUBCRITERION,basic
CRY-05,CRY-05.05B,HAS_SUBCRITERION,basic
CRY-05,CRY-05.01AC,HAS_SUBCRITERION,additional_complementing
CRY-06,CRY-06.01B,HAS_SUBCRITERION,basic
CRY-07,CRY-07.01B,HAS_SUBCRITERION,basic
CRY-08,CRY-08.01B,HAS_SUBCRITERION,basic
CRY-09,CRY-09.01B,HAS_SUBCRITERION,basic
CRY-09,CRY-09.02B,HAS_SUBCRITERION,basic
CRY-10,CRY-10.01B,HAS_SUBCRITERION,basic
CRY-10,CRY-10.01AC,HAS_SUBCRITERION,additional_complementing
CRY-11,CRY-11.01B,HAS_SUBCRITERION,basic
CRY-12,CRY-12.01B,HAS_SUBCRITERION,basic
CRY-13,CRY-13.01B,HAS_SUBCRITERION,basic
CRY-13,CRY-13.02B,HAS_SUBCRITERION,basic
CRY-14,CRY-14.01B,HAS_SUBCRITERION,basic
CRY-15,CRY-15.01B,HAS_SUBCRITERION,basic
CRY-16,CRY-16.01B,HAS_SUBCRITERION,basic
CRY-16,CRY-16.02B,HAS_SUBCRITERION,basic
CRY-17,CRY-17.01B,HAS_SUBCRITERION,basic
CRY-17,CRY-17.02B,HAS_SUBCRITERION,basic
CRY-18,CRY-18.01B,HAS_SUBCRITERION,basic
CRY-19,CRY-19.01B,HAS_SUBCRITERION,basic
COS-01,COS-01.01B,HAS_SUBCRITERION,basic
COS-01,COS-01.02B,HAS_SUBCRITERION,basic
COS-01,COS-01.03B,HAS_SUBCRITERION,basic
COS-01,COS-01.01AC,HAS_SUBCRITERION,additional_complementing
COS-02,COS-02.01B,HAS_SUBCRITERION,basic
COS-03,COS-03.01B,HAS_SUBCRITERION,basic
COS-03,COS-03.02B,HAS_SUBCRITERION,basic
COS-03,COS-03.03B,HAS_SUBCRITERION,basic
COS-03,COS-03.04B,HAS_SUBCRITERION,basic
COS-03,COS-03.05B,HAS_SUBCRITERION,basic
COS-04,COS-04.01B,HAS_SUBCRITERION,basic
COS-04,COS-04.02B,HAS_SUBCRITERION,basic
COS-04,COS-04.01AS,HAS_SUBCRITERION,additional_sharpening
COS-05,COS-05.01B,HAS_SUBCRITERION,basic
COS-05,COS-05.02B,HAS_SUBCRITERION,basic
COS-05,COS-05.01AC,HAS_SUBCRITERION,additional_complementing
COS-06,COS-06.01B,HAS_SUBCRITERION,basic
COS-06,COS-06.01AC,HAS_SUBCRITERION,additional_complementing
COS-07,COS-07.01B,HAS_SUBCRITERION,basic
COS-07,COS-07.02B,HAS_SUBCRITERION,basic
COS-07,COS-07.03B,HAS_SUBCRITERION,basic
COS-07,COS-07.04B,HAS_SUBCRITERION,basic
COS-08,COS-08.01B,HAS_SUBCRITERION,basic
COS-08,COS-08.02B,HAS_SUBCRITERION,basic
PI-01,PI-01.01B,HAS_SUBCRITERION,basic
PI-01,PI-01.02B,HAS_SUBCRITERION,basic
PI-01,PI-01.01AC,HAS_SUBCRITERION,additional_complementing
PI-01,PI-01.02AC,HAS_SUBCRITERION,additional_complementing
PI-01,PI-01.03AC,HAS_SUBCRITERION,additional_complementing
PI-02,PI-02.01B,HAS_SUBCRITERION,basic
PI-02,PI-02.01AC,HAS_SUBCRITERION,additional_complementing
PI-02,PI-02.02AC,HAS_SUBCRITERION,additional_complementing
PI-03,PI-03.01B,HAS_SUBCRITERION,basic
PI-03,PI-03.02B,HAS_SUBCRITERION,basic
PI-03,PI-03.03B,HAS_SUBCRITERION,basic
DEV-01,DEV-01.01B,HAS_SUBCRITERION,basic
DEV-01,DEV-01.02B,HAS_SUBCRITERION,basic
DEV-01,DEV-01.03B,HAS_SUBCRITERION,basic
DEV-01,DEV-01.01AC,HAS_SUBCRITERION,additional_complementing
DEV-02,DEV-02.01B,HAS_SUBCRITERION,basic
DEV-02,DEV-02.02B,HAS_SUBCRITERION,basic
