clause_id,parent_id,label,text,source_document
clause_0406,principle_20,,"As reports are designed for each level in the organization chart, the information included should be more granular and customized to the needs of each layer. By the time the reporting gets to the department head/manager level, information should focus on what is needed to manage compliance risk in that area, although periodic reporting on organization-wide risk may provide helpful context.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0407,principle_20,,"Reports on compliance risk management should address externally generated risks as well as those that result from the internal risk universe (e.g., employee acts). Third-party risk management is an important element of a C&E program. Accordingly, reports should be prepared and distributed to appropriate stakeholders on the status of third-party suppliers, sales agents, and others who could create risk for the organization. These reports should focus on the results of third-party due diligence efforts in the selection or continued use of vendors and other third parties, site visits, auditing and monitoring procedures, training provided to third parties, and any other matter associated with managing this area of risk.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0408,principle_20,,"One final aspect of reporting that is critical to C&E program effectiveness is documentation. Typically, documentation involving investigations is maintained and reviewed only by the compliance, legal, and/or investigations team. It is crucial to properly handle, preserve, and maintain these materials and records in the event of legal action or government inquiry. Each compliance-related investigation should be well documented, include a timeline of events and key steps/ actions taken along the way, and summarize any remedial steps. Whether a formal case management software tool is used or something simpler is utilized, maintaining this record is an important part of a C&E program. From these records, useful reports can be generated that provide insight into the needs and effectiveness of the investigations element of compliance risk management.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0409,sub_042,,"The seven elements of an effective compliance and ethics program are described in the U.S. Federal Sentencing Guidelines (USSG), ¶8B2.1, subsection (b) as follows:",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0410,sub_042,(1),The organization shall establish standards and procedures to prevent and detect criminal conduct.,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0411,sub_042,(2),(A) The organization’s governing authority shall be knowledgeable about the content and operation of the compliance and ethics program and shall exercise reasonable oversight with respect to the implementation and effectiveness of the compliance and ethics program.,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0412,sub_042,(B),"High-level personnel of the organization shall ensure that the organization has an effective compliance and ethics program, as described in this guideline. Specific individual(s) within high-level personnel shall be assigned overall responsibility for the compliance and ethics program.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0413,sub_042,(C),"Specific individual(s) within the organization shall be delegated day-to-day operational responsibility for the compliance and ethics program. Individual(s) with operational responsibility shall report periodically to high-level personnel and, as appropriate, to the governing authority, or an appropriate subgroup of the governing authority, on the effectiveness of the compliance and ethics program. To carry out such operational responsibility, such individual(s) shall be given adequate resources, appropriate authority, and direct access to the governing authority or an a ppropriate subgroup of the governing authority.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0414,sub_042,(3),"The organization shall use reasonable efforts not to include within the substantial authority personnel of the organization any individual whom the organization knew, or should have known through the exercise of due diligence, has engaged in illegal activities or other conduct inconsistent with an effective compliance and ethics program.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0415,sub_042,(4),"(A) The organization shall take reasonable steps to communicate periodically and in a practical manner its standards and procedures, and other aspects of the compliance and ethics program, to the individuals referred to in subparagraph (B) by conducting effective training programs and otherwise disseminating information appropriate to such individuals’ respective roles and responsibilities.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0416,sub_042,(B),"The individuals referred to in subparagraph (A) are the members of the governing authority, high-level personnel, substantial authority personnel, the organization’s employees, and, as appropriate, the organization’s agents.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0417,sub_042,(5),The organization shall take reasonable steps—,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0418,sub_042,(A),"to ensure that the organization’s compliance and ethics program is followed, including monitoring and auditing to detect criminal conduct;",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0419,sub_042,(B),to evaluate periodically the effectiveness of the organization’s compliance and ethics program; and,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0420,sub_042,(C),"to have and publicize a system, which may include mechanisms that allow for anonymity or confidentiality, whereby the organization’s employees and agents may report or seek guidance regarding potential or actual criminal conduct without fear of retaliation.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0421,sub_042,(6),The organization’s compliance and ethics program shall be promoted and enforced consistently throughout the organization through (A) appropriate incentives to perform in accordance with the compliance and ethics program; and (B) appropriate disciplinary measures for engaging in criminal conduct and for failing to take reasonable steps to prevent or detect criminal conduct.,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0422,sub_042,(7),"After criminal conduct has been detected, the organization shall take reasonable steps to respond appropriately to the criminal conduct and to prevent further similar criminal conduct, including making any necessary modifications to the organization’s compliance and ethics program.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0423,sub_042,,"¶8B2.1, subsection (c) follows by stating:",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0424,sub_042,,"In implementing subsection (b), the organization shall periodically assess the risk of criminal conduct and shall take appropriate steps to design, implement, or modify each requirement set forth in subsection (b) to reduce the risk of criminal conduct identified through this process.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0425,sub_042,,"This final provision requiring periodic compliance risk assessments and continuous improvement of the C&E program, which was added in 2004, is often referred to as the eighth element of a C&E program.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0426,sub_042,,"All seven elements of a C&E program, along with periodic risk assessments and ongoing program improvement, must be in place and functioning well in order for the program to be considered effective. It should be noted that the USSG, which set forth the seven elements, are guidelines for federal judges, but they may be much more than “guidelines” for organizations. The word “shall” appears 17 times in connection with the elements, and many believe the guidelines represent the minimum standards for building an effective C&E program, at least for U.S. organizations and others operating in the U.S., as well as U.S.-based multinational companies.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0427,sub_042,,"This appendix is devoted to an overview of each of these elements, forming the basis for understanding the guidance on its application to ERM found in earlier sections of this publication.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0428,sub_043,,"Standards of conduct demonstrate an organization’s commitment to an ethical workplace and a culture of compliance with laws and regulations. This begins with a code of business conduct and ethics. The code should be designed to apply to all employees, management, and the board. The code is supported by many policies and procedures. A code should also apply to certain third parties, such as vendors and suppliers, although this code is often different and more abbreviated than the code that applies to employees.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0429,sub_043,,"Two types of policies and procedures are essential to a C&E program: structural and substantive. Structural policies create the framework for how the program operates. Substantive policies address the organization’s positions on the key laws, regulations, and standards that apply to its business activities.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0430,sub_043,,"Examples of structural policies and procedures are those that define the roles and responsibilities of the compliance officer, compliance committee, and the board; methods for reporting suspected wrongdoing; processes used for auditing and monitoring; investigative responsibilities and procedures; and many others.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0431,sub_043,,"Substantive policies focus on preventing and detecting specific compliance violations (e.g., bribery, false claims, antitrust, environmental, record retention) by communicating the organization’s expectations for employee behavior in connection with individual risk areas.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0432,sub_044,,"The compliance and ethics function should be subject to effective oversight at the board, management, and compliance officer level.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0433,sub_044,,The board has a clear responsibility to ensure that an effective C&E program is in place and to provide adequate oversight of the program by being knowledgeable about the content and operation of the program. The board must also ensure that the CCO is positioned at a senior level within the organization and has adequate resources and authority to effectively manage the program.,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0434,sub_044,,"In some instances, compliance oversight at the board level is delegated to a committee, such an audit or compliance committee. In other cases, compliance oversight is handled by the board as a whole. Either way, the CCO should have a reporting relationship with the board or a committee of the board, even if there is also a reporting line to another executive position, such as to the CEO.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0435,sub_044,,"In this respect, the compliance function is similar to an internal audit function, where independence and autonomy are important. From a day-to-day operational standpoint, the top compliance professional may report to another member of the senior management team, but there should always be a direct reporting line to the board as well so that the compliance officer can have candid discussions without interference from other members of management.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0436,sub_044,,"Although the board provides oversight, management is responsible for executing the program — ensuring that employees complete training, report concerns, fix problems, or perform work activities consistent with program requirements. The USSG recognized that it is ultimately management that is responsible for the ensuring the program is effective.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0437,sub_044,,The CCO has day-to-day responsibility for operating the C&E program and must have the necessary resources and access to information to operate the program. Sufficiency of resources was added to the list of factors the DOJ considers when evaluating compliance programs in the June 2020 revision to its Evaluation of Corporate Compliance Programs guidance.,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0438,sub_044,,"There may also be an internal compliance committee, with representatives from major functional areas and/or operating divisions. Although the CCO may be the most visible leader of a C&E program, an internal compliance committee can be a very effective method of program management, ensuring that each operating division approaches compliance similarly. An additional benefit of such a compliance committee is the value created by collaboration and input across functional areas to support the overarching objectives of the C&E program.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0439,sub_044,,The final critical element of compliance oversight involves making sure there is a clear and written understanding of the roles and responsibilities of each of these functions or committees. This may be documented in the form of a charter or policy.,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0440,sub_045,,"Organizations should perform background checks before hiring new employees and additional periodic checks when permitted or required by law. In addition, the organization should consider the person’s past support of (or failure to support or execute) the organization’s C&E program when promoting employees to positions of greater authority. The level and type of background check should correspond to the position of each employee, based on the role that person has, or will have, in relation to compliance risks.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0441,sub_045,,"The USSG refer to this expectation in connection with “substantial authority personnel,” a term defined in the application notes as “individuals who within the scope of their authority exercise a substantial measure of discretion in acting on behalf of an organization,” noting that these individuals may or may not be considered management. The clear inference is that the scope of diligence should grow as the level of responsibility grows. Compliance may wish to work with human resources and other functions to make these determinations.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0442,sub_045,,"Though not explicitly stated in the USSG, regulators have grown to expect that organizations perform appropriate levels of due diligence on third parties that create or involve compliance risk for the organization. For example, if a company utilizes a third party located in another country to represent the organization, or to sell to customers in that country, an appropriately scaled background check — based on the assessed level of compliance risk involved — would be expected.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0443,sub_046,,"Communication and training, when done effectively, contribute to the prevention and detection of compliance issues. Every employee and member of the board of directors should receive training on general topics that are important to the program, and more focused training on specific compliance matters should be provided to personnel involved in activities relevant to each compliance risk.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0444,sub_046,,"General training, done on at least an annual basis, for all employees and the board of directors is a hallmark of a robust and effective program. General training covers the code of conduct, maintaining a culture of compliance and ethics, how to seek guidance and report suspected problems, the organization’s nonretaliation policy, what the organization does when suspected compliance issues are reported, and any other relevant aspect of the program that affects everyone.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0445,sub_046,,"Focused training dives deeper into specific compliance risk areas, critical internal controls, and other procedures associated with specific risks. Consequently, only those employees who play key roles involving those risk areas are typically required to participate in this type of training. An example of focused training is a program aimed at sales personnel of an international company on compliance with the Foreign Corrupt Practices Act. It is not necessary for every employee to understand what constitutes a violation of the act, but it is critical for individuals involved in international sales (and relevant support and finance teams) to have a sound understanding of this risk as well as the controls and procedures the organization has implemented to prevent misconduct.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0446,sub_046,,"To be effective, training must be more than simple delivery of educational content. In its June 2020 guidance, DOJ emphasized the importance of (1) allowing employees to ask questions during training and (2) evaluating whether training affected employee behavior.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0447,sub_046,,"Although much of the training that involves compliance topics is in the form of either traditional classroom style presentations or online, web-based programs, training may also involve other forms of education and communication. For instance, an email message or a company newsletter may be used to inform the workforce or reinforce traditional training on new or changed compliance requirements. Communications may also address lessons learned from compliance failures the organization has experienced.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0448,sub_046,,"Organizations can sometimes be held accountable for compliance failures of third parties. Accordingly, training should be considered for each third party based on an assessment of the associated type and level of compliance risk.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0449,sub_046,,"Finally, other forms of general communications also help to create and maintain a culture of compliance and ethics. Examples include supportive messages from the CEO, informative articles in company newsletters, and many others.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0450,sub_047,,"Monitoring, in the broad sense, refers to the assessment of whether processes are operating as intended in pursuit of the system’s improvement. Sometimes the term “monitoring” is used more narrowly to contrast with “auditing,” where auditing refers to an assessment by individuals independent of the system. Both auditing and monitoring draw on the same set of methods and techniques, with a goal of obtaining assurance on the quality of the system’s performance over time and contributing to its continuous improvement (see figure A.1). options for reporting is important. Other options may involve telephone- or email-based systems (internal or operated by independent third parties) or direct reporting to others within the organization, such as human resources, compliance, internal audit, an investigations unit, certain members of senior management, or even the board or audit/compliance committee.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0451,sub_047,,"Accordingly, auditing is performed by individuals independent of the function being reviewed. Auditing may be performed by an internal audit department, other third parties, or by individuals within the compliance function if structured so as to maintain their independence. Monitoring is often performed by a quality assurance function or managers, supervisors, and other employees within the function being reviewed.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0452,sub_047,,"A monitoring and auditing plan is an important driver of compliance program effectiveness, and it should be designed and updated based on periodic risk assessments. Monitoring and auditing activities should be aimed at both (1) detecting noncompliance (or signs of noncompliance) and (2) identifying breakdowns in internal controls over compliance, such as areas in which a preventive or detective control is not functioning as designed. A wide variety of techniques may be used in monitoring and auditing. Examples include observation and site visits, surveys, questionnaires and checklists, interviews, reviewing transactions and documentation, data analytics, and reviewing digital evidence. The audit function may also provide assurance to the board regarding the overall effectiveness of a C&E program.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0453,sub_047,,"Another important mechanism of an effective C&E program involves maintaining a trusted system for seeking guidance and reporting suspected wrongdoing by employees (and others). Employees should have multiple avenues for seeking guidance regarding compliance and ethics issues and for reporting what they perceive as potential violations of laws, regulations, or the organization’s policies and procedures.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0454,sub_047,,"Although employees may be encouraged to report matters to their supervisors, organizations must recognize that there may be situations in which that is not desirable or practical. Accordingly, making employees aware of other",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0455,sub_047,2.,"Confidential reporting — The reporter’s identity is known only to a select few, and those few are expected to take reasonable steps to maintain that confidentiality while pursuing the matter",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0456,sub_047,3.,Open reporting — The reporter is willing or desires to have their identity disclosed without limitations,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0457,sub_047,,"These and any other methods of reporting should be developed with consideration for federal, state, and local laws in the countries and regions in which the reporting system operates.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0458,sub_047,,"For any reporting to be effective, it must be trusted. Trust is driven by many factors, but the most important two are (1) a belief that the organization will take allegations and concerns seriously and perform a proper assessment in response and (2) that reporters can expect to be free from retaliation after they have reported their observations and concerns in good faith.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0459,sub_047,,"Finally, DOJ encourages publicizing reporting systems to third parties, in addition to employees. Vendors, suppliers, and other third parties are often in a unique position to observe signs of possible violations that might not immediately be observable by employees.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0460,sub_047,,"All matters reported should be reviewed and assessed in a timely manner. The assessment of a report should consider whether further investigation is necessary based on the information provided by the reporter, the nature and seriousness of the possible violation, and any other information known that is relevant to the report.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0461,sub_047,,"Even in the most trusted of systems, some employees may not feel comfortable reporting wrongdoing until they are leaving an organization. As a result, exit interviews of departing employees should provide one final opportunity for the employee to report suspected wrongdoing and to provide feedback in other areas related to the C&E program.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0462,sub_047,,"Investigations may result from information obtained via the reporting system, but may also stem from an organization’s auditing and monitoring activities or even outside parties (e.g., customers, competitors, suppliers). Regardless of what event triggered the concern, an investigation should be prompt, thorough, and independent of the affected function or person, and it should be performed in accordance with written policies and procedures. Case files or other documentation should be maintained and protected to ensure the integrity of each investigation. Investigations are described further in the section on responding to wrongdoing.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0463,sub_047,,It is important to note that the investigation and resolution of allegations are not the only goals of these reporting mechanisms. An equally important goal is the feedback provided on the C&E program’s performance so that the program can be improved. This requires tracking and analysis of the trends in issues being reported and the areas where guidance is being sought so that appropriate steps can be taken to increase the C&E program’s effectiveness.,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0464,sub_048,,"Noncompliance can be entirely unintentional — often the result of ineffective controls, ineffective training or new employee orientation, misunderstanding of procedures, a deteriorating culture, or simply carelessness. A natural deterioration in processes and internal controls occurs over time, unless the processes or internal controls are consistently enforced. Noncompliance can also be intentional — carried out by employees who know they are violating organization policies and who may understand that they are violating laws and regulations in the process.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0465,sub_048,,"The USSG require the use of incentives and similar tools to promote consistent participation in and/or execution of the C&E program. Just as boards and executives use financial and recognition incentives to promote sales, safety outcomes, customer or employee satisfaction, and other strategic goals, the USSG state that incentives should be a component of an organization’s compliance efforts. Incentives can be particularly effective in motivating leaders to embrace and execute on the compliance program but can also be used effectively at all levels in the organization. Incentives can be financial or nonfinancial in nature and can be effectively integrated with an organization’s performance management system.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0466,sub_048,,"In its explanation of enforcement, the USSG recommend appropriate consequences for ignoring compliance obligations or violations of law or policy. Such discipline should consider whether acts of noncompliance, or the failure to act, was intentional or unintentional, as well as the severity of the noncompliance. The organization should provide for a range of potential disciplinary actions, from verbal and written warnings up to termination of employment.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0467,sub_048,,"Organizational justice is critical to the success of a C&E program. Accordingly, enforcement and discipline must be consistent across all levels of the organization, perhaps most importantly at the highest levels. If the noncompliance of a highly successful salesperson, an executive, or an influential employee is tolerated while another employee is disciplined for the same violation, the C&E program’s credibility will be undermined, and the organization’s culture can be harmed.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0468,sub_048,,"As with all elements of a C&E program, discipline should always consider the local/regional legal environment, as well as contractual or labor union provisions.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0469,sub_048,,"In connection with incentives and enforcement involving vendors, suppliers, and other third parties that may create liability, the organization should ensure that there are appropriately tailored contract provisions imposing relevant compliance obligations and addressing the consequences of noncompliance, including penalty provisions and contract termination clauses.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0470,sub_049,,"No C&E program guarantees a lifetime of compliance for an organization. If an organization is around long enough or is large enough, noncompliance is inevitable regardless of how effective the program is.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0471,sub_049,,What an organization does in response to noncompliance is an important factor that distinguishes effective programs from ineffective programs. There are two key aspects of responding to wrongdoing: investigating and remediating.,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0472,sub_049,,"A compliance investigation must be prompt and thorough, fair to all parties, and conducted by individuals who are independent from the subjects and not otherwise conflicted. Other key considerations in conducting a compliance investigation include the following:",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0473,sub_049,1.,"Notifications — Who should be informed about the investigation (e.g., leaders, legal, outside parties)?",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0474,sub_049,2.,"Expertise — Does the organization have all the expertise needed to conduct the investigation, or should outside assistance be brought in?",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0475,sub_049,3.,"Involvement of compliance — Regardless of whether the compliance officer is conducting the investigation, the compliance officer should be informed and involved along the way.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0476,sub_049,4.,"Documentation — Collect, protect, and preserve evidence and other documentation gathered as part of an investigation.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0477,sub_049,5.,"Oversight and management — The larger the investigation, the more important it is to establish an appropriate chain of command (including the involvement of legal counsel where appropriate), for all parties involved to have their work overseen and reviewed, and for the scope of the investigation to be well managed.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0478,sub_049,6.,Scope — Understand what the scope of an investigation is from the outset and gear the investigation plan accordingly.,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0479,sub_049,,"There are many steps to an investigation (e.g., gathering documents, identifying electronic records, conducting interviews of personnel). And in the end, there may or may not be any need or desire for a written report. But the case file should always be closed out properly.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0480,sub_049,,"If the investigation uncovers compliance failures, a root cause analysis should be performed to fully understand where any breakdowns or omissions in internal controls occurred, or whether weaknesses in the design of internal controls were identified. Once this is done, the organization must turn its attention to remediating the underlying problems. In cases in which existing policies and procedures were well designed, but the execution of those controls failed, remediation may require nothing more than training (or retraining) certain groups of employees on those controls and the reinstatement or introduction of the appropriate monitoring processes.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0481,sub_049,,"In other cases, remediation involves significantly more effort. Modifying policies and procedures, improving preventive controls, changing business processes or incentives, and any other remediation efforts should all be aimed at making sure a particular act of noncompliance does not happen again. In cases where prevention is costly or impractical, remediation might involve adding or modifying detective controls so that if noncompliance occurs in the future, it will be detected and corrected sooner, resulting in reduced losses or penalties. Regardless of the nature of planned actions, accountability for fully implementing remediation plans should be established and monitored.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0482,sub_050,,"Regulators consistently emphasize the importance of taking a risk-based approach to training, monitoring and auditing, and the other elements of a C&E program. As such, a sound risk assessment process is critical. Approaches and considerations for assessing the risk of compliance and ethics events are generally very similar to assessing other types of risks. For example, a typical approach would include the following steps:",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0483,sub_050,1.,Identify compliance risks that are inherent to the organization’s activities,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0484,sub_050,2.,Map compliance risks to existing internal controls,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0485,sub_050,3.,Assess the effectiveness of internal controls,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0486,sub_050,4.,Assess the likelihood and impact of each compliance risk,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0487,sub_050,5.,"Prioritize (via scoring, heat maps, or other methods) compliance risks based on the assessment",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0488,sub_050,6.,"Design risk responses (e.g., improvements to internal controls, training) to reduce risk to an acceptable level",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0489,sub_050,7.,Assign responsibility and monitor implementation of risk responses,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0490,sub_050,,"Although these are the core elements of a typical risk assessment, many additional factors can be considered to further enhance the quality of a risk assessment. Risk assessments should be updated periodically, either on a fixed time interval or when relevant new information comes to light indicating a change may have occurred that affects a risk.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0491,sub_050,,"Another 2004 addition to the USSG involves an expectation that efforts are made to continuously improve the C&E program. Periodic risk assessment is one method of identifying needed improvements to the program. But there are many other ways of identifying improvements: a thorough root cause analysis at the conclusion of an investigation, feedback mechanisms, auditing and monitoring, and others. Benchmarking against other organizations is also an effective method of assessing program effectiveness. Assessing program effectiveness can be performed internally or by third parties (e.g., consulting firms). Additionally, looking outside the organization —attending conferences, reading publications, and monitoring government guidance — is an excellent way to identify emerging practices that can be adopted to improve a program.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0492,apx2,,"As described in section 1, global recognition of C&E programs has grown considerably in recent years. In this appendix, a few additional examples are provided.",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0493,sub_051,,"Guidance on anticorruption compliance programs from the French Anticorruption Agency (AFA) in conjunction with the 2016 French Sapin II Law was issued in 2017 and then updated in December 2019. The guidance notes that the compliance officer’s mission may go beyond anticorruption to include other laws, such as anti-money laundering, antitrust, data privacy and others deemed appropriate for the scope of the program. The following eight expected areas of a program are described in the AFA’s guidance:",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0494,sub_051,1.,"Commitment by top management, including policies and procedures, governance over the program that extends to the highest level of the organization, and communication about the program with employees and external partners",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0495,sub_051,2.,A code of conduct,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0496,sub_051,3.,An internal whistleblowing system,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0497,sub_051,4.,"Risk mapping, including risk assessment, prioritization and management",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0498,sub_051,5.,Third-party due diligence,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0499,sub_051,6.,Accounting controls,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0500,sub_051,7.,Risk training for managers and other employees exposed to risks,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0501,sub_051,8.,Internal monitoring and assessment,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0502,sub_052,,"Brazil’s Clean Companies Act, which took effect in 2014, provides for penalties for the commission of certain acts, including bribery, money-laundering, and fraud in public bidding for contracts, and other offenses. The law required the government to issue a regulation on the act, which it did in the form of a 2015 decree (8.420/15). The decree states that a program will be evaluated for its existence and application, according to the following parameters:",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0503,sub_052,1.,"Commitment by the top management of the legal entity, including the councils, evidenced by the visible and unequivocal support for the program",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0504,sub_052,2.,"Standards of conduct, code of ethics, policies, and procedures applicable to all employees and administrators, regardless of their position or function",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0505,sub_052,3.,"Standards of conduct, code of ethics and policies extended, when necessary, to third parties, such as suppliers, service providers, intermediary agents, and associates",Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0506,sub_052,4.,Periodic training on the program,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0507,sub_052,5.,Periodic risk analysis to make necessary adaptations to the program,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0508,sub_052,6.,Accounting records that fully and accurately reflect the transactions of the entity,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
clause_0509,sub_052,7.,Internal controls that ensure the prompt elaboration and reliability of reports and financial statements of the entity,Compliance-Risk-Management-Applying-the-COSO-ERM-Framework.pdf
