odp_id,parent_id,parent_type,odp_text,source_document
SA-15(5)::ODP1,SA-15(5),ControlEnhancement,[Assignment: organization-defined thresholds],NIST SP 800-53r5
SA-15(7)::ODP1,SA-15(7),ControlEnhancement,[Assignment: organization-defined frequency],NIST SP 800-53r5
SA-15(7)::a::ODP1,SA-15(7)::a,ControlItem,[Assignment: organization-defined tools],NIST SP 800-53r5
SA-15(7)::d::ODP1,SA-15(7)::d,ControlItem,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5
SA-16::ODP1,SA-16,Control,[Assignment: organization-defined training],NIST SP 800-53r5
SA-17(1)::a::ODP1,SA-17(1)::a,ControlItem,[Assignment: organization-defined elements of organizational security and privacy policy],NIST SP 800-53r5
SA-17(4)::b::ODP1,SA-17(4)::b,ControlItem,[Selection: informal demonstration; convincing argument with formal methods as feasible],NIST SP 800-53r5
SA-17(8)::ODP1,SA-17(8),ControlEnhancement,[Assignment: organization-defined critical systems or system components],NIST SP 800-53r5
SA-17(8)::ODP2,SA-17(8),ControlEnhancement,"[Assignment: organization-defined capabilities, by system or component]",NIST SP 800-53r5
SA-17(9)::ODP1,SA-17(9),ControlEnhancement,[Assignment: organization-defined critical systems or system components],NIST SP 800-53r5
SA-20::ODP1,SA-20,Control,[Assignment: organization-defined critical system components],NIST SP 800-53r5
SA-21::ODP1,SA-21,Control,"[Assignment: organization-defined system, system component, or system service]",NIST SP 800-53r5
SA-21::a::ODP1,SA-21::a,ControlItem,[Assignment: organization-defined official government duties],NIST SP 800-53r5
SA-21::b::ODP1,SA-21::b,ControlItem,[Assignment: organization-defined additional personnel screening criteria],NIST SP 800-53r5
SA-22::b::ODP1,SA-22::b,ControlItem,[Selection (one or more): in-house support; [Assignment: organization-defined support from external providers]],NIST SP 800-53r5
SA-23::ODP1,SA-23,Control,[Selection (one or more): design; modification; augmentation; reconfiguration],NIST SP 800-53r5
SA-23::ODP2,SA-23,Control,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SC-1::a::ODP1,SC-1::a,ControlItem,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5
SC-1::a.1::ODP1,SC-1::a.1,ControlItem,[Selection (one or more): Organization-level; Mission/business process-level; System-level],NIST SP 800-53r5
SC-1::b::ODP1,SC-1::b,ControlItem,[Assignment: organization-defined official],NIST SP 800-53r5
SC-1::c.1::ODP1,SC-1::c.1,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5
SC-1::c.1::ODP2,SC-1::c.1,ControlItem,[Assignment: organization-defined events],NIST SP 800-53r5
SC-1::c.2::ODP1,SC-1::c.2,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5
SC-1::c.2::ODP2,SC-1::c.2,ControlItem,[Assignment: organization-defined events],NIST SP 800-53r5
SC-4(2)::ODP1,SC-4(2),ControlEnhancement,[Assignment: organization-defined procedures],NIST SP 800-53r5
SC-5::a::ODP1,SC-5::a,ControlItem,[Selection: Protect against; Limit],NIST SP 800-53r5
SC-5::a::ODP2,SC-5::a,ControlItem,[Assignment: organization-defined types of denial-of-service events],NIST SP 800-53r5
SC-5::b::ODP1,SC-5::b,ControlItem,[Assignment: organization-defined controls by type of denial-of-service event],NIST SP 800-53r5
SC-5(1)::ODP1,SC-5(1),ControlEnhancement,[Assignment: organization-defined denial-of-service attacks],NIST SP 800-53r5
SC-5(3)::a::ODP1,SC-5(3)::a,ControlItem,[Assignment: organization-defined monitoring tools],NIST SP 800-53r5
SC-5(3)::b::ODP1,SC-5(3)::b,ControlItem,[Assignment: organization-defined system resources],NIST SP 800-53r5
SC-6::ODP1,SC-6,Control,[Assignment: organization-defined resources],NIST SP 800-53r5
SC-6::ODP2,SC-6,Control,[Selection (one or more): priority; quota; [Assignment: organization-defined controls]],NIST SP 800-53r5
SC-7::b::ODP1,SC-7::b,ControlItem,[Selection: physically; logically],NIST SP 800-53r5
SC-7(4)::e::ODP1,SC-7(4)::e,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5
SC-7(5)::ODP1,SC-7(5),ControlEnhancement,[Selection (one or more): at managed interfaces; for [Assignment: organization-defined systems]],NIST SP 800-53r5
SC-7(7)::ODP1,SC-7(7),ControlEnhancement,[Assignment: organization-defined safeguards],NIST SP 800-53r5
SC-7(8)::ODP1,SC-7(8),ControlEnhancement,[Assignment: organization-defined internal communications traffic],NIST SP 800-53r5
SC-7(8)::ODP2,SC-7(8),ControlEnhancement,[Assignment: organization-defined external networks],NIST SP 800-53r5
SC-7(10)::b::ODP1,SC-7(10)::b,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5
SC-7(11)::ODP1,SC-7(11),ControlEnhancement,[Assignment: organization-defined authorized sources],NIST SP 800-53r5
SC-7(11)::ODP2,SC-7(11),ControlEnhancement,[Assignment: organization-defined authorized destinations],NIST SP 800-53r5
SC-7(12)::ODP1,SC-7(12),ControlEnhancement,[Assignment: organization-defined host-based boundary protection mechanisms],NIST SP 800-53r5
SC-7(12)::ODP2,SC-7(12),ControlEnhancement,[Assignment: organization-defined system components],NIST SP 800-53r5
SC-7(13)::ODP1,SC-7(13),ControlEnhancement,"[Assignment: organization-defined information security tools, mechanisms, and support components]",NIST SP 800-53r5
SC-7(14)::ODP1,SC-7(14),ControlEnhancement,[Assignment: organization-defined managed interfaces],NIST SP 800-53r5
SC-7(19)::ODP1,SC-7(19),ControlEnhancement,[Assignment: organization-defined communication clients],NIST SP 800-53r5
SC-7(20)::ODP1,SC-7(20),ControlEnhancement,[Assignment: organization-defined system components],NIST SP 800-53r5
SC-7(21)::ODP1,SC-7(21),ControlEnhancement,[Assignment: organization-defined system components],NIST SP 800-53r5
SC-7(21)::ODP2,SC-7(21),ControlEnhancement,[Assignment: organization-defined missions and/or business functions],NIST SP 800-53r5
SC-7(24)::a::ODP1,SC-7(24)::a,ControlItem,[Assignment: organization-defined processing rules],NIST SP 800-53r5
SC-7(25)::ODP1,SC-7(25),ControlEnhancement,[Assignment: organization-defined unclassified national security system],NIST SP 800-53r5
SC-7(25)::ODP2,SC-7(25),ControlEnhancement,[Assignment: organization-defined boundary protection device],NIST SP 800-53r5
SC-7(26)::ODP1,SC-7(26),ControlEnhancement,[Assignment: organization-defined boundary protection device],NIST SP 800-53r5
SC-7(27)::ODP1,SC-7(27),ControlEnhancement,[Assignment: organization-defined unclassified non-national security system],NIST SP 800-53r5
SC-7(27)::ODP2,SC-7(27),ControlEnhancement,[Assignment: organization-defined boundary protection device],NIST SP 800-53r5
SC-7(28)::ODP1,SC-7(28),ControlEnhancement,[Assignment: organization-defined system],NIST SP 800-53r5
SC-7(29)::ODP1,SC-7(29),ControlEnhancement,[Selection: physically; logically],NIST SP 800-53r5
SC-7(29)::ODP2,SC-7(29),ControlEnhancement,[Assignment: organization-defined critical system components and functions],NIST SP 800-53r5
SC-8::ODP1,SC-8,Control,[Selection (one or more): confidentiality; integrity],NIST SP 800-53r5
SC-8(1)::ODP1,SC-8(1),ControlEnhancement,[Selection (one or more): prevent unauthorized disclosure of information; detect changes to information],NIST SP 800-53r5
SC-8(2)::ODP1,SC-8(2),ControlEnhancement,[Selection (one or more): confidentiality; integrity],NIST SP 800-53r5
SC-8(3)::ODP1,SC-8(3),ControlEnhancement,[Assignment: organization-defined alternative physical controls],NIST SP 800-53r5
SC-8(4)::ODP1,SC-8(4),ControlEnhancement,[Assignment: organization-defined alternative physical controls],NIST SP 800-53r5
SC-8(5)::ODP1,SC-8(5),ControlEnhancement,[Assignment: organization-defined protected distribution system],NIST SP 800-53r5
SC-8(5)::ODP2,SC-8(5),ControlEnhancement,[Selection (one or more): prevent unauthorized disclosure of information; detect changes to information],NIST SP 800-53r5
SC-10::ODP1,SC-10,Control,[Assignment: organization-defined time period],NIST SP 800-53r5
SC-11::a::ODP1,SC-11::a,ControlItem,[Selection: physically; logically],NIST SP 800-53r5
SC-11::b::ODP1,SC-11::b,ControlItem,[Assignment: organization-defined security functions],NIST SP 800-53r5
SC-11(1)::b::ODP1,SC-11(1)::b,ControlItem,[Assignment: organization-defined security functions],NIST SP 800-53r5
SC-12::ODP1,SC-12,Control,"[Assignment: organization-defined requirements for key generation, distribution, storage, access, and destruction]",NIST SP 800-53r5
SC-12(2)::ODP1,SC-12(2),ControlEnhancement,[Selection: NIST FIPS-validated; NSA-approved],NIST SP 800-53r5
SC-12(3)::ODP1,SC-12(3),ControlEnhancement,[Selection: NSA-approved key management technology and processes; prepositioned keying material; DoD-approved or DoD-issued Medium Assurance PKI certificates; DoD-approved or DoD-issued Medium Hardware Assurance PKI certificates and hardware security tokens that protect the user’s private key; certificates issued in accordance with organization-defined requirements],NIST SP 800-53r5
SC-13::a::ODP1,SC-13::a,ControlItem,[Assignment: organization-defined cryptographic uses],NIST SP 800-53r5
SC-13::b::ODP1,SC-13::b,ControlItem,[Assignment: organization-defined types of cryptography for each specified cryptographic use],NIST SP 800-53r5
SC-15::a::ODP1,SC-15::a,ControlItem,[Assignment: organization-defined exceptions where remote activation is to be allowed],NIST SP 800-53r5
SC-15(1)::ODP1,SC-15(1),ControlEnhancement,[Selection (one or more): physical; logical],NIST SP 800-53r5
SC-15(3)::ODP1,SC-15(3),ControlEnhancement,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SC-15(3)::ODP2,SC-15(3),ControlEnhancement,[Assignment: organization-defined secure work areas],NIST SP 800-53r5
SC-15(4)::ODP1,SC-15(4),ControlEnhancement,[Assignment: organization-defined online meetings and teleconferences],NIST SP 800-53r5
SC-16::ODP1,SC-16,Control,[Assignment: organization-defined security and privacy attributes],NIST SP 800-53r5
SC-16(3)::ODP1,SC-16(3),ControlEnhancement,[Assignment: organization-defined mechanisms or techniques],NIST SP 800-53r5
SC-17::a::ODP1,SC-17::a,ControlItem,[Assignment: organization-defined certificate policy],NIST SP 800-53r5
SC-18(1)::ODP1,SC-18(1),ControlEnhancement,[Assignment: organization-defined unacceptable mobile code],NIST SP 800-53r5
SC-18(1)::ODP2,SC-18(1),ControlEnhancement,[Assignment: organization-defined corrective actions],NIST SP 800-53r5
SC-18(2)::ODP1,SC-18(2),ControlEnhancement,[Assignment: organization-defined mobile code requirements],NIST SP 800-53r5
SC-18(3)::ODP1,SC-18(3),ControlEnhancement,[Assignment: organization-defined unacceptable mobile code],NIST SP 800-53r5
SC-18(4)::ODP1,SC-18(4),ControlEnhancement,[Assignment: organization-defined software applications],NIST SP 800-53r5
SC-18(4)::ODP2,SC-18(4),ControlEnhancement,[Assignment: organization-defined actions],NIST SP 800-53r5
SC-23(3)::ODP1,SC-23(3),ControlEnhancement,[Assignment: organization-defined randomness requirements],NIST SP 800-53r5
SC-23(5)::ODP1,SC-23(5),ControlEnhancement,[Assignment: organization-defined certificate authorities],NIST SP 800-53r5
SC-24::ODP1,SC-24,Control,[Assignment: organization-defined known system state],NIST SP 800-53r5
SC-24::ODP2,SC-24,Control,[Assignment: organization-defined system state information],NIST SP 800-53r5
SC-24::ODP3,SC-24,Control,[Assignment: list of organization-defined types of system failures on organization-defined system components],NIST SP 800-53r5
SC-25::ODP1,SC-25,Control,[Assignment: organization-defined system components],NIST SP 800-53r5
SC-27::ODP1,SC-27,Control,[Assignment: organization-defined platform-independent applications],NIST SP 800-53r5
SC-28::ODP1,SC-28,Control,[Selection (one or more): confidentiality; integrity],NIST SP 800-53r5
SC-28::ODP2,SC-28,Control,[Assignment: organization-defined information at rest],NIST SP 800-53r5
SC-28(1)::ODP1,SC-28(1),ControlEnhancement,[Assignment: organization-defined system components or media],NIST SP 800-53r5
SC-28(1)::ODP2,SC-28(1),ControlEnhancement,[Assignment: organization-defined information],NIST SP 800-53r5
SC-28(2)::ODP1,SC-28(2),ControlEnhancement,[Assignment: organization-defined information],NIST SP 800-53r5
SC-28(3)::ODP1,SC-28(3),ControlEnhancement,[Selection: [Assignment: organization-defined safeguards]; hardware-protected key store],NIST SP 800-53r5
SC-29::ODP1,SC-29,Control,[Assignment: organization-defined system components],NIST SP 800-53r5
SC-29(1)::ODP1,SC-29(1),ControlEnhancement,[Assignment: organization-defined frequency],NIST SP 800-53r5
SC-30::ODP1,SC-30,Control,[Assignment: organization-defined systems],NIST SP 800-53r5
SC-30::ODP2,SC-30,Control,[Assignment: organization-defined time periods],NIST SP 800-53r5
SC-30::ODP3,SC-30,Control,[Assignment: organization-defined concealment and misdirection techniques],NIST SP 800-53r5
SC-30(2)::ODP1,SC-30(2),ControlEnhancement,[Assignment: organization-defined techniques],NIST SP 800-53r5
SC-30(3)::ODP1,SC-30(3),ControlEnhancement,[Assignment: organization-defined processing and/or storage],NIST SP 800-53r5
SC-30(3)::ODP2,SC-30(3),ControlEnhancement,[Selection: [Assignment: organization-defined time frequency]; at random time intervals],NIST SP 800-53r5
SC-30(4)::ODP1,SC-30(4),ControlEnhancement,[Assignment: organization-defined system components],NIST SP 800-53r5
SC-30(5)::ODP1,SC-30(5),ControlEnhancement,[Assignment: organization-defined system components],NIST SP 800-53r5
SC-30(5)::ODP2,SC-30(5),ControlEnhancement,[Assignment: organization-defined techniques],NIST SP 800-53r5
SC-31::a::ODP1,SC-31::a,ControlItem,[Selection (one or more): storage; timing],NIST SP 800-53r5
SC-31(2)::ODP1,SC-31(2),ControlEnhancement,[Selection (one or more): storage; timing],NIST SP 800-53r5
SC-31(2)::ODP2,SC-31(2),ControlEnhancement,[Assignment: organization-defined values],NIST SP 800-53r5
SC-31(3)::ODP1,SC-31(3),ControlEnhancement,[Assignment: organization-defined subset of identified covert channels],NIST SP 800-53r5
SC-32::ODP1,SC-32,Control,[Assignment: organization-defined system components],NIST SP 800-53r5
SC-32::ODP2,SC-32,Control,[Selection: physical; logical],NIST SP 800-53r5
SC-32::ODP3,SC-32,Control,[Assignment: organization-defined circumstances for physical or logical separation of components],NIST SP 800-53r5
SC-34::ODP1,SC-34,Control,[Assignment: organization-defined system components],NIST SP 800-53r5
SC-34::b::ODP1,SC-34::b,ControlItem,[Assignment: organization-defined applications],NIST SP 800-53r5
SC-34(1)::ODP1,SC-34(1),ControlEnhancement,[Assignment: organization-defined system components],NIST SP 800-53r5
SC-36::ODP1,SC-36,Control,[Selection: physical locations; logical domains],NIST SP 800-53r5
SC-36::ODP2,SC-36,Control,[Assignment: organization-defined processing and storage components],NIST SP 800-53r5
SC-36(1)::a::ODP1,SC-36(1)::a,ControlItem,[Assignment: organization-defined distributed processing and storage components],NIST SP 800-53r5
SC-36(1)::b::ODP1,SC-36(1)::b,ControlItem,[Assignment: organization-defined actions],NIST SP 800-53r5
SC-36(2)::ODP1,SC-36(2),ControlEnhancement,[Assignment: organization-defined duplicate systems or system components],NIST SP 800-53r5
SC-37::ODP1,SC-37,Control,"[Assignment: organization-defined information, system components, or devices]",NIST SP 800-53r5
SC-37::ODP2,SC-37,Control,[Assignment: organization-defined individuals or systems],NIST SP 800-53r5
SC-37::ODP3,SC-37,Control,[Assignment: organization-defined out-of-band channels],NIST SP 800-53r5
SC-37(1)::ODP1,SC-37(1),ControlEnhancement,[Assignment: organization-defined controls],NIST SP 800-53r5
SC-37(1)::ODP2,SC-37(1),ControlEnhancement,[Assignment: organization-defined individuals or systems],NIST SP 800-53r5
SC-37(1)::ODP3,SC-37(1),ControlEnhancement,"[Assignment: organization-defined information, system components, or devices]",NIST SP 800-53r5
SC-38::ODP1,SC-38,Control,[Assignment: organization-defined operations security controls],NIST SP 800-53r5
SC-39(2)::ODP1,SC-39(2),ControlEnhancement,[Assignment: organization-defined multi-threaded processing],NIST SP 800-53r5
SC-40::ODP1,SC-40,Control,[Assignment: organization-defined wireless links],NIST SP 800-53r5
SC-40::ODP2,SC-40,Control,[Assignment: organization-defined types of signal parameter attacks or references to sources for such attacks],NIST SP 800-53r5
SC-40(1)::ODP1,SC-40(1),ControlEnhancement,[Assignment: organization-defined level of protection],NIST SP 800-53r5
SC-40(2)::ODP1,SC-40(2),ControlEnhancement,[Assignment: organization-defined level of reduction],NIST SP 800-53r5
SC-40(4)::ODP1,SC-40(4),ControlEnhancement,[Assignment: organization-defined wireless transmitters],NIST SP 800-53r5
SC-41::ODP1,SC-41,Control,[Selection: Physically; Logically],NIST SP 800-53r5
SC-41::ODP2,SC-41,Control,[Assignment: organization-defined connection ports or input/output devices],NIST SP 800-53r5
SC-41::ODP3,SC-41,Control,[Assignment: organization-defined systems or system components],NIST SP 800-53r5
SC-42::a::ODP1,SC-42::a,ControlItem,"[Selection (one or more): the use of devices possessing [Assignment: organization-defined environmental sensing capabilities] in [Assignment: organization-defined facilities, areas, or systems]; the remote activation of environmental sensing capabilities on organizational systems or system components with the following exceptions: [Assignment: organization-defined exceptions where remote activation of sensors is allowed]]",NIST SP 800-53r5
SC-42::b::ODP1,SC-42::b,ControlItem,[Assignment: organization-defined group of users],NIST SP 800-53r5
SC-42(1)::ODP1,SC-42(1),ControlEnhancement,[Assignment: organization-defined sensors],NIST SP 800-53r5
SC-42(2)::ODP1,SC-42(2),ControlEnhancement,[Assignment: organization-defined sensors],NIST SP 800-53r5
SC-42(2)::ODP2,SC-42(2),ControlEnhancement,[Assignment: organization-defined measures],NIST SP 800-53r5
SC-42(4)::ODP1,SC-42(4),ControlEnhancement,[Assignment: organization-defined sensors],NIST SP 800-53r5
SC-42(4)::ODP2,SC-42(4),ControlEnhancement,[Assignment: organization-defined measures],NIST SP 800-53r5
SC-42(5)::ODP1,SC-42(5),ControlEnhancement,[Assignment: organization-defined sensors],NIST SP 800-53r5
SC-43::a::ODP1,SC-43::a,ControlItem,[Assignment: organization-defined system components],NIST SP 800-53r5
SC-44::ODP1,SC-44,Control,"[Assignment: organization-defined system, system component, or location]",NIST SP 800-53r5
SC-45(1)::a::ODP1,SC-45(1)::a,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5
SC-45(1)::a::ODP2,SC-45(1)::a,ControlItem,[Assignment: organization-defined authoritative time source],NIST SP 800-53r5
SC-45(1)::b::ODP1,SC-45(1)::b,ControlItem,[Assignment: organization-defined time period],NIST SP 800-53r5
SC-46::ODP1,SC-46,Control,[Selection: physically; logically],NIST SP 800-53r5
SC-47::ODP1,SC-47,Control,[Assignment: organization-defined alternate communications paths],NIST SP 800-53r5
SC-48::ODP1,SC-48,Control,[Assignment: organization-defined sensors and monitoring capabilities],NIST SP 800-53r5
SC-48::ODP2,SC-48,Control,[Assignment: organization-defined locations],NIST SP 800-53r5
SC-48::ODP3,SC-48,Control,[Assignment: organization-defined conditions or circumstances],NIST SP 800-53r5
SC-48(1)::ODP1,SC-48(1),ControlEnhancement,[Assignment: organization-defined sensors and monitoring capabilities],NIST SP 800-53r5
SC-48(1)::ODP2,SC-48(1),ControlEnhancement,[Assignment: organization-defined locations],NIST SP 800-53r5
SC-48(1)::ODP3,SC-48(1),ControlEnhancement,[Assignment: organization-defined conditions or circumstances],NIST SP 800-53r5
SC-49::ODP1,SC-49,Control,[Assignment: organization-defined security domains],NIST SP 800-53r5
SC-50::ODP1,SC-50,Control,[Assignment: organization-defined security domains],NIST SP 800-53r5
SC-51::a::ODP1,SC-51::a,ControlItem,[Assignment: organization-defined system firmware components],NIST SP 800-53r5
SC-51::b::ODP1,SC-51::b,ControlItem,[Assignment: organization-defined authorized individuals],NIST SP 800-53r5
SI-1::a::ODP1,SI-1::a,ControlItem,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5
SI-1::a.1::ODP1,SI-1::a.1,ControlItem,[Selection (one or more): Organization-level; Mission/business process-level; System-level],NIST SP 800-53r5
SI-1::b::ODP1,SI-1::b,ControlItem,[Assignment: organization-defined official],NIST SP 800-53r5
SI-1::c.1::ODP1,SI-1::c.1,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5
SI-1::c.1::ODP2,SI-1::c.1,ControlItem,[Assignment: organization-defined events],NIST SP 800-53r5
SI-1::c.2::ODP1,SI-1::c.2,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5
SI-1::c.2::ODP2,SI-1::c.2,ControlItem,[Assignment: organization-defined events],NIST SP 800-53r5
SI-2::c::ODP1,SI-2::c,ControlItem,[Assignment: organization-defined time period],NIST SP 800-53r5
SI-2(2)::ODP1,SI-2(2),ControlEnhancement,[Assignment: organization-defined automated mechanisms],NIST SP 800-53r5
SI-2(2)::ODP2,SI-2(2),ControlEnhancement,[Assignment: organization-defined frequency],NIST SP 800-53r5
SI-2(3)::b::ODP1,SI-2(3)::b,ControlItem,[Assignment: organization-defined benchmarks],NIST SP 800-53r5
SI-2(4)::ODP1,SI-2(4),ControlEnhancement,[Assignment: organization-defined system components],NIST SP 800-53r5
SI-2(5)::ODP1,SI-2(5),ControlEnhancement,[Assignment: organization-defined security-relevant software and firmware updates],NIST SP 800-53r5
SI-2(5)::ODP2,SI-2(5),ControlEnhancement,[Assignment: organization-defined system components],NIST SP 800-53r5
SI-2(6)::ODP1,SI-2(6),ControlEnhancement,[Assignment: organization-defined software and firmware components],NIST SP 800-53r5
SI-3::a::ODP1,SI-3::a,ControlItem,[Selection (one or more): signature based; non-signature based],NIST SP 800-53r5
SI-3::c.1::ODP1,SI-3::c.1,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5
SI-3::c.1::ODP2,SI-3::c.1,ControlItem,[Selection (one or more): endpoint; network entry and exit points],NIST SP 800-53r5
SI-3::c.2::ODP1,SI-3::c.2,ControlItem,[Selection (one or more): block malicious code; quarantine malicious code; take [Assignment: organization-defined action]],NIST SP 800-53r5
SI-3::c.2::ODP2,SI-3::c.2,ControlItem,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5
SI-3(6)::a::ODP1,SI-3(6)::a,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5
SI-3(8)::a::ODP1,SI-3(8)::a,ControlItem,[Assignment: organization-defined system hardware components],NIST SP 800-53r5
SI-3(8)::a::ODP2,SI-3(8)::a,ControlItem,[Assignment: organization-defined unauthorized operating system commands],NIST SP 800-53r5
SI-3(8)::b::ODP1,SI-3(8)::b,ControlItem,[Selection (one or more): issue a warning; audit the command execution; prevent the execution of the command],NIST SP 800-53r5
SI-3(10)::a::ODP1,SI-3(10)::a,ControlItem,[Assignment: organization-defined tools and techniques],NIST SP 800-53r5
SI-4::a.1::ODP1,SI-4::a.1,ControlItem,[Assignment: organization-defined monitoring objectives],NIST SP 800-53r5
SI-4::b::ODP1,SI-4::b,ControlItem,[Assignment: organization-defined techniques and methods],NIST SP 800-53r5
SI-4::g::ODP1,SI-4::g,ControlItem,[Assignment: organization-defined system monitoring information],NIST SP 800-53r5
SI-4::g::ODP2,SI-4::g,ControlItem,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5
SI-4::g::ODP3,SI-4::g,ControlItem,[Selection (one or more): as needed; [Assignment: organization-defined frequency]],NIST SP 800-53r5
SI-4(4)::b::ODP1,SI-4(4)::b,ControlItem,[Assignment: organization-defined frequency],NIST SP 800-53r5
SI-4(4)::b::ODP2,SI-4(4)::b,ControlItem,[Assignment: organization-defined unusual or unauthorized activities or conditions],NIST SP 800-53r5
SI-4(5)::ODP1,SI-4(5),ControlEnhancement,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5
SI-4(5)::ODP2,SI-4(5),ControlEnhancement,[Assignment: organization-defined compromise indicators],NIST SP 800-53r5
SI-4(7)::a::ODP1,SI-4(7)::a,ControlItem,[Assignment: organization-defined incident response personnel (identified by name and/or by role)],NIST SP 800-53r5
SI-4(7)::b::ODP1,SI-4(7)::b,ControlItem,[Assignment: organization-defined least-disruptive actions to terminate suspicious events],NIST SP 800-53r5
SI-4(9)::ODP1,SI-4(9),ControlEnhancement,[Assignment: organization-defined frequency],NIST SP 800-53r5
SI-4(10)::ODP1,SI-4(10),ControlEnhancement,[Assignment: organization-defined encrypted communications traffic],NIST SP 800-53r5
SI-4(10)::ODP2,SI-4(10),ControlEnhancement,[Assignment: organization-defined system monitoring tools and mechanisms],NIST SP 800-53r5
SI-4(11)::ODP1,SI-4(11),ControlEnhancement,[Assignment: organization-defined interior points within the system],NIST SP 800-53r5
SI-4(12)::ODP1,SI-4(12),ControlEnhancement,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5
SI-4(12)::ODP2,SI-4(12),ControlEnhancement,[Assignment: organization-defined automated mechanisms],NIST SP 800-53r5
SI-4(12)::ODP3,SI-4(12),ControlEnhancement,[Assignment: organization-defined activities that trigger alerts],NIST SP 800-53r5
SI-4(18)::ODP1,SI-4(18),ControlEnhancement,[Assignment: organization-defined interior points within the system],NIST SP 800-53r5
SI-4(19)::ODP1,SI-4(19),ControlEnhancement,[Assignment: organization-defined additional monitoring],NIST SP 800-53r5
SI-4(19)::ODP2,SI-4(19),ControlEnhancement,[Assignment: organization-defined sources],NIST SP 800-53r5
SI-4(20)::ODP1,SI-4(20),ControlEnhancement,[Assignment: organization-defined additional monitoring],NIST SP 800-53r5
SI-4(21)::ODP1,SI-4(21),ControlEnhancement,[Assignment: organization-defined probationary period],NIST SP 800-53r5
SI-4(21)::ODP2,SI-4(21),ControlEnhancement,[Assignment: organization-defined additional monitoring],NIST SP 800-53r5
SI-4(22)::a::ODP1,SI-4(22)::a,ControlItem,[Assignment: organization-defined authorization or approval processes],NIST SP 800-53r5
SI-4(22)::b::ODP1,SI-4(22)::b,ControlItem,[Selection (one or more): Audit; Alert [Assignment: organization-defined personnel or roles]],NIST SP 800-53r5
SI-4(23)::ODP1,SI-4(23),ControlEnhancement,[Assignment: organization-defined system components],NIST SP 800-53r5
SI-4(23)::ODP2,SI-4(23),ControlEnhancement,[Assignment: organization-defined host-based monitoring mechanisms],NIST SP 800-53r5
SI-4(24)::ODP1,SI-4(24),ControlEnhancement,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5
SI-4(24)::ODP2,SI-4(24),ControlEnhancement,[Assignment: organization-defined sources],NIST SP 800-53r5
SI-5::a::ODP1,SI-5::a,ControlItem,[Assignment: organization-defined external organizations],NIST SP 800-53r5
SI-5::c::ODP1,SI-5::c,ControlItem,[Selection (one or more): [Assignment: organization-defined personnel or roles]; [Assignment: organization-defined elements within the organization]; [Assignment: organization-defined external organizations]],NIST SP 800-53r5
SI-5(1)::ODP1,SI-5(1),ControlEnhancement,[Assignment: organization-defined automated mechanisms],NIST SP 800-53r5
SI-6::a::ODP1,SI-6::a,ControlItem,[Assignment: organization-defined security and privacy functions],NIST SP 800-53r5
SI-6::b::ODP1,SI-6::b,ControlItem,[Selection (one or more): [Assignment: organization-defined system transitional states]; upon command by user with appropriate privilege; [Assignment: organization-defined frequency]],NIST SP 800-53r5
SI-6::c::ODP1,SI-6::c,ControlItem,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5
SI-6::d::ODP1,SI-6::d,ControlItem,[Selection (one or more): Shut the system down; Restart the system; [Assignment: organization-defined alternative action(s)]],NIST SP 800-53r5
SI-6(3)::ODP1,SI-6(3),ControlEnhancement,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5
SI-7::a::ODP1,SI-7::a,ControlItem,"[Assignment: organization-defined software, firmware, and information]",NIST SP 800-53r5
SI-7::b::ODP1,SI-7::b,ControlItem,[Assignment: organization-defined actions],NIST SP 800-53r5
SI-7(1)::ODP1,SI-7(1),ControlEnhancement,"[Assignment: organization-defined software, firmware, and information]",NIST SP 800-53r5
SI-7(1)::ODP2,SI-7(1),ControlEnhancement,[Selection (one or more): at startup; at [Assignment: organization-defined transitional states or security-relevant events]; [Assignment: organization-defined frequency]],NIST SP 800-53r5
SI-7(2)::ODP1,SI-7(2),ControlEnhancement,[Assignment: organization-defined personnel or roles],NIST SP 800-53r5
SI-7(5)::ODP1,SI-7(5),ControlEnhancement,[Selection (one or more): shut the system down; restart the system; implement [Assignment: organization-defined controls]],NIST SP 800-53r5
