item_id,parent_id,parent_type,item_label,item_text,source_document
PL-2-ITEM-a9,PL-2,Control,a.9.,Describe the operational environment for the system and any dependencies on or connections to other systems or system components;,NIST.SP.800-53r5.pdf
PL-2-ITEM-a10,PL-2,Control,a.10.,Provide an overview of the security and privacy requirements for the system;,NIST.SP.800-53r5.pdf
PL-2-ITEM-a11,PL-2,Control,a.11.,"Identify any relevant control baselines or overlays, if applicable;",NIST.SP.800-53r5.pdf
PL-2-ITEM-a12,PL-2,Control,a.12.,"Describe the controls in place or planned for meeting the security and privacy requirements, including a rationale for any tailoring decisions;",NIST.SP.800-53r5.pdf
PL-2-ITEM-a13,PL-2,Control,a.13.,Include risk determinations for security and privacy architecture and design decisions;,NIST.SP.800-53r5.pdf
PL-2-ITEM-a14,PL-2,Control,a.14.,Include security- and privacy-related activities affecting the system that require planning and coordination with [Assignment: organization-defined individuals or groups]; and,NIST.SP.800-53r5.pdf
PL-2-ITEM-a15,PL-2,Control,a.15.,Are reviewed and approved by the authorizing official or designated representative prior to plan implementation.,NIST.SP.800-53r5.pdf
PL-2-ITEM-b,PL-2,Control,b.,Distribute copies of the plans and communicate subsequent changes to the plans to [Assignment: organization-defined personnel or roles];,NIST.SP.800-53r5.pdf
PL-2-ITEM-c,PL-2,Control,c.,Review the plans [Assignment: organization-defined frequency];,NIST.SP.800-53r5.pdf
PL-2-ITEM-d,PL-2,Control,d.,Update the plans to address changes to the system and environment of operation or problems identified during plan implementation or control assessments; and,NIST.SP.800-53r5.pdf
PL-2-ITEM-e,PL-2,Control,e.,Protect the plans from unauthorized disclosure and modification.,NIST.SP.800-53r5.pdf
PL-4-ITEM-a,PL-4,Control,a.,"Establish and provide to individuals requiring access to the system, the rules that describe their responsibilities and expected behavior for information and system usage, security, and privacy;",NIST.SP.800-53r5.pdf
PL-4-ITEM-b,PL-4,Control,b.,"Receive a documented acknowledgment from such individuals, indicating that they have read, understand, and agree to abide by the rules of behavior, before authorizing access to information and the system;",NIST.SP.800-53r5.pdf
PL-4-ITEM-c,PL-4,Control,c.,Review and update the rules of behavior [Assignment: organization-defined frequency]; and,NIST.SP.800-53r5.pdf
PL-4-ITEM-d,PL-4,Control,d.,Require individuals who have acknowledged a previous version of the rules of behavior to read and re-acknowledge [Selection (one or more): [Assignment: organization-defined frequency]; when the rules are revised or updated].,NIST.SP.800-53r5.pdf
PL-4(1)-ITEM-a,PL-4(1),ControlEnhancement,(a),"Use of social media, social networking sites, and external sites/applications;",NIST.SP.800-53r5.pdf
PL-4(1)-ITEM-b,PL-4(1),ControlEnhancement,(b),Posting organizational information on public websites; and,NIST.SP.800-53r5.pdf
PL-4(1)-ITEM-c,PL-4(1),ControlEnhancement,(c),"Use of organization-provided identifiers (e.g., email addresses) and authentication secrets (e.g., passwords) for creating accounts on external sites/applications.",NIST.SP.800-53r5.pdf
PL-7-ITEM-a,PL-7,Control,a.,Develop a Concept of Operations (CONOPS) for the system describing how the organization intends to operate the system from the perspective of information security and privacy; and,NIST.SP.800-53r5.pdf
PL-7-ITEM-b,PL-7,Control,b.,Review and update the CONOPS [Assignment: organization-defined frequency].,NIST.SP.800-53r5.pdf
PL-8-ITEM-a,PL-8,Control,a.,Develop security and privacy architectures for the system that:,NIST.SP.800-53r5.pdf
PL-8-ITEM-a1,PL-8,Control,a.1.,"Describe the requirements and approach to be taken for protecting the confidentiality, integrity, and availability of organizational information;",NIST.SP.800-53r5.pdf
PL-8-ITEM-a2,PL-8,Control,a.2.,Describe the requirements and approach to be taken for processing personally identifiable information to minimize privacy risk to individuals;,NIST.SP.800-53r5.pdf
PL-8-ITEM-a3,PL-8,Control,a.3.,Describe how the architectures are integrated into and support the enterprise architecture; and,NIST.SP.800-53r5.pdf
PL-8-ITEM-a4,PL-8,Control,a.4.,"Describe any assumptions about, and dependencies on, external systems and services;",NIST.SP.800-53r5.pdf
PL-8-ITEM-b,PL-8,Control,b.,Review and update the architectures [Assignment: organization-defined frequency] to reflect changes in the enterprise architecture; and,NIST.SP.800-53r5.pdf
PL-8-ITEM-c,PL-8,Control,c.,"Reflect planned architecture changes in security and privacy plans, Concept of Operations (CONOPS), criticality analysis, organizational procedures, and procurements and acquisitions.",NIST.SP.800-53r5.pdf
PL-8(1)-ITEM-a,PL-8(1),ControlEnhancement,(a),Allocates [Assignment: organization-defined controls] to [Assignment: organization-defined locations and architectural layers]; and,NIST.SP.800-53r5.pdf
PL-8(1)-ITEM-b,PL-8(1),ControlEnhancement,(b),Ensures that the allocated controls operate in a coordinated and mutually reinforcing manner.,NIST.SP.800-53r5.pdf
PM-1-ITEM-a,PM-1,Control,a.,Develop and disseminate an organization-wide information security program plan that:,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-1-ITEM-a1,PM-1,Control,a.1.,Provides an overview of the requirements for the security program and a description of the security program management controls and common controls in place or planned for meeting those requirements;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-1-ITEM-a2,PM-1,Control,a.2.,"Includes the identification and assignment of roles, responsibilities, management commitment, coordination among organizational entities, and compliance;",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-1-ITEM-a3,PM-1,Control,a.3.,Reflects the coordination among organizational entities responsible for information security; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-1-ITEM-a4,PM-1,Control,a.4.,"Is approved by a senior official with responsibility and accountability for the risk being incurred to organizational operations (including mission, functions, image, and reputation), organizational assets, individuals, other organizations, and the Nation;",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-1-ITEM-b,PM-1,Control,b.,Review and update the organization-wide information security program plan [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-1-ITEM-c,PM-1,Control,c.,Protect the information security program plan from unauthorized disclosure and modification.,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-3-ITEM-a,PM-3,Control,a.,Include the resources needed to implement the information security and privacy programs in capital planning and investment requests and document all exceptions to this requirement;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-3-ITEM-b,PM-3,Control,b.,"Prepare documentation required for addressing information security and privacy programs in capital planning and investment requests in accordance with applicable laws, executive orders, directives, policies, regulations, standards; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-3-ITEM-c,PM-3,Control,c.,"Make available for expenditure, the planned information security and privacy resources.",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-4-ITEM-a,PM-4,Control,a.,"Implement a process to ensure that plans of action and milestones for the information security, privacy, and supply chain risk management programs and associated organizational systems:",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-4-ITEM-a1,PM-4,Control,a.1.,Are developed and maintained;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-4-ITEM-a2,PM-4,Control,a.2.,"Document the remedial information security, privacy, and supply chain risk management actions to adequately respond to risk to organizational operations and assets, individuals, other organizations, and the Nation; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-4-ITEM-a3,PM-4,Control,a.3.,Are reported in accordance with established reporting requirements.,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-4-ITEM-b,PM-4,Control,b.,Review plans of action and milestones for consistency with the organizational risk management strategy and organization-wide priorities for risk response actions.,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-9-ITEM-a,PM-9,Control,a.,Develops a comprehensive strategy to manage:,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-9-ITEM-a1,PM-9,Control,a.1.,"Security risk to organizational operations and assets, individuals, other organizations, and the Nation associated with the operation and use of organizational systems; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-9-ITEM-a2,PM-9,Control,a.2.,Privacy risk to individuals resulting from the authorized processing of personally identifiable information;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-9-ITEM-b,PM-9,Control,b.,Implement the risk management strategy consistently across the organization; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-9-ITEM-c,PM-9,Control,c.,"Review and update the risk management strategy [Assignment: organization-defined frequency] or as required, to address organizational changes.",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-10-ITEM-a,PM-10,Control,a.,Manage the security and privacy state of organizational systems and the environments in which those systems operate through authorization processes;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-10-ITEM-b,PM-10,Control,b.,Designate individuals to fulfill specific roles and responsibilities within the organizational risk management process; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-10-ITEM-c,PM-10,Control,c.,Integrate the authorization processes into an organization-wide risk management program.,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-11-ITEM-a,PM-11,Control,a.,"Define organizational mission and business processes with consideration for information security and privacy and the resulting risk to organizational operations, organizational assets, individuals, other organizations, and the Nation; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-11-ITEM-b,PM-11,Control,b.,Determine information protection and personally identifiable information processing needs arising from the defined mission and business processes; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-11-ITEM-c,PM-11,Control,c.,Review and revise the mission and business processes [Assignment: organization-defined frequency].,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-14-ITEM-a,PM-14,Control,a.,"Implement a process for ensuring that organizational plans for conducting security and privacy testing, training, and monitoring activities associated with organizational systems:",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-14-ITEM-a1,PM-14,Control,a.1.,Are developed and maintained; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-14-ITEM-a2,PM-14,Control,a.2.,Continue to be executed; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-14-ITEM-b,PM-14,Control,b.,"Review testing, training, and monitoring plans for consistency with the organizational risk management strategy and organization-wide priorities for risk response actions.",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-15-ITEM-a,PM-15,Control,a.,To facilitate ongoing security and privacy education and training for organizational personnel;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-15-ITEM-b,PM-15,Control,b.,"To maintain currency with recommended security and privacy practices, techniques, and technologies; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-15-ITEM-c,PM-15,Control,c.,"To share current security and privacy information, including threats, vulnerabilities, and incidents.",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-17-ITEM-a,PM-17,Control,a.,"Establish policy and procedures to ensure that requirements for the protection of controlled unclassified information that is processed, stored or transmitted on external systems, are implemented in accordance with applicable laws, executive orders, directives, policies, regulations, and standards; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-17-ITEM-b,PM-17,Control,b.,Review and update the policy and procedures [Assignment: organization-defined frequency].,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-18-ITEM-a,PM-18,Control,a.,"Develop and disseminate an organization-wide privacy program plan that provides an overview of the agency’s privacy program, and:",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-18-ITEM-a1,PM-18,Control,a.1.,Includes a description of the structure of the privacy program and the resources dedicated to the privacy program;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-18-ITEM-a2,PM-18,Control,a.2.,Provides an overview of the requirements for the privacy program and a description of the privacy program management controls and common controls in place or planned for meeting those requirements;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-18-ITEM-a3,PM-18,Control,a.3.,Includes the role of the senior agency official for privacy and the identification and assignment of roles of other privacy officials and staff and their responsibilities;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-18-ITEM-a4,PM-18,Control,a.4.,"Describes management commitment, compliance, and the strategic goals and objectives of the privacy program;",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-18-ITEM-a5,PM-18,Control,a.5.,Reflects coordination among organizational entities responsible for the different aspects of privacy; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-18-ITEM-a6,PM-18,Control,a.6.,"Is approved by a senior official with responsibility and accountability for the privacy risk being incurred to organizational operations (including mission, functions, image, and reputation), organizational assets, individuals, other organizations, and the Nation; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-18-ITEM-b,PM-18,Control,b.,Update the plan [Assignment: organization-defined frequency] and to address changes in federal privacy laws and policy and organizational changes and problems identified during plan implementation or privacy control assessments.,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-20-ITEM-a,PM-20,Control,a.,Ensures that the public has access to information about organizational privacy activities and can communicate with its senior agency official for privacy;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-20-ITEM-b,PM-20,Control,b.,Ensures that organizational privacy practices and reports are publicly available; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-20-ITEM-c,PM-20,Control,c.,Employs publicly facing email addresses and/or phone lines to enable the public to provide feedback and/or direct questions to privacy offices regarding privacy practices.,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-20(1)-ITEM-a,PM-20(1),ControlEnhancement,(a),Are written in plain language and organized in a way that is easy to understand and navigate;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-20(1)-ITEM-b,PM-20(1),ControlEnhancement,(b),Provide information needed by the public to make an informed decision about whether and how to interact with the organization; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-20(1)-ITEM-c,PM-20(1),ControlEnhancement,(c),Are updated whenever the organization makes a substantive change to the practices it describes and includes a time/date stamp to inform the public of the date of the most recent changes.,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-21-ITEM-a,PM-21,Control,a.,"Develop and maintain an accurate accounting of disclosures of personally identifiable information, including:",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-21-ITEM-a1,PM-21,Control,a.1.,"Date, nature, and purpose of each disclosure; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-21-ITEM-a2,PM-21,Control,a.2.,"Name and address, or other contact information of the individual or organization to which the disclosure was made;",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-21-ITEM-b,PM-21,Control,b.,"Retain the accounting of disclosures for the length of the time the personally identifiable information is maintained or five years after the disclosure is made, whichever is longer; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-21-ITEM-c,PM-21,Control,c.,Make the accounting of disclosures available to the individual to whom the personally identifiable information relates upon request.,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-22-ITEM-a,PM-22,Control,a.,"Reviewing for the accuracy, relevance, timeliness, and completeness of personally identifiable information across the information life cycle;",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-22-ITEM-b,PM-22,Control,b.,Correcting or deleting inaccurate or outdated personally identifiable information;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-22-ITEM-c,PM-22,Control,c.,Disseminating notice of corrected or deleted personally identifiable information to individuals or other appropriate entities; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-22-ITEM-d,PM-22,Control,d.,Appeals of adverse decisions on correction or deletion requests.,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-24-ITEM-a,PM-24,Control,a.,Review proposals to conduct or participate in a matching program; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-24-ITEM-b,PM-24,Control,b.,Conduct an annual review of all matching programs in which the agency has participated.,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-25-ITEM-a,PM-25,Control,a.,"Develop, document, and implement policies and procedures that address the use of personally identifiable information for internal testing, training, and research;",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-25-ITEM-b,PM-25,Control,b.,"Limit or minimize the amount of personally identifiable information used for internal testing, training, and research purposes;",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-25-ITEM-c,PM-25,Control,c.,"Authorize the use of personally identifiable information when such information is required for internal testing, training, and research; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-25-ITEM-d,PM-25,Control,d.,Review and update policies and procedures [Assignment: organization-defined frequency].,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-26-ITEM-a,PM-26,Control,a.,Mechanisms that are easy to use and readily accessible by the public;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-26-ITEM-b,PM-26,Control,b.,All information necessary for successfully filing complaints;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-26-ITEM-c,PM-26,Control,c.,Tracking mechanisms to ensure all complaints received are reviewed and addressed within [Assignment: organization-defined time period];,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-26-ITEM-d,PM-26,Control,d.,"Acknowledgement of receipt of complaints, concerns, or questions from individuals within [Assignment: organization-defined time period]; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-26-ITEM-e,PM-26,Control,e.,"Response to complaints, concerns, or questions from individuals within [Assignment: organization-defined time period].",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-27-ITEM-a,PM-27,Control,a.,Develop [Assignment: organization-defined privacy reports] and disseminate to:,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-27-ITEM-a1,PM-27,Control,a.1.,"[Assignment: organization-defined oversight bodies] to demonstrate accountability with statutory, regulatory, and policy privacy mandates; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-27-ITEM-a2,PM-27,Control,a.2.,[Assignment: organization-defined officials] and other personnel with responsibility for monitoring privacy program compliance; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-27-ITEM-b,PM-27,Control,b.,Review and update privacy reports [Assignment: organization-defined frequency].,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-28-ITEM-a,PM-28,Control,a.,Identify and document:,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-28-ITEM-a1,PM-28,Control,a.1.,"Assumptions affecting risk assessments, risk responses, and risk monitoring;",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-28-ITEM-a2,PM-28,Control,a.2.,"Constraints affecting risk assessments, risk responses, and risk monitoring;",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-28-ITEM-a3,PM-28,Control,a.3.,Priorities and trade-offs considered by the organization for managing risk; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-28-ITEM-a4,PM-28,Control,a.4.,Organizational risk tolerance;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-28-ITEM-b,PM-28,Control,b.,Distribute the results of risk framing activities to [Assignment: organization-defined personnel]; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-28-ITEM-c,PM-28,Control,c.,Review and update risk framing considerations [Assignment: organization-defined frequency].,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-29-ITEM-a,PM-29,Control,a.,"Appoint a Senior Accountable Official for Risk Management to align organizational information security and privacy management processes with strategic, operational, and budgetary planning processes; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-29-ITEM-b,PM-29,Control,b.,Establish a Risk Executive (function) to view and analyze risk from an organization-wide perspective and ensure management of risk is consistent across the organization.,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-30-ITEM-a,PM-30,Control,a.,"Develop an organization-wide strategy for managing supply chain risks associated with the development, acquisition, maintenance, and disposal of systems, system components, and system services;",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-30-ITEM-b,PM-30,Control,b.,Implement the supply chain risk management strategy consistently across the organization; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-30-ITEM-c,PM-30,Control,c.,"Review and update the supply chain risk management strategy on [Assignment: organization-defined frequency] or as required, to address organizational changes.",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-31-ITEM-a,PM-31,Control,a.,Establishing the following organization-wide metrics to be monitored: [Assignment: organization-defined metrics];,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-31-ITEM-b,PM-31,Control,b.,Establishing [Assignment: organization-defined frequencies] for monitoring and [Assignment: organization-defined frequencies] for assessment of control effectiveness;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-31-ITEM-c,PM-31,Control,c.,Ongoing monitoring of organizationally-defined metrics in accordance with the continuous monitoring strategy;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-31-ITEM-d,PM-31,Control,d.,Correlation and analysis of information generated by control assessments and monitoring;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-31-ITEM-e,PM-31,Control,e.,Response actions to address results of the analysis of control assessment and monitoring information; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PM-31-ITEM-f,PM-31,Control,f.,Reporting the security and privacy status of organizational systems to [Assignment: organization-defined personnel or roles] [Assignment: organization-defined frequency].,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-1-ITEM-a,PS-1,Control,a.,"Develop, document, and disseminate to [Assignment: organization-defined personnel or roles]:",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-1-ITEM-a1,PS-1,Control,a.1.,[Selection (one or more): Organization-level; Mission/business process-level; System- level] personnel security policy that:,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-1-ITEM-a1a,PS-1,Control,a.1.(a),"Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-1-ITEM-a1b,PS-1,Control,a.1.(b),"Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-1-ITEM-a2,PS-1,Control,a.2.,Procedures to facilitate the implementation of the personnel security policy and the associated personnel security controls;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-1-ITEM-b,PS-1,Control,b.,"Designate an [Assignment: organization-defined official] to manage the development, documentation, and dissemination of the personnel security policy and procedures; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-1-ITEM-c,PS-1,Control,c.,Review and update the current personnel security:,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-1-ITEM-c1,PS-1,Control,c.1.,Policy [Assignment: organization-defined frequency] and following [Assignment: organization-defined events]; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-1-ITEM-c2,PS-1,Control,c.2.,Procedures [Assignment: organization-defined frequency] and following [Assignment: organization-defined events].,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-2-ITEM-a,PS-2,Control,a.,Assign a risk designation to all organizational positions;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-2-ITEM-b,PS-2,Control,b.,Establish screening criteria for individuals filling those positions; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-2-ITEM-c,PS-2,Control,c.,Review and update position risk designations [Assignment: organization-defined frequency].,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-3-ITEM-a,PS-3,Control,a.,Screen individuals prior to authorizing access to the system; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-3-ITEM-b,PS-3,Control,b.,"Rescreen individuals in accordance with [Assignment: organization-defined conditions requiring rescreening and, where rescreening is so indicated, the frequency of rescreening].",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-3(3)-ITEM-a,PS-3(3),ControlEnhancement,(a),Have valid access authorizations that are demonstrated by assigned official government duties; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-3(3)-ITEM-b,PS-3(3),ControlEnhancement,(b),Satisfy [Assignment: organization-defined additional personnel screening criteria].,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-4-ITEM-a,PS-4,Control,a.,Disable system access within [Assignment: organization-defined time period];,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-4-ITEM-b,PS-4,Control,b.,Terminate or revoke any authenticators and credentials associated with the individual;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-4-ITEM-c,PS-4,Control,c.,Conduct exit interviews that include a discussion of [Assignment: organization-defined information security topics];,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-4-ITEM-d,PS-4,Control,d.,Retrieve all security-related organizational system-related property; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-4-ITEM-e,PS-4,Control,e.,Retain access to organizational information and systems formerly controlled by terminated individual.,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-4(1)-ITEM-a,PS-4(1),ControlEnhancement,(a),"Notify terminated individuals of applicable, legally binding post-employment requirements for the protection of organizational information; and",NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-4(1)-ITEM-b,PS-4(1),ControlEnhancement,(b),Require terminated individuals to sign an acknowledgment of post-employment requirements as part of the organizational termination process.,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-5-ITEM-a,PS-5,Control,a.,Review and confirm ongoing operational need for current logical and physical access authorizations to systems and facilities when individuals are reassigned or transferred to other positions within the organization;,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-5-ITEM-b,PS-5,Control,b.,Initiate [Assignment: organization-defined transfer or reassignment actions] within [Assignment: organization-defined time period following the formal transfer action];,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-5-ITEM-c,PS-5,Control,c.,Modify access authorization as needed to correspond with any changes in operational need due to reassignment or transfer; and,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
PS-5-ITEM-d,PS-5,Control,d.,Notify [Assignment: organization-defined personnel or roles] within [Assignment: organization-defined time period].,NIST SP 800-53r5 (KB 2/USA/NIST.SP.800-53r5.pdf)
