definition_id,definition_number,term,definition_text,full_text,defined_in_article_id,source_document
DEF-11,11,advanced electronic signature,an electronic signature which meets the requirements set out in Article 26,‘advanced electronic signature’ means an electronic signature which meets the requirements set out in Article 26;,ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-12,12,qualified electronic signature,"an advanced electronic signature that is created by a qualified electronic signature creation device, and which is based on a qualified certificate for electronic signatures","‘qualified electronic signature’ means an advanced electronic signature that is created by a qualified electronic signature creation device, and which is based on a qualified certificate for electronic signatures;",ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-13,13,electronic signature creation data,unique data which is used by the signatory to create an electronic signature,‘electronic signature creation data’ means unique data which is used by the signatory to create an electronic signature;,ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-14,14,certificate for electronic signature,an electronic attestation which links electronic signature validation data to a natural person and confirms at least the name or the pseudonym of that person,‘certificate for electronic signature’ means an electronic attestation which links electronic signature validation data to a natural person and confirms at least the name or the pseudonym of that person;,ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-15,15,qualified certificate for electronic signature,"a certificate for electronic signatures, that is issued by a qualified trust service provider and meets the requirements laid down in Annex I","‘qualified certificate for electronic signature’ means a certificate for electronic signatures, that is issued by a qualified trust service provider and meets the requirements laid down in Annex I;",ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-16,16,trust service,"an electronic service normally provided for remuneration which consists of: (a) the creation, verification, and validation of electronic signatures, electronic seals or electronic time stamps, electronic registered delivery services and certificates related to those services, or (b) the creation, verification and validation of certificates for website authentication; or (c) the preservation of electronic signatures, seals or certificates related to those services","‘trust service’ means an electronic service normally provided for remuneration which consists of: (a) the creation, verification, and validation of electronic signatures, electronic seals or electronic time stamps, electronic registered delivery services and certificates related to those services, or (b) the creation, verification and validation of certificates for website authentication; or (c) the preservation of electronic signatures, seals or certificates related to those services;",ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-17,17,qualified trust service,a trust service that meets the applicable requirements laid down in this Regulation,‘qualified trust service’ means a trust service that meets the applicable requirements laid down in this Regulation;,ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-18,18,conformity assessment body,"a body defined in point 13 of Article 2 of Regulation (EC) No 765/2008, which is accredited in accordance with that Regulation as competent to carry out conformity assessment of a qualified trust service provider and the qualified trust services it provides","‘conformity assessment body’ means a body defined in point 13 of Article 2 of Regulation (EC) No 765/2008, which is accredited in accordance with that Regulation as competent to carry out conformity assessment of a qualified trust service provider and the qualified trust services it provides;",ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-19,19,trust service provider,a natural or a legal person who provides one or more trust services either as a qualified or as a non-qualified trust service provider,‘trust service provider’ means a natural or a legal person who provides one or more trust services either as a qualified or as a non-qualified trust service provider;,ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-20,20,qualified trust service provider,a trust service provider who provides one or more qualified trust services and is granted the qualified status by the supervisory body,‘qualified trust service provider’ means a trust service provider who provides one or more qualified trust services and is granted the qualified status by the supervisory body;,ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-21,21,product,"hardware or software, or relevant components of hardware or software, which are intended to be used for the provision of trust services","‘product’ means hardware or software, or relevant components of hardware or software, which are intended to be used for the provision of trust services;",ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-22,22,electronic signature creation device,configured software or hardware used to create an electronic signature,‘electronic signature creation device’ means configured software or hardware used to create an electronic signature;,ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-23,23,qualified electronic signature creation device,an electronic signature creation device that meets the requirements laid down in Annex II,‘qualified electronic signature creation device’ means an electronic signature creation device that meets the requirements laid down in Annex II;,ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-24,24,creator of a seal,a legal person who creates an electronic seal,‘creator of a seal’ means a legal person who creates an electronic seal;,ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-25,25,electronic seal,"data in electronic form, which is attached to or logically associated with other data in electronic form to ensure the latter’s origin and integrity","‘electronic seal’ means data in electronic form, which is attached to or logically associated with other data in electronic form to ensure the latter’s origin and integrity;",ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-26,26,advanced electronic seal,"an electronic seal, which meets the requirements set out in Article 36","‘advanced electronic seal’ means an electronic seal, which meets the requirements set out in Article 36;",ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-27,27,qualified electronic seal,"an advanced electronic seal, which is created by a qualified electronic seal creation device, and that is based on a qualified certificate for electronic seal","‘qualified electronic seal’ means an advanced electronic seal, which is created by a qualified electronic seal creation device, and that is based on a qualified certificate for electronic seal;",ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-28,28,electronic seal creation data,"unique data, which is used by the creator of the electronic seal to create an electronic seal","‘electronic seal creation data’ means unique data, which is used by the creator of the electronic seal to create an electronic seal;",ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-29,29,certificate for electronic seal,an electronic attestation that links electronic seal validation data to a legal person and confirms the name of that person,‘certificate for electronic seal’ means an electronic attestation that links electronic seal validation data to a legal person and confirms the name of that person;,ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-30,30,qualified certificate for electronic seal,"a certificate for an electronic seal, that is issued by a qualified trust service provider and meets the requirements laid down in Annex III","‘qualified certificate for electronic seal’ means a certificate for an electronic seal, that is issued by a qualified trust service provider and meets the requirements laid down in Annex III;",ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-31,31,electronic seal creation device,configured software or hardware used to create an electronic seal,‘electronic seal creation device’ means configured software or hardware used to create an electronic seal;,ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-32,32,qualified electronic seal creation device,an electronic seal creation device that meets mutatis mutandis the requirements laid down in Annex II,‘qualified electronic seal creation device’ means an electronic seal creation device that meets mutatis mutandis the requirements laid down in Annex II;,ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-33,33,electronic time stamp,data in electronic form which binds other data in electronic form to a particular time establishing evidence that the latter data existed at that time,‘electronic time stamp’ means data in electronic form which binds other data in electronic form to a particular time establishing evidence that the latter data existed at that time;,ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-34,34,qualified electronic time stamp,an electronic time stamp which meets the requirements laid down in Article 42,‘qualified electronic time stamp’ means an electronic time stamp which meets the requirements laid down in Article 42;,ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-35,35,electronic document,"any content stored in electronic form, in particular text or sound, visual or audiovisual recording","‘electronic document’ means any content stored in electronic form, in particular text or sound, visual or audiovisual recording;",ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-36,36,electronic registered delivery service,"a service that makes it possible to transmit data between third parties by electronic means and provides evidence relating to the handling of the transmitted data, including proof of sending and receiving the data, and that protects transmitted data against the risk of loss, theft, damage or any unauthorised alterations","‘electronic registered delivery service’ means a service that makes it possible to transmit data between third parties by electronic means and provides evidence relating to the handling of the transmitted data, including proof of sending and receiving the data, and that protects transmitted data against the risk of loss, theft, damage or any unauthorised alterations;",ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-37,37,qualified electronic registered delivery service,an electronic registered delivery service which meets the requirements laid down in Article 44,‘qualified electronic registered delivery service’ means an electronic registered delivery service which meets the requirements laid down in Article 44;,ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-38,38,certificate for website authentication,an attestation that makes it possible to authenticate a website and links the website to the natural or legal person to whom the certificate is issued,‘certificate for website authentication’ means an attestation that makes it possible to authenticate a website and links the website to the natural or legal person to whom the certificate is issued;,ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-39,39,qualified certificate for website authentication,"a certificate for website authentication, which is issued by a qualified trust service provider and meets the requirements laid down in Annex IV","‘qualified certificate for website authentication’ means a certificate for website authentication, which is issued by a qualified trust service provider and meets the requirements laid down in Annex IV;",ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-40,40,validation data,data that is used to validate an electronic signature or an electronic seal,‘validation data’ means data that is used to validate an electronic signature or an electronic seal;,ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
DEF-41,41,validation,the process of verifying and confirming that an electronic signature or a seal is valid,‘validation’ means the process of verifying and confirming that an electronic signature or a seal is valid.,ART-3,KB 2/Europe/eIDAS Regulation (Electronic Identification and Trust Services).pdf
