bill_clause_id,bill_section_id,bill_proposed_section_id,path,kind,label,quoted_matter,text,source_document
BILL-206(f),BILL-SEC-206,BILL-USC-3559A,(f),subsection,f,yes,(f) PRIORITIZATION OF PENETRATION TESTING RESOURCES.—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-206(f)(1),BILL-SEC-206,BILL-USC-3559A,(f)(1),paragraph,1,yes,"(1) IN GENERAL.—The Director, in coordination with the Director of the Cybersecurity and Infrastructure Security Agency, shall develop a framework for prioritizing Federal penetration testing resources among agencies.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-206(f)(2),BILL-SEC-206,BILL-USC-3559A,(f)(2),paragraph,2,yes,"(2) CONSIDERATIONS.—In developing the framework under this subsection, the Director shall consider—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-206(f)(2)(A),BILL-SEC-206,BILL-USC-3559A,(f)(2)(A),subparagraph,A,yes,(A) agency system risk assessments performed under section 3554(a)(1)(A);,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-206(f)(2)(B),BILL-SEC-206,BILL-USC-3559A,(f)(2)(B),subparagraph,B,yes,(B) the Federal risk assessment performed under section 3553(i);,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-206(f)(2)(C),BILL-SEC-206,BILL-USC-3559A,(f)(2)(C),subparagraph,C,yes,(C) the analysis of Federal incident data performed under section 3597; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-206(f)(2)(D),BILL-SEC-206,BILL-USC-3559A,(f)(2)(D),subparagraph,D,yes,(D) any other information determined appropriate by the Director or the Director of the Cybersecurity and Infrastructure Security Agency.’’.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-206(b)#2,BILL-SEC-206,BILL-USC-3559A,(b),subsection,b,no,"(b) CLERICAL AMENDMENT.—The table of sections for chapter 35 of title 44, United States Code, is amended by adding after the item relating to section 3559 the following: ‘‘3559A. Federal penetration testing.’’.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-206(c)#2,BILL-SEC-206,BILL-USC-3559A,(c),subsection,c,no,"(c) PENETRATION TESTING BY THE SECRETARY OF HOMELAND SECURITY.—Section 3553(b) of title 44, United States Code, as amended by section 1705 of the William M. (Mac) Thornberry National Defense Authorization Act for Fiscal Year 2021 (Public Law 116–283) and section 101, is further amended—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-206(c)(1)#2,BILL-SEC-206,BILL-USC-3559A,(c)(1),paragraph,1,no,"(1) in paragraph (8)(B), by striking ‘‘and’’ at the end;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-206(c)(2)#2,BILL-SEC-206,BILL-USC-3559A,(c)(2),paragraph,2,no,(2) by redesignating paragraph (9) as paragraph (10); and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-206(c)(3)#2,BILL-SEC-206,BILL-USC-3559A,(c)(3),paragraph,3,no,(3) by inserting after paragraph (8) the following:,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-206(c)(9),BILL-SEC-206,BILL-USC-3559A,(c)(9),paragraph,9,yes,"(9) performing penetration testing with or without advance notice to, or authorization from, agencies, to identify vulnerabilities within Federal information systems; and’’.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-207(a),BILL-SEC-207,,(a),subsection,a,no,(a) THREAT HUNTING PROGRAM.—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-207(a)(1),BILL-SEC-207,,(a)(1),paragraph,1,no,"(1) IN GENERAL.—Not later than 540 days after the date of enactment of this Act, the Director of the Cybersecurity and Infrastructure Security Agency shall establish a program to provide ongoing, hypothesis-driven threat-hunting services on the network of each agency.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-207(a)(2),BILL-SEC-207,,(a)(2),paragraph,2,no,"(2) PLAN.—Not later than 180 days after the date of enactment of this Act, the Director of the Cybersecurity and Infrastructure Security Agency shall develop a plan to establish the program required under paragraph (1) that describes how the Director of the Cybersecurity and Infrastructure Security Agency plans to—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-207(a)(2)(A),BILL-SEC-207,,(a)(2)(A),subparagraph,A,no,"(A) determine the method for collecting, storing, accessing, and analyzing appropriate agency data;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-207(a)(2)(B),BILL-SEC-207,,(a)(2)(B),subparagraph,B,no,(B) provide on-premises support to agencies;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-207(a)(2)(C),BILL-SEC-207,,(a)(2)(C),subparagraph,C,no,(C) staff threat hunting services;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-207(a)(2)(D),BILL-SEC-207,,(a)(2)(D),subparagraph,D,no,(D) allocate available human and financial resources to implement the plan; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-207(a)(2)(E),BILL-SEC-207,,(a)(2)(E),subparagraph,E,no,(E) provide input to the heads of agencies on the use of—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-207(a)(2)(E)(i),BILL-SEC-207,,(a)(2)(E)(i),clause,i,no,"(i) more stringent standards under section 11331(c)(1) of title 40, United States Code; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-207(a)(2)(E)(ii),BILL-SEC-207,,(a)(2)(E)(ii),clause,ii,no,"(ii) additional cybersecurity procedures under section 3554 of title 44, United States Code.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-207(b),BILL-SEC-207,,(b),subsection,b,no,(b) REPORTS.—The Director of the Cybersecurity and Infrastructure Security Agency shall submit to the appropriate congressional committees—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-207(b)(1),BILL-SEC-207,,(b)(1),paragraph,1,no,"(1) not later than 30 days after the date on which the Director of the Cybersecurity and Infrastructure Security Agency completes the plan required under subsection (a)(2), a report on the plan to provide threat hunting services to agencies;","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-207(b)(2),BILL-SEC-207,,(b)(2),paragraph,2,no,"(2) not less than 30 days before the date on which the Director of the Cybersecurity and Infrastructure Security Agency begins providing threat hunting services under the program, a report providing any updates to the plan developed under subsection (a)(2); and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-207(b)(3),BILL-SEC-207,,(b)(3),paragraph,3,no,"(3) not later than 1 year after the date on which the Director of the Cybersecurity and Infrastructure Security Agency begins providing threat hunting services to agencies other than the Cybersecurity and Infrastructure Security Agency, a report describing lessons learned from providing those services.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(a),BILL-SEC-208,,(a),subsection,a,no,"(a) IN GENERAL.—Chapter 35 of title 44 of United States Code is amended by inserting after section 3559A, as added by section 206 of this Act, the following:","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(a)#2,BILL-SEC-208,BILL-USC-3559B,(a),subsection,a,yes,(a) DEFINITIONS.—In this section:,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(a)(1),BILL-SEC-208,BILL-USC-3559B,(a)(1),paragraph,1,yes,(1) REPORT.—The term ‘report’ means a vulnerability disclosure made to an agency by a reporter.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(a)(2),BILL-SEC-208,BILL-USC-3559B,(a)(2),paragraph,2,yes,(2) REPORTER.—The term ‘reporter’ means an individual that submits a vulnerability report pursuant to the vulnerability disclosure process of an agency.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(b),BILL-SEC-208,BILL-USC-3559B,(b),subsection,b,yes,(b) RESPONSIBILITIES OF OMB.—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(b)(1),BILL-SEC-208,BILL-USC-3559B,(b)(1),paragraph,1,yes,"(1) LIMITATION ON LEGAL ACTION.—The Director, in consultation with the Attorney General, shall issue guidance to agencies to not recommend or pursue legal action against a reporter or an individual that conducts a security research activity that the head of the agency determines—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(b)(1)(A),BILL-SEC-208,BILL-USC-3559B,(b)(1)(A),subparagraph,A,yes,(A) represents a good faith effort to follow the vulnerability disclosure policy developed under subsection (d)(2) of the agency; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(b)(1)(B),BILL-SEC-208,BILL-USC-3559B,(b)(1)(B),subparagraph,B,yes,(B) is authorized under the vulnerability disclosure policy developed under subsection,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(2),BILL-SEC-208,BILL-USC-3559B,(d)(2),paragraph,2,no,(d)(2) of the agency.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(2)#2,BILL-SEC-208,BILL-USC-3559B,(d)(2),paragraph,2,yes,"(2) SHARING INFORMATION WITH CISA.—The Director, in coordination with the Director of the Cybersecurity and Infrastructure Security Agency, shall issue guidance to agencies on sharing relevant information in a consistent, automated, and machine readable manner with the Cybersecurity and Infrastructure Security Agency, including—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(2)(A),BILL-SEC-208,BILL-USC-3559B,(d)(2)(A),subparagraph,A,yes,(A) any valid or credible reports of newly discovered or not publicly known vulnerabilities (including misconfigurations) on an agency information system that uses commercial software or services;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(2)(B),BILL-SEC-208,BILL-USC-3559B,(d)(2)(B),subparagraph,B,yes,"(B) information relating to vulnerability disclosure, coordination, or remediation activities of an agency, particularly as those activities relate to outside organizations—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(2)(B)(i),BILL-SEC-208,BILL-USC-3559B,(d)(2)(B)(i),clause,i,yes,(i) with which the head of the agency believes the Director of the Cybersecurity and Infrastructure Security can assist; or,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(2)(B)(ii),BILL-SEC-208,BILL-USC-3559B,(d)(2)(B)(ii),clause,ii,yes,(ii) about which the head of the agency believes the Director of the Cybersecurity and Infrastructure Security should know; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(2)(C),BILL-SEC-208,BILL-USC-3559B,(d)(2)(C),subparagraph,C,yes,(C) any other information with respect to which the head of the agency determines helpful or necessary to involve the Cybersecurity and Infrastructure Security Agency.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(3),BILL-SEC-208,BILL-USC-3559B,(d)(3),paragraph,3,yes,(3) AGENCY VULNERABILITY DISCLOSURE POLICIES.—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(3)(A),BILL-SEC-208,BILL-USC-3559B,(d)(3)(A),subparagraph,A,yes,(A) IN GENERAL.—The Director shall issue guidance to agencies on the required minimum scope of agency systems covered by the vulnerability disclosure policy of an agency required under subsection (d)(2).,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(3)(B),BILL-SEC-208,BILL-USC-3559B,(d)(3)(B),subparagraph,B,yes,"(B) DEADLINE.—Not later than 2 years after the date of enactment of the Federal Information Security Modernization Act of 2021, the Director shall update the guidance issued under subparagraph (A) to require that every agency system that is connected to the internet is covered by the vulnerability disclosure policy of the agency.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(c),BILL-SEC-208,BILL-USC-3559B,(c),subsection,c,yes,(c) RESPONSIBILITIES OF CISA.—The Director of the Cybersecurity and Infrastructure Security Agency shall—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(c)(1),BILL-SEC-208,BILL-USC-3559B,(c)(1),paragraph,1,yes,(1) provide support to agencies with respect to the implementation of the requirements of this section;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(c)(2),BILL-SEC-208,BILL-USC-3559B,(c)(2),paragraph,2,yes,"(2) develop tools, processes, and other mechanisms determined appropriate to offer agencies capabilities to implement the requirements of this section; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(c)(3),BILL-SEC-208,BILL-USC-3559B,(c)(3),paragraph,3,yes,"(3) upon a request by an agency, assist the agency in the disclosure to vendors of newly identified vulnerabilities in vendor products and services.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d),BILL-SEC-208,BILL-USC-3559B,(d),subsection,d,yes,(d) RESPONSIBILITIES OF AGENCIES.—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(1),BILL-SEC-208,BILL-USC-3559B,(d)(1),paragraph,1,yes,"(1) PUBLIC INFORMATION.—The head of each agency shall make publicly available, with respect to each internet domain under the control of the agency that is not a national security system—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(1)(A),BILL-SEC-208,BILL-USC-3559B,(d)(1)(A),subparagraph,A,yes,(A) an appropriate security contact; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(1)(B),BILL-SEC-208,BILL-USC-3559B,(d)(1)(B),subparagraph,B,yes,(B) the component of the agency that is responsible for the internet accessible services offered at the domain.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(2)#3,BILL-SEC-208,BILL-USC-3559B,(d)(2),paragraph,2,yes,"(2) VULNERABILITY DISCLOSURE POLICY.— The head of each agency shall develop and make publicly available a vulnerability disclosure policy for the agency, which shall—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(2)(A)#2,BILL-SEC-208,BILL-USC-3559B,(d)(2)(A),subparagraph,A,yes,(A) describe—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(2)(A)(i),BILL-SEC-208,BILL-USC-3559B,(d)(2)(A)(i),clause,i,yes,(i) the scope of the systems of the agency included in the vulnerability disclosure policy;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(2)(A)(ii),BILL-SEC-208,BILL-USC-3559B,(d)(2)(A)(ii),clause,ii,yes,(ii) the type of information system testing that is authorized by the agency;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(2)(A)(iii),BILL-SEC-208,BILL-USC-3559B,(d)(2)(A)(iii),clause,iii,yes,(iii) the type of information system testing that is not authorized by the agency; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(2)(A)(iv),BILL-SEC-208,BILL-USC-3559B,(d)(2)(A)(iv),clause,iv,yes,(iv) the disclosure policy of the agency for sensitive information;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(2)(B)#2,BILL-SEC-208,BILL-USC-3559B,(d)(2)(B),subparagraph,B,yes,(B) include a provision that authorizes the anonymous submission of a vulnerability by a reporter;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(2)(C)#2,BILL-SEC-208,BILL-USC-3559B,(d)(2)(C),subparagraph,C,yes,"(C) with respect to a report to an agency, describe—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(2)(C)(i),BILL-SEC-208,BILL-USC-3559B,(d)(2)(C)(i),clause,i,yes,(i) how the reporter should submit the report; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(2)(C)(ii),BILL-SEC-208,BILL-USC-3559B,(d)(2)(C)(ii),clause,ii,yes,"(ii) if the report is not anonymous under subparagraph (B), when the reporter should anticipate an acknowledgment of receipt of the report by the agency; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(2)(D),BILL-SEC-208,BILL-USC-3559B,(d)(2)(D),subparagraph,D,yes,(D) include any other relevant information.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(d)(3)#2,BILL-SEC-208,BILL-USC-3559B,(d)(3),paragraph,3,yes,(3) IDENTIFIED VULNERABILITIES.—The head of each agency shall incorporate any vulnerabilities reported under paragraph (2) into the vulnerability management process of the agency in order to track and remediate the vulnerability.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(e),BILL-SEC-208,BILL-USC-3559B,(e),subsection,e,yes,(e) PAPERWORK REDUCTION ACT EXEMPTION.— The requirements of subchapter I (commonly known as the ‘Paperwork Reduction Act’) shall not apply to a vulnerability disclosure program established under this section.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(f),BILL-SEC-208,BILL-USC-3559B,(f),subsection,f,yes,"(f) CONGRESSIONAL REPORTING.—Not later than 90 days after the date of enactment of the Federal Information Security Modernization Act of 2021, and annually thereafter for a 3-year period, the Director shall provide to the Committee on Homeland Security and Governmental Affairs of the Senate and the Committee on Oversight and Reform of the House of Representatives a briefing on the status of the use of vulnerability disclosure policies under this section at agencies, including, with respect to the guidance issued under subsection (b)(3), an identification of the agencies that are compliant and not compliant.’’.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-208(b)#2,BILL-SEC-208,BILL-USC-3559B,(b),subsection,b,no,"(b) CLERICAL AMENDMENT.—The table of sections for chapter 35 of title 44, United States Code, is amended by adding after the item relating to section 3559A the following: ‘‘3559B. Federal vulnerability disclosure programs.’’.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-209(a),BILL-SEC-209,,(a),subsection,a,no,"(a) RECOMMENDATIONS.—Not later than 60 days after the date of enactment of this Act, the Director of the Cybersecurity and Infrastructure Security Agency, in consultation with the Director of the National Institute of Standards and Technology, shall develop recommendations to increase the internal defenses of agency systems to—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-209(a)(1),BILL-SEC-209,,(a)(1),paragraph,1,no,(1) limit the ability of entities that cause incidents to move laterally through or between agency systems;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-209(a)(2),BILL-SEC-209,,(a)(2),paragraph,2,no,(2) identify incidents more quickly;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-209(a)(3),BILL-SEC-209,,(a)(3),paragraph,3,no,(3) isolate and remove unauthorized entities from agency systems more quickly;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-209(a)(4),BILL-SEC-209,,(a)(4),paragraph,4,no,(4) implement zero trust architecture; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-209(a)(5),BILL-SEC-209,,(a)(5),paragraph,5,no,(5) otherwise increase the resource costs for entities that cause incidents; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-209(b),BILL-SEC-209,,(b),subsection,b,no,(b) OMB GUIDANCE.—Not later than 180 days after the date on which the recommendations under subsection,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-209(a)#2,BILL-SEC-209,,(a),subsection,a,no,"(a) are completed, the Director shall issue guidance to agencies that requires the implementation of the recommendations.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-209(c),BILL-SEC-209,,(c),subsection,c,no,"(c) AGENCY IMPLEMENTATION PLANS.—Not later than 60 days after the date on which the Director issues guidance under subsection (b), the head of each agency shall submit to the Director a plan to implement zero trust architecture that includes—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-209(c)(1),BILL-SEC-209,,(c)(1),paragraph,1,no,(1) a description of any steps the agency has completed;,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-209(c)(2),BILL-SEC-209,,(c)(2),paragraph,2,no,(2) an identification of activities that will have the most immediate security impact; and,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-209(c)(3),BILL-SEC-209,,(c)(3),paragraph,3,no,(3) a schedule to implement the plan.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-209(d),BILL-SEC-209,,(d),subsection,d,no,"(d) REPORT AND BRIEFING.—Not later than 90 days after the date on which the Director issues guidance required under subsection (b), the Director shall provide a briefing to the appropriate congressional committees on the guidance and the agency implementation plans submitted under subsection (c).","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-210(a),BILL-SEC-210,,(a),subsection,a,no,"(a) OMB REPORT.—Not later than 180 days after the date of enactment of this Act, the Director shall submit to the appropriate congressional committees a report on the use of automation under paragraphs (1), (5)(C) and (7)(B) of section 3554(b) of title 44, United States Code.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-210(b),BILL-SEC-210,,(b),subsection,b,no,"(b) GAO REPORT.—Not later than 1 year after the date of enactment of this Act, the Comptroller General of the United States shall perform a study on the use of automation and machine readable data across the Federal Government for cybersecurity purposes, including the automated updating of cybersecurity tools, sensors, or processes by agencies.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-301(a),BILL-SEC-301,,(a),subsection,a,no,"(a) IN GENERAL.—Not later than 2 years after the date of enactment of this Act, the Director, in coordination with the Director of the Cybersecurity and Infrastructure Security Agency, shall establish a pilot program to perform continual agency auditing of the standards promulgated under section 11331 of title 40, United States Code.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-301(b),BILL-SEC-301,,(b),subsection,b,no,(b) PURPOSE.—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-301(b)(1),BILL-SEC-301,,(b)(1),paragraph,1,no,"(1) IN GENERAL.—The purpose of the pilot program established under subsection (a) shall be to develop the capability to continuously audit agency cybersecurity postures, rather than performing an annual audit.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-301(b)(2),BILL-SEC-301,,(b)(2),paragraph,2,no,"(2) USE OF INFORMATION.—It is the sense of Congress that information relating to agency cybersecurity postures should be used, on an ongoing basis, to increase agency understanding of cybersecurity risk and improve agency cybersecurity.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-301(c),BILL-SEC-301,,(c),subsection,c,no,(c) PARTICIPATING AGENCIES.—,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-301(c)(1),BILL-SEC-301,,(c)(1),paragraph,1,no,"(1) IN GENERAL.—The Director, in coordination with the Council of the Inspectors General on Integrity and Efficiency and in consultation with the Director of the Cybersecurity and Infrastructure Security Agency, shall identify not less than 1 agency and the Inspector General of each identified agency to participate in the pilot program established under subsection (a).","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-301(c)(2),BILL-SEC-301,,(c)(2),paragraph,2,no,"(2) CAPABILITIES OF AGENCY.—An agency selected under paragraph (1) shall have advanced cybersecurity capabilities, including the capability to implement verification specifications and other automated and machine-readable means of sharing information.","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-301(c)(3),BILL-SEC-301,,(c)(3),paragraph,3,no,"(3) CAPABILITIES OF INSPECTOR GENERAL.— The Inspector General of an agency selected under paragraph (1) shall have advanced cybersecurity capabilities, including the ability—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-301(c)(3)(A),BILL-SEC-301,,(c)(3)(A),subparagraph,A,no,"(A) to perform real-time or almost realtime and continuous analysis of the use of verification specifications by the agency to assess compliance with standards promulgated under section 11331 of title 40, United States Code; and","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-301(c)(3)(B),BILL-SEC-301,,(c)(3)(B),subparagraph,B,no,(B) to assess the impact and deployment of additional cybersecurity procedures.,"USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
BILL-301(d),BILL-SEC-301,,(d),subsection,d,no,"(d) DUTIES.—The Director, in coordination with the Council of the Inspectors General on Integrity and Efficiency, the Director of the Cybersecurity and Infrastructure Security Agency, and the head of each agency participating in the pilot program under subsection (c), shall develop processes and procedures to perform a continuous independent evaluation of—","USA_FISMA_Federal_Information_Security_Modernization_Act1.txt (S. 2902, 117th Congress, 1st Session)"
