source_id,target_id,rel_type,clause_type
s_15A(5)(b),s_15A(5)(b)(ii),HAS_CLAUSE,subparagraph
s_15A(5)(b),s_15A(5)(b)(iii),HAS_CLAUSE,subparagraph
s_15A(5),s_15A(5)(c),HAS_CLAUSE,paragraph
s_16,s_16(1),HAS_CLAUSE,subsection
s_16,s_16(2),HAS_CLAUSE,subsection
s_16,s_16(3),HAS_CLAUSE,subsection
s_16,s_16(4),HAS_CLAUSE,subsection
s_17,s_17(1),HAS_CLAUSE,subsection
s_17(1),s_17(1)(a),HAS_CLAUSE,paragraph
s_17(1),s_17(1)(b),HAS_CLAUSE,paragraph
s_17(1),s_17(1)(c),HAS_CLAUSE,paragraph
s_17,s_17(2),HAS_CLAUSE,subsection
s_17(2),s_17(2)(a),HAS_CLAUSE,paragraph
s_17(2)(a),s_17(2)(a)(i),HAS_CLAUSE,subparagraph
s_17(2)(a),s_17(2)(a)(ii),HAS_CLAUSE,subparagraph
s_17(2),s_17(2)(b),HAS_CLAUSE,paragraph
s_17(2)(b),s_17(2)(b)(i),HAS_CLAUSE,subparagraph
s_17(2)(b),s_17(2)(b)(ii),HAS_CLAUSE,subparagraph
s_18,s_18(a),HAS_CLAUSE,paragraph
s_18,s_18(b),HAS_CLAUSE,paragraph
s_19,s_19(a),HAS_CLAUSE,paragraph
s_19,s_19(b),HAS_CLAUSE,paragraph
s_20,s_20(1),HAS_CLAUSE,subsection
s_20(1),s_20(1)(a),HAS_CLAUSE,paragraph
s_20(1),s_20(1)(b),HAS_CLAUSE,paragraph
s_20(1),s_20(1)(c),HAS_CLAUSE,paragraph
s_20,s_20(2),HAS_CLAUSE,subsection
s_20,s_20(3),HAS_CLAUSE,subsection
s_20(3),s_20(3)(a),HAS_CLAUSE,paragraph
s_20(3),s_20(3)(b),HAS_CLAUSE,paragraph
s_20,s_20(4),HAS_CLAUSE,subsection
s_20(4),s_20(4)(a),HAS_CLAUSE,paragraph
s_20(4),s_20(4)(b),HAS_CLAUSE,paragraph
s_20,s_20(5),HAS_CLAUSE,subsection
s_20(5),s_20(5)(a),HAS_CLAUSE,paragraph
s_20(5),s_20(5)(b),HAS_CLAUSE,paragraph
s_21,s_21(1),HAS_CLAUSE,subsection
s_21(1),s_21(1)(a),HAS_CLAUSE,paragraph
s_21(1),s_21(1)(b),HAS_CLAUSE,paragraph
s_21,s_21(2),HAS_CLAUSE,subsection
s_21,s_21(3),HAS_CLAUSE,subsection
s_21(3),s_21(3)(a),HAS_CLAUSE,paragraph
s_21(3),s_21(3)(b),HAS_CLAUSE,paragraph
s_21(3),s_21(3)(c),HAS_CLAUSE,paragraph
s_21(3),s_21(3)(d),HAS_CLAUSE,paragraph
s_21(3),s_21(3)(e),HAS_CLAUSE,paragraph
s_21,s_21(3A),HAS_CLAUSE,subsection
s_21,s_21(4),HAS_CLAUSE,subsection
s_21,s_21(5),HAS_CLAUSE,subsection
s_21,s_21(6),HAS_CLAUSE,subsection
s_21(6),s_21(6)(a),HAS_CLAUSE,paragraph
s_21(6),s_21(6)(b),HAS_CLAUSE,paragraph
s_21,s_21(7),HAS_CLAUSE,subsection
s_21(7),s_21(7)(a),HAS_CLAUSE,paragraph
s_21(7),s_21(7)(b),HAS_CLAUSE,paragraph
s_22,s_22(1),HAS_CLAUSE,subsection
s_22,s_22(2),HAS_CLAUSE,subsection
s_22(2),s_22(2)(a),HAS_CLAUSE,paragraph
s_22(2),s_22(2)(b),HAS_CLAUSE,paragraph
s_22,s_22(3),HAS_CLAUSE,subsection
s_22,s_22(4),HAS_CLAUSE,subsection
s_22,s_22(5),HAS_CLAUSE,subsection
s_22,s_22(6),HAS_CLAUSE,subsection
s_22,s_22(7),HAS_CLAUSE,subsection
s_22A,s_22A(1),HAS_CLAUSE,subsection
s_22A(1),s_22A(1)(a),HAS_CLAUSE,paragraph
s_22A(1),s_22A(1)(b),HAS_CLAUSE,paragraph
s_22A,s_22A(2),HAS_CLAUSE,subsection
s_23,s_23(a),HAS_CLAUSE,paragraph
s_23,s_23(b),HAS_CLAUSE,paragraph
s_24,s_24(a),HAS_CLAUSE,paragraph
s_24,s_24(b),HAS_CLAUSE,paragraph
s_25,s_25(a),HAS_CLAUSE,paragraph
s_25,s_25(b),HAS_CLAUSE,paragraph
s_26,s_26(1),HAS_CLAUSE,subsection
s_26,s_26(2),HAS_CLAUSE,subsection
s_26,s_26(3),HAS_CLAUSE,subsection
s_26(3),s_26(3)(a),HAS_CLAUSE,paragraph
s_26(3),s_26(3)(b),HAS_CLAUSE,paragraph
s_26,s_26(4),HAS_CLAUSE,subsection
s_26B,s_26B(1),HAS_CLAUSE,subsection
s_26B(1),s_26B(1)(a),HAS_CLAUSE,paragraph
s_26B(1),s_26B(1)(b),HAS_CLAUSE,paragraph
s_26B,s_26B(2),HAS_CLAUSE,subsection
s_26B(2),s_26B(2)(a),HAS_CLAUSE,paragraph
s_26B(2),s_26B(2)(b),HAS_CLAUSE,paragraph
s_26B,s_26B(3),HAS_CLAUSE,subsection
s_26B(3),s_26B(3)(a),HAS_CLAUSE,paragraph
s_26B(3),s_26B(3)(b),HAS_CLAUSE,paragraph
s_26B,s_26B(4),HAS_CLAUSE,subsection
s_26C,s_26C(1),HAS_CLAUSE,subsection
s_26C,s_26C(2),HAS_CLAUSE,subsection
s_26C,s_26C(3),HAS_CLAUSE,subsection
s_26C(3),s_26C(3)(a),HAS_CLAUSE,paragraph
s_26C(3),s_26C(3)(b),HAS_CLAUSE,paragraph
s_26C,s_26C(4),HAS_CLAUSE,subsection
s_26D,s_26D(1),HAS_CLAUSE,subsection
s_26D,s_26D(2),HAS_CLAUSE,subsection
s_26D,s_26D(3),HAS_CLAUSE,subsection
s_26D,s_26D(4),HAS_CLAUSE,subsection
s_26D,s_26D(5),HAS_CLAUSE,subsection
s_26D(5),s_26D(5)(a),HAS_CLAUSE,paragraph
s_26D(5),s_26D(5)(b),HAS_CLAUSE,paragraph
s_26D,s_26D(6),HAS_CLAUSE,subsection
s_26D(6),s_26D(6)(a),HAS_CLAUSE,paragraph
s_26D(6),s_26D(6)(b),HAS_CLAUSE,paragraph
s_26D,s_26D(7),HAS_CLAUSE,subsection
s_26D,s_26D(8),HAS_CLAUSE,subsection
s_26D(8),s_26D(8)(a),HAS_CLAUSE,paragraph
s_26D(8),s_26D(8)(b),HAS_CLAUSE,paragraph
s_26D,s_26D(9),HAS_CLAUSE,subsection
s_26E,s_26E(a),HAS_CLAUSE,paragraph
s_26E,s_26E(b),HAS_CLAUSE,paragraph
s_36,s_36(1),HAS_CLAUSE,subsection
s_36,s_36(2),HAS_CLAUSE,subsection
s_36,s_36(3),HAS_CLAUSE,subsection
s_36,s_36(4),HAS_CLAUSE,subsection
s_37,s_37(1),HAS_CLAUSE,subsection
s_37(1),s_37(1)(a),HAS_CLAUSE,paragraph
s_37(1),s_37(1)(b),HAS_CLAUSE,paragraph
s_37(1),s_37(1)(c),HAS_CLAUSE,paragraph
s_37(1),s_37(1)(d),HAS_CLAUSE,paragraph
s_37,s_37(2),HAS_CLAUSE,subsection
s_37(2),s_37(2)(a),HAS_CLAUSE,paragraph
s_37(2),s_37(2)(b),HAS_CLAUSE,paragraph
s_37,s_37(3),HAS_CLAUSE,subsection
s_37,s_37(4),HAS_CLAUSE,subsection
s_37,s_37(5),HAS_CLAUSE,subsection
s_37,s_37(6),HAS_CLAUSE,subsection
s_38,s_38(a),HAS_CLAUSE,paragraph
s_38,s_38(b),HAS_CLAUSE,paragraph
s_39,s_39(1),HAS_CLAUSE,subsection
s_39,s_39(2),HAS_CLAUSE,subsection
s_39,s_39(3),HAS_CLAUSE,subsection
s_40,s_40(1),HAS_CLAUSE,subsection
s_40(1),s_40(1)(a),HAS_CLAUSE,paragraph
s_40(1),s_40(1)(b),HAS_CLAUSE,paragraph
s_40,s_40(2),HAS_CLAUSE,subsection
s_42,s_42(1),HAS_CLAUSE,subsection
s_42,s_42(2),HAS_CLAUSE,subsection
s_42,s_42(3),HAS_CLAUSE,subsection
s_42(3),s_42(3)(a),HAS_CLAUSE,paragraph
s_42(3)(a),s_42(3)(a)(i),HAS_CLAUSE,subparagraph
s_42(3)(a),s_42(3)(a)(ii),HAS_CLAUSE,subparagraph
s_42(3)(a),s_42(3)(a)(iii),HAS_CLAUSE,subparagraph
s_42(3),s_42(3)(b),HAS_CLAUSE,paragraph
s_42,s_42(4),HAS_CLAUSE,subsection
s_42(4),s_42(4)(a),HAS_CLAUSE,paragraph
s_42(4),s_42(4)(b),HAS_CLAUSE,paragraph
s_42(4),s_42(4)(c),HAS_CLAUSE,paragraph
s_42(4),s_42(4)(d),HAS_CLAUSE,paragraph
s_42(4),s_42(4)(e),HAS_CLAUSE,paragraph
s_42,s_42(5),HAS_CLAUSE,subsection
s_43,s_43(1),HAS_CLAUSE,subsection
s_43,s_43(2),HAS_CLAUSE,subsection
s_43(2),s_43(2)(a),HAS_CLAUSE,paragraph
s_43(2)(a),s_43(2)(a)(i),HAS_CLAUSE,subparagraph
s_43(2)(a),s_43(2)(a)(ii),HAS_CLAUSE,subparagraph
s_43(2),s_43(2)(b),HAS_CLAUSE,paragraph
s_43(2)(b),s_43(2)(b)(i),HAS_CLAUSE,subparagraph
s_43(2)(b),s_43(2)(b)(ii),HAS_CLAUSE,subparagraph
s_43,s_43(3),HAS_CLAUSE,subsection
s_43,s_43(4),HAS_CLAUSE,subsection
s_43(4),s_43(4)(a),HAS_CLAUSE,paragraph
s_43(4),s_43(4)(b),HAS_CLAUSE,paragraph
s_43,s_43(5),HAS_CLAUSE,subsection
s_43(5),s_43(5)(a),HAS_CLAUSE,paragraph
s_43(5),s_43(5)(b),HAS_CLAUSE,paragraph
s_43A,s_43A(1),HAS_CLAUSE,subsection
s_43A(1),s_43A(1)(a),HAS_CLAUSE,paragraph
s_43A(1),s_43A(1)(b),HAS_CLAUSE,paragraph
s_43A(1),s_43A(1)(c),HAS_CLAUSE,paragraph
s_43A,s_43A(2),HAS_CLAUSE,subsection
s_43A(2),s_43A(2)(a),HAS_CLAUSE,paragraph
s_43A(2),s_43A(2)(b),HAS_CLAUSE,paragraph
s_43A,s_43A(3),HAS_CLAUSE,subsection
s_43A(3),s_43A(3)(a),HAS_CLAUSE,paragraph
s_43A(3),s_43A(3)(b),HAS_CLAUSE,paragraph
s_44,s_44(a),HAS_CLAUSE,paragraph
s_44,s_44(b),HAS_CLAUSE,paragraph
s_44,s_44(c),HAS_CLAUSE,paragraph
s_44,s_44(d),HAS_CLAUSE,paragraph
s_45,s_45(a),HAS_CLAUSE,paragraph
s_45,s_45(b),HAS_CLAUSE,paragraph
s_46,s_46(1),HAS_CLAUSE,subsection
s_46,s_46(2),HAS_CLAUSE,subsection
s_46(2),s_46(2)(a),HAS_CLAUSE,paragraph
s_46(2),s_46(2)(b),HAS_CLAUSE,paragraph
s_47,s_47(1),HAS_CLAUSE,subsection
s_47,s_47(2),HAS_CLAUSE,subsection
s_47,s_47(3),HAS_CLAUSE,subsection
s_47,s_47(4),HAS_CLAUSE,subsection
s_47(4),s_47(4)(a),HAS_CLAUSE,paragraph
s_47(4),s_47(4)(b),HAS_CLAUSE,paragraph
s_47,s_47(5),HAS_CLAUSE,subsection
s_47(5),s_47(5)(a),HAS_CLAUSE,paragraph
s_47(5),s_47(5)(b),HAS_CLAUSE,paragraph
s_47,s_47(6),HAS_CLAUSE,subsection
s_48,s_48(1),HAS_CLAUSE,subsection
s_48(1),s_48(1)(a),HAS_CLAUSE,paragraph
s_48(1),s_48(1)(b),HAS_CLAUSE,paragraph
s_48,s_48(2),HAS_CLAUSE,subsection
s_48(2),s_48(2)(a),HAS_CLAUSE,paragraph
s_48(2),s_48(2)(b),HAS_CLAUSE,paragraph
s_48,s_48(3),HAS_CLAUSE,subsection
s_48(3),s_48(3)(a),HAS_CLAUSE,paragraph
s_48(3),s_48(3)(b),HAS_CLAUSE,paragraph
s_48,s_48(4),HAS_CLAUSE,subsection
s_48(4),s_48(4)(a),HAS_CLAUSE,paragraph
s_48(4),s_48(4)(b),HAS_CLAUSE,paragraph
s_48,s_48(5),HAS_CLAUSE,subsection
s_48A,s_48A(1),HAS_CLAUSE,subsection
s_48A,s_48A(2),HAS_CLAUSE,subsection
s_48A(2),s_48A(2)(a),HAS_CLAUSE,paragraph
s_48A(2),s_48A(2)(b),HAS_CLAUSE,paragraph
s_48A(2)(b),s_48A(2)(b)(i),HAS_CLAUSE,subparagraph
s_48A(2)(b),s_48A(2)(b)(ii),HAS_CLAUSE,subparagraph
s_48A(2)(b)(ii),s_48A(2)(b)(ii)(A),HAS_CLAUSE,item
s_48A(2)(b)(ii),s_48A(2)(b)(ii)(B),HAS_CLAUSE,item
s_48A(2),s_48A(2)(c),HAS_CLAUSE,paragraph
s_48A(2),s_48A(2)(d),HAS_CLAUSE,paragraph
s_48A(2)(d),s_48A(2)(d)(i),HAS_CLAUSE,subparagraph
s_48A(2)(d),s_48A(2)(d)(ii),HAS_CLAUSE,subparagraph
s_48A(2),s_48A(2)(e),HAS_CLAUSE,paragraph
s_48A,s_48A(3),HAS_CLAUSE,subsection
s_48A(3),s_48A(3)(a),HAS_CLAUSE,paragraph
s_48A(3),s_48A(3)(b),HAS_CLAUSE,paragraph
s_48A(3),s_48A(3)(c),HAS_CLAUSE,paragraph
s_48A,s_48A(4),HAS_CLAUSE,subsection
s_48A,s_48A(5),HAS_CLAUSE,subsection
s_48A,s_48A(6),HAS_CLAUSE,subsection
s_48A(6),s_48A(6)(a),HAS_CLAUSE,paragraph
s_48A(6),s_48A(6)(b),HAS_CLAUSE,paragraph
s_48B,s_48B(1),HAS_CLAUSE,subsection
s_48B,s_48B(2),HAS_CLAUSE,subsection
s_48B(2),s_48B(2)(a),HAS_CLAUSE,paragraph
s_48B(2),s_48B(2)(b),HAS_CLAUSE,paragraph
s_48B,s_48B(3),HAS_CLAUSE,subsection
s_48B(3),s_48B(3)(a),HAS_CLAUSE,paragraph
s_48B(3),s_48B(3)(b),HAS_CLAUSE,paragraph
s_48B,s_48B(4),HAS_CLAUSE,subsection
s_48C,s_48C(1),HAS_CLAUSE,subsection
s_48C,s_48C(2),HAS_CLAUSE,subsection
s_48C(2),s_48C(2)(a),HAS_CLAUSE,paragraph
s_48C(2),s_48C(2)(b),HAS_CLAUSE,paragraph
s_48D,s_48D(1),HAS_CLAUSE,subsection
s_48D(1),s_48D(1)(a),HAS_CLAUSE,paragraph
s_48D(1),s_48D(1)(b),HAS_CLAUSE,paragraph
s_48D(1),s_48D(1)(c),HAS_CLAUSE,paragraph
s_48D(1)(c),s_48D(1)(c)(i),HAS_CLAUSE,subparagraph
s_48D(1)(c),s_48D(1)(c)(ii),HAS_CLAUSE,subparagraph
s_48D,s_48D(2),HAS_CLAUSE,subsection
s_48D(2),s_48D(2)(a),HAS_CLAUSE,paragraph
s_48D(2)(a),s_48D(2)(a)(i),HAS_CLAUSE,subparagraph
s_48D(2)(a),s_48D(2)(a)(ii),HAS_CLAUSE,subparagraph
s_48D(2),s_48D(2)(b),HAS_CLAUSE,paragraph
s_48D(2)(b),s_48D(2)(b)(i),HAS_CLAUSE,subparagraph
s_48D(2)(b),s_48D(2)(b)(ii),HAS_CLAUSE,subparagraph
s_48D(2)(b),s_48D(2)(b)(iii),HAS_CLAUSE,subparagraph
s_48D(2)(b),s_48D(2)(b)(iv),HAS_CLAUSE,subparagraph
s_48D,s_48D(3),HAS_CLAUSE,subsection
s_48D,s_48D(4),HAS_CLAUSE,subsection
s_48D(4),s_48D(4)(a),HAS_CLAUSE,paragraph
s_48D(4),s_48D(4)(b),HAS_CLAUSE,paragraph
s_48D(4),s_48D(4)(c),HAS_CLAUSE,paragraph
s_48D(4),s_48D(4)(d),HAS_CLAUSE,paragraph
s_48E,s_48E(1),HAS_CLAUSE,subsection
s_48E(1),s_48E(1)(a),HAS_CLAUSE,paragraph
s_48E(1),s_48E(1)(b),HAS_CLAUSE,paragraph
s_48E(1),s_48E(1)(c),HAS_CLAUSE,paragraph
s_48E(1)(c),s_48E(1)(c)(i),HAS_CLAUSE,subparagraph
s_48E(1)(c),s_48E(1)(c)(ii),HAS_CLAUSE,subparagraph
s_48E(1),s_48E(1)(d),HAS_CLAUSE,paragraph
s_48E(1)(d),s_48E(1)(d)(i),HAS_CLAUSE,subparagraph
s_48E(1)(d),s_48E(1)(d)(ii),HAS_CLAUSE,subparagraph
s_48E(1)(d),s_48E(1)(d)(iii),HAS_CLAUSE,subparagraph
s_48E,s_48E(2),HAS_CLAUSE,subsection
s_48E(2),s_48E(2)(a),HAS_CLAUSE,paragraph
s_48E(2)(a),s_48E(2)(a)(i),HAS_CLAUSE,subparagraph
s_48E(2)(a),s_48E(2)(a)(ii),HAS_CLAUSE,subparagraph
s_48E(2),s_48E(2)(b),HAS_CLAUSE,paragraph
s_48E(2)(b),s_48E(2)(b)(i),HAS_CLAUSE,subparagraph
s_48E(2)(b),s_48E(2)(b)(ii),HAS_CLAUSE,subparagraph
s_48E(2)(b),s_48E(2)(b)(iii),HAS_CLAUSE,subparagraph
s_48E(2)(b),s_48E(2)(b)(iv),HAS_CLAUSE,subparagraph
s_48E,s_48E(3),HAS_CLAUSE,subsection
s_48E,s_48E(4),HAS_CLAUSE,subsection
s_48E(4),s_48E(4)(a),HAS_CLAUSE,paragraph
s_48E(4),s_48E(4)(b),HAS_CLAUSE,paragraph
s_48E(4),s_48E(4)(c),HAS_CLAUSE,paragraph
s_48F,s_48F(1),HAS_CLAUSE,subsection
s_48F(1),s_48F(1)(a),HAS_CLAUSE,paragraph
s_48F(1),s_48F(1)(b),HAS_CLAUSE,paragraph
s_48F(1),s_48F(1)(c),HAS_CLAUSE,paragraph
s_48F(1)(c),s_48F(1)(c)(i),HAS_CLAUSE,subparagraph
s_48F(1)(c),s_48F(1)(c)(ii),HAS_CLAUSE,subparagraph
s_48F,s_48F(2),HAS_CLAUSE,subsection
s_48F(2),s_48F(2)(a),HAS_CLAUSE,paragraph
s_48F(2)(a),s_48F(2)(a)(i),HAS_CLAUSE,subparagraph
s_48F(2)(a),s_48F(2)(a)(ii),HAS_CLAUSE,subparagraph
s_48F(2),s_48F(2)(b),HAS_CLAUSE,paragraph
s_48F(2)(b),s_48F(2)(b)(i),HAS_CLAUSE,subparagraph
s_48F(2)(b),s_48F(2)(b)(ii),HAS_CLAUSE,subparagraph
s_48F(2),s_48F(2)(c),HAS_CLAUSE,paragraph
s_48F(2)(c),s_48F(2)(c)(i),HAS_CLAUSE,subparagraph
s_48F(2)(c),s_48F(2)(c)(ii),HAS_CLAUSE,subparagraph
s_48F(2),s_48F(2)(d),HAS_CLAUSE,paragraph
s_48F(2),s_48F(2)(e),HAS_CLAUSE,paragraph
s_48F,s_48F(3),HAS_CLAUSE,subsection
s_48F,s_48F(4),HAS_CLAUSE,subsection
s_48G,s_48G(1),HAS_CLAUSE,subsection
s_48G,s_48G(2),HAS_CLAUSE,subsection
s_48G,s_48G(3),HAS_CLAUSE,subsection
s_48G,s_48G(4),HAS_CLAUSE,subsection
s_48G(4),s_48G(4)(a),HAS_CLAUSE,paragraph
s_48G(4),s_48G(4)(b),HAS_CLAUSE,paragraph
s_48G(4),s_48G(4)(c),HAS_CLAUSE,paragraph
s_48G(4),s_48G(4)(d),HAS_CLAUSE,paragraph
s_48G(4),s_48G(4)(e),HAS_CLAUSE,paragraph
s_48G(4),s_48G(4)(f),HAS_CLAUSE,paragraph
s_48H,s_48H(1),HAS_CLAUSE,subsection
s_48H(1),s_48H(1)(a),HAS_CLAUSE,paragraph
s_48H(1),s_48H(1)(b),HAS_CLAUSE,paragraph
s_48H(1),s_48H(1)(c),HAS_CLAUSE,paragraph
s_48H(1),s_48H(1)(d),HAS_CLAUSE,paragraph
s_48H(1),s_48H(1)(e),HAS_CLAUSE,paragraph
s_48H,s_48H(2),HAS_CLAUSE,subsection
s_48H(2),s_48H(2)(a),HAS_CLAUSE,paragraph
s_48H(2),s_48H(2)(b),HAS_CLAUSE,paragraph
s_48H(2),s_48H(2)(c),HAS_CLAUSE,paragraph
s_48H(2),s_48H(2)(d),HAS_CLAUSE,paragraph
s_48I,s_48I(1),HAS_CLAUSE,subsection
s_48I(1),s_48I(1)(a),HAS_CLAUSE,paragraph
s_48I(1),s_48I(1)(b),HAS_CLAUSE,paragraph
s_48I,s_48I(2),HAS_CLAUSE,subsection
s_48I(2),s_48I(2)(a),HAS_CLAUSE,paragraph
s_48I(2),s_48I(2)(b),HAS_CLAUSE,paragraph
s_48I(2),s_48I(2)(c),HAS_CLAUSE,paragraph
s_48J,s_48J(1),HAS_CLAUSE,subsection
s_48J(1),s_48J(1)(a),HAS_CLAUSE,paragraph
s_48J(1),s_48J(1)(b),HAS_CLAUSE,paragraph
s_48J(1)(b),s_48J(1)(b)(i),HAS_CLAUSE,subparagraph
s_48J(1)(b),s_48J(1)(b)(ii),HAS_CLAUSE,subparagraph
