clause_id,section_id,parent_id,clause_type,label,number,text,source_document
s_15A(3),s_15A,s_15A,subsection,3,15A(3),"(3) Subsection (2) does not apply to the collection, use or disclosure of personal data about the individual for any prescribed purpose.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_15A(4),s_15A,s_15A,subsection,4,15A(4),"(4) For the purposes of subsection (2)(a), the organisation must, before collecting, using or disclosing any personal data about the individual —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_15A(4)(a),s_15A,s_15A(4),paragraph,a,15A(4)(a),"(a) conduct an assessment to determine that the proposed collection, use or disclosure of the personal data is not likely to have an adverse effect on the individual;",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_15A(4)(b),s_15A,s_15A(4),paragraph,b,15A(4)(b),(b) take reasonable steps to bring the following information to the attention of the individual:,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_15A(4)(b)(i),s_15A,s_15A(4)(b),subparagraph,i,15A(4)(b)(i),"(i) the organisation’s intention to collect, use or disclose the personal data;",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_15A(4)(b)(ii),s_15A,s_15A(4)(b),subparagraph,ii,15A(4)(b)(ii),"(ii) the purpose for which the personal data will be collected, used or disclosed;",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_15A(4)(b)(iii),s_15A,s_15A(4)(b),subparagraph,iii,15A(4)(b)(iii),"(iii) a reasonable period within which, and a reasonable manner by which, the individual may notify the organisation that the individual does not consent to the organisation’s proposed collection, use or disclosure of the personal data; and",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_15A(4)(c),s_15A,s_15A(4),paragraph,c,15A(4)(c),(c) satisfy any other prescribed requirements.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_15A(5),s_15A,s_15A,subsection,5,15A(5),"(5) The organisation must, in respect of the assessment mentioned in subsection (4)(a) —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_15A(5)(a),s_15A,s_15A(5),paragraph,a,15A(5)(a),"(a) identify any adverse effect that the proposed collection, use or disclosure of the personal data for the purpose concerned is likely to have on the individual;",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_15A(5)(b),s_15A,s_15A(5),paragraph,b,15A(5)(b),(b) identify and implement reasonable measures to —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_15A(5)(b)(i),s_15A,s_15A(5)(b),subparagraph,i,15A(5)(b)(i),(i) eliminate the adverse effect;,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_15A(5)(b)(ii),s_15A,s_15A(5)(b),subparagraph,ii,15A(5)(b)(ii),(ii) reduce the likelihood that the adverse effect will occur; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_15A(5)(b)(iii),s_15A,s_15A(5)(b),subparagraph,iii,15A(5)(b)(iii),(iii) mitigate the adverse effect; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_15A(5)(c),s_15A,s_15A(5),paragraph,c,15A(5)(c),(c) comply with any other prescribed requirements.,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_16(1),s_16,s_16,subsection,1,16(1),"(1) On giving reasonable notice to the organisation, an individual may at any time withdraw any consent given, or deemed to have been given under this Act, in respect of the collection, use or disclosure by that organisation of personal data about the individual for any purpose.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_16(2),s_16,s_16,subsection,2,16(2),"(2) On receipt of the notice mentioned in subsection (1), the organisation concerned must inform the individual of the likely consequences of withdrawing his or her consent.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_16(3),s_16,s_16,subsection,3,16(3),"(3) An organisation must not prohibit an individual from withdrawing his or her consent to the collection, use or disclosure of personal data about the individual, but this section does not affect any legal consequences arising from such withdrawal.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_16(4),s_16,s_16,subsection,4,16(4),"(4) Subject to section 25, if an individual withdraws consent to the collection, use or disclosure of personal data about the individual by an organisation for any purpose, the organisation must cease (and cause its data intermediaries and agents to cease) collecting, using or disclosing the personal data (as the case may be) unless such collection, use or disclosure (as the case may be) without the individual’s consent is required or authorised under this Act or other written law.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_17(1),s_17,s_17,subsection,1,17(1),(1) An organisation may —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_17(1)(a),s_17,s_17(1),paragraph,a,17(1)(a),"(a) collect personal data about an individual, without the individual’s consent or from a source other than the individual, in the circumstances or for the purposes, and subject to any condition, in the First Schedule or Part 1 of the Second Schedule;",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_17(1)(b),s_17,s_17(1),paragraph,b,17(1)(b),"(b) use personal data about an individual without the individual’s consent, in the circumstances or for the purposes, and subject to any condition, in the First Schedule or Part 2 of the Second Schedule; or",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_17(1)(c),s_17,s_17(1),paragraph,c,17(1)(c),"(c) disclose personal data about an individual without the individual’s consent, in the circumstances or for the purposes, and subject to any condition, in the First Schedule or Part 3 of the Second Schedule.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_17(2),s_17,s_17,subsection,2,17(2),"(2) Unless otherwise provided under this Act, an organisation may —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_17(2)(a),s_17,s_17(2),paragraph,a,17(2)(a),"(a) collect personal data about an individual that the organisation receives by way of a disclosure to the organisation — (a) for purposes consistent with the purpose of that disclosure,",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_17(2)(a)(i),s_17,s_17(2)(a),subparagraph,i,17(2)(a)(i),(i) on or after 1 February 2021 in accordance with subsection (1)(c); or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_17(2)(a)(ii),s_17,s_17(2)(a),subparagraph,ii,17(2)(a)(ii),"(ii) before 1 February 2021 in accordance with section 17(3) as in force before that date, or for any purpose permitted by subsection (1)(a); or",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_17(2)(b),s_17,s_17(2),paragraph,b,17(2)(b),"(b) use or disclose personal data about an individual that — (b) for purposes consistent with the purpose of that collection,",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_17(2)(b)(i),s_17,s_17(2)(b),subparagraph,i,17(2)(b)(i),(i) is collected by the organisation on or after 1 February 2021 in accordance with subsection (1)(a); or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_17(2)(b)(ii),s_17,s_17(2)(b),subparagraph,ii,17(2)(b)(ii),"(ii) was collected by the organisation before 1 February 2021 in accordance with section 17(1) as in force before that date, or for any purpose permitted by subsection (1)(b) or (c), as the case may be.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_18(a),s_18,s_18,paragraph,a,18(a),(a) that a reasonable person would consider appropriate in the circumstances; and,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_18(b),s_18,s_18,paragraph,b,18(b),"(b) that the individual has been informed of under section 20, if applicable.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_19(a),s_19,s_19,paragraph,a,19(a),(a) consent for such use is withdrawn in accordance with section 16; or,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_19(b),s_19,s_19,paragraph,b,19(b),"(b) the individual, whether before, on or after 2 July 2014, has otherwise indicated to the organisation that he or she does not consent to the use of the personal data.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_20(1),s_20,s_20,subsection,1,20(1),"(1) For the purposes of sections 14(1)(a) and 18(b), an organisation must inform the individual of —",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_20(1)(a),s_20,s_20(1),paragraph,a,20(1)(a),"(a) the purposes for the collection, use or disclosure of the personal data (as the case may be) on or before collecting the personal data;",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_20(1)(b),s_20,s_20(1),paragraph,b,20(1)(b),"(b) any other purpose of the use or disclosure of the personal data of which the individual has not been informed under paragraph (a), before the use or disclosure of the personal data for that purpose; and",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_20(1)(c),s_20,s_20(1),paragraph,c,20(1)(c),"(c) on request by the individual, the business contact information of a person who is able to answer on behalf of the organisation the individual’s questions about the collection, use or disclosure of the personal data.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_20(2),s_20,s_20,subsection,2,20(2),"(2) An organisation, on or before collecting personal data about an individual from another organisation without the individual’s consent, must provide the other organisation with sufficient information regarding the purpose of the collection to allow that other organisation to determine whether the disclosure would be in accordance with this Act.",Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
s_20(3),s_20,s_20,subsection,3,20(3),(3) Subsection (1) does not apply if —,Personal Data Protection Act 2012 (2020 Revised Edition) — KB 2/Singapore/Personal Data Protection Act (PDPA).pdf
