from_node_type,from_node_id,relationship_type,to_node_type,to_node_id
Safeguard,8.4,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,8.5,MAPS_TO_FUNCTION,SecurityFunction,Detect
Safeguard,8.6,MAPS_TO_FUNCTION,SecurityFunction,Detect
Safeguard,8.7,MAPS_TO_FUNCTION,SecurityFunction,Detect
Safeguard,8.8,MAPS_TO_FUNCTION,SecurityFunction,Detect
Safeguard,8.9,MAPS_TO_FUNCTION,SecurityFunction,Detect
Safeguard,8.10,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,8.11,MAPS_TO_FUNCTION,SecurityFunction,Detect
Safeguard,8.12,MAPS_TO_FUNCTION,SecurityFunction,Detect
Safeguard,9.1,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,9.2,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,9.3,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,9.4,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,9.5,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,9.6,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,9.7,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,10.1,MAPS_TO_FUNCTION,SecurityFunction,Detect
Safeguard,10.2,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,10.3,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,10.4,MAPS_TO_FUNCTION,SecurityFunction,Detect
Safeguard,10.5,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,10.6,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,10.7,MAPS_TO_FUNCTION,SecurityFunction,Detect
Safeguard,11.1,MAPS_TO_FUNCTION,SecurityFunction,Govern
Safeguard,11.2,MAPS_TO_FUNCTION,SecurityFunction,Recover
Safeguard,11.3,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,11.4,MAPS_TO_FUNCTION,SecurityFunction,Recover
Safeguard,11.5,MAPS_TO_FUNCTION,SecurityFunction,Recover
Safeguard,12.1,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,12.2,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,12.3,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,12.4,MAPS_TO_FUNCTION,SecurityFunction,Govern
Safeguard,12.5,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,12.6,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,12.7,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,12.8,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,13.1,MAPS_TO_FUNCTION,SecurityFunction,Detect
Safeguard,13.2,MAPS_TO_FUNCTION,SecurityFunction,Detect
Safeguard,13.3,MAPS_TO_FUNCTION,SecurityFunction,Detect
Safeguard,13.4,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,13.5,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,13.6,MAPS_TO_FUNCTION,SecurityFunction,Detect
Safeguard,13.7,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,13.8,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,13.9,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,13.10,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,13.11,MAPS_TO_FUNCTION,SecurityFunction,Detect
Safeguard,14.1,MAPS_TO_FUNCTION,SecurityFunction,Govern
Safeguard,14.2,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,14.3,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,14.4,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,14.5,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,14.6,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,14.7,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,14.8,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,14.9,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,15.1,MAPS_TO_FUNCTION,SecurityFunction,Identify
Safeguard,15.2,MAPS_TO_FUNCTION,SecurityFunction,Govern
Safeguard,15.3,MAPS_TO_FUNCTION,SecurityFunction,Govern
Safeguard,15.4,MAPS_TO_FUNCTION,SecurityFunction,Govern
Safeguard,15.5,MAPS_TO_FUNCTION,SecurityFunction,Govern
Safeguard,15.6,MAPS_TO_FUNCTION,SecurityFunction,Govern
Safeguard,15.7,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,16.1,MAPS_TO_FUNCTION,SecurityFunction,Govern
Safeguard,16.2,MAPS_TO_FUNCTION,SecurityFunction,Govern
Safeguard,16.3,MAPS_TO_FUNCTION,SecurityFunction,Detect
Safeguard,16.4,MAPS_TO_FUNCTION,SecurityFunction,Identify
Safeguard,16.5,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,16.6,MAPS_TO_FUNCTION,SecurityFunction,Govern
Safeguard,16.7,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,16.8,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,16.9,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,16.10,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,16.11,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,16.12,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,16.13,MAPS_TO_FUNCTION,SecurityFunction,Detect
Safeguard,16.14,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,17.1,MAPS_TO_FUNCTION,SecurityFunction,Respond
Safeguard,17.2,MAPS_TO_FUNCTION,SecurityFunction,Govern
Safeguard,17.3,MAPS_TO_FUNCTION,SecurityFunction,Govern
Safeguard,17.4,MAPS_TO_FUNCTION,SecurityFunction,Govern
Safeguard,17.5,MAPS_TO_FUNCTION,SecurityFunction,Respond
Safeguard,17.6,MAPS_TO_FUNCTION,SecurityFunction,Respond
Safeguard,17.7,MAPS_TO_FUNCTION,SecurityFunction,Recover
Safeguard,17.8,MAPS_TO_FUNCTION,SecurityFunction,Recover
Safeguard,17.9,MAPS_TO_FUNCTION,SecurityFunction,Recover
Safeguard,18.1,MAPS_TO_FUNCTION,SecurityFunction,Govern
Safeguard,18.2,MAPS_TO_FUNCTION,SecurityFunction,Detect
Safeguard,18.3,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,18.4,MAPS_TO_FUNCTION,SecurityFunction,Protect
Safeguard,18.5,MAPS_TO_FUNCTION,SecurityFunction,Detect
