source_id,target_id,rel_type,level
SOX-S102,SOX-S102-d,HAS_PROVISION,subsection
SOX-S102,SOX-S102-e,HAS_PROVISION,subsection
SOX-S102,SOX-S102-f,HAS_PROVISION,subsection
SOX-S103,SOX-S103-a,HAS_PROVISION,subsection
SOX-S103-a,SOX-S103-a-1,HAS_PROVISION,paragraph
SOX-S103-a,SOX-S103-a-2,HAS_PROVISION,paragraph
SOX-S103-a-2,SOX-S103-a-2-A,HAS_PROVISION,subparagraph
SOX-S103-a-2-A,SOX-S103-a-2-A-i,HAS_PROVISION,clause
SOX-S103-a-2-A,SOX-S103-a-2-A-ii,HAS_PROVISION,clause
SOX-S103-a-2-A,SOX-S103-a-2-A-iii,HAS_PROVISION,clause
SOX-S103-a-2-A-iii,SOX-S103-a-2-A-iii-I,HAS_PROVISION,subclause
SOX-S103-a-2-A-iii,SOX-S103-a-2-A-iii-II,HAS_PROVISION,subclause
SOX-S103-a-2-A-iii-II,SOX-S103-a-2-A-iii-II-aa,HAS_PROVISION,item
SOX-S103-a-2-A-iii-II,SOX-S103-a-2-A-iii-II-bb,HAS_PROVISION,item
SOX-S103-a-2-A-iii,SOX-S103-a-2-A-iii-III,HAS_PROVISION,subclause
SOX-S103-a-2,SOX-S103-a-2-B,HAS_PROVISION,subparagraph
SOX-S103-a-2-B,SOX-S103-a-2-B-i,HAS_PROVISION,clause
SOX-S103-a-2-B,SOX-S103-a-2-B-ii,HAS_PROVISION,clause
SOX-S103-a-2-B,SOX-S103-a-2-B-iii,HAS_PROVISION,clause
SOX-S103-a-2-B,SOX-S103-a-2-B-iv,HAS_PROVISION,clause
SOX-S103-a-2-B,SOX-S103-a-2-B-v,HAS_PROVISION,clause
SOX-S103-a-2-B,SOX-S103-a-2-B-vi,HAS_PROVISION,clause
SOX-S103-a-2-B,SOX-S103-a-2-B-vii,HAS_PROVISION,clause
SOX-S103-a,SOX-S103-a-3,HAS_PROVISION,paragraph
SOX-S103-a-3,SOX-S103-a-3-A,HAS_PROVISION,subparagraph
SOX-S103-a-3-A,SOX-S103-a-3-A-i,HAS_PROVISION,clause
SOX-S103-a-3-A,SOX-S103-a-3-A-ii,HAS_PROVISION,clause
SOX-S103-a-3,SOX-S103-a-3-B,HAS_PROVISION,subparagraph
SOX-S103-a-3,SOX-S103-a-3-C,HAS_PROVISION,subparagraph
SOX-S103-a,SOX-S103-a-4,HAS_PROVISION,paragraph
SOX-S103,SOX-S103-b,HAS_PROVISION,subsection
SOX-S103,SOX-S103-c,HAS_PROVISION,subsection
SOX-S103-c,SOX-S103-c-1,HAS_PROVISION,paragraph
SOX-S103-c,SOX-S103-c-2,HAS_PROVISION,paragraph
SOX-S103,SOX-S103-d,HAS_PROVISION,subsection
SOX-S104,SOX-S104-a,HAS_PROVISION,subsection
SOX-S104-a,SOX-S104-a-1,HAS_PROVISION,paragraph
SOX-S104-a,SOX-S104-a-2,HAS_PROVISION,paragraph
SOX-S104-a-2,SOX-S104-a-2-A,HAS_PROVISION,subparagraph
SOX-S104-a-2,SOX-S104-a-2-B,HAS_PROVISION,subparagraph
SOX-S104-a-2,SOX-S104-a-2-C,HAS_PROVISION,subparagraph
SOX-S104-a-2,SOX-S104-a-2-D,HAS_PROVISION,subparagraph
SOX-S104,SOX-S104-b,HAS_PROVISION,subsection
SOX-S104-b,SOX-S104-b-1,HAS_PROVISION,paragraph
SOX-S104-b-1,SOX-S104-b-1-A,HAS_PROVISION,subparagraph
SOX-S104-b-1,SOX-S104-b-1-B,HAS_PROVISION,subparagraph
SOX-S104-b,SOX-S104-b-2,HAS_PROVISION,paragraph
SOX-S104,SOX-S104-c,HAS_PROVISION,subsection
SOX-S104-c,SOX-S104-c-1,HAS_PROVISION,paragraph
SOX-S104-c,SOX-S104-c-2,HAS_PROVISION,paragraph
SOX-S104-c,SOX-S104-c-3,HAS_PROVISION,paragraph
SOX-S104,SOX-S104-d,HAS_PROVISION,subsection
SOX-S104-d,SOX-S104-d-1,HAS_PROVISION,paragraph
SOX-S104-d,SOX-S104-d-2,HAS_PROVISION,paragraph
SOX-S104-d,SOX-S104-d-3,HAS_PROVISION,paragraph
SOX-S104,SOX-S104-e,HAS_PROVISION,subsection
SOX-S104,SOX-S104-f,HAS_PROVISION,subsection
SOX-S104,SOX-S104-g,HAS_PROVISION,subsection
SOX-S104-g,SOX-S104-g-1,HAS_PROVISION,paragraph
SOX-S104-g,SOX-S104-g-2,HAS_PROVISION,paragraph
SOX-S104,SOX-S104-h,HAS_PROVISION,subsection
SOX-S104-h,SOX-S104-h-1,HAS_PROVISION,paragraph
SOX-S104-h-1,SOX-S104-h-1-A,HAS_PROVISION,subparagraph
SOX-S104-h-1,SOX-S104-h-1-B,HAS_PROVISION,subparagraph
SOX-S104-h,SOX-S104-h-2,HAS_PROVISION,paragraph
SOX-S104-h,SOX-S104-h-3,HAS_PROVISION,paragraph
SOX-S104,SOX-S104-i,HAS_PROVISION,subsection
SOX-S104-i,SOX-S104-i-1,HAS_PROVISION,paragraph
SOX-S104-i-1,SOX-S104-i-1-A,HAS_PROVISION,subparagraph
SOX-S104-i-1,SOX-S104-i-1-B,HAS_PROVISION,subparagraph
SOX-S104-i-1-B,SOX-S104-i-1-B-i,HAS_PROVISION,clause
SOX-S104-i-1-B,SOX-S104-i-1-B-ii,HAS_PROVISION,clause
SOX-S104-i,SOX-S104-i-2,HAS_PROVISION,paragraph
SOX-S104-i-2,SOX-S104-i-2-A,HAS_PROVISION,subparagraph
SOX-S104-i-2-A,SOX-S104-i-2-A-i,HAS_PROVISION,clause
SOX-S104-i-2-A,SOX-S104-i-2-A-ii,HAS_PROVISION,clause
SOX-S104-i-2,SOX-S104-i-2-B,HAS_PROVISION,subparagraph
SOX-S104-i,SOX-S104-i-3,HAS_PROVISION,paragraph
SOX-S104-i-3,SOX-S104-i-3-A,HAS_PROVISION,subparagraph
SOX-S104-i-3-A,SOX-S104-i-3-A-i,HAS_PROVISION,clause
SOX-S104-i-3-A,SOX-S104-i-3-A-ii,HAS_PROVISION,clause
SOX-S104-i-3,SOX-S104-i-3-B,HAS_PROVISION,subparagraph
SOX-S104-i-3,SOX-S104-i-3-C,HAS_PROVISION,subparagraph
SOX-S104-i-3-C,SOX-S104-i-3-C-i,HAS_PROVISION,clause
SOX-S104-i-3-C,SOX-S104-i-3-C-ii,HAS_PROVISION,clause
SOX-S104-i-3,SOX-S104-i-3-D,HAS_PROVISION,subparagraph
SOX-S104-i,SOX-S104-i-4,HAS_PROVISION,paragraph
SOX-S105,SOX-S105-a,HAS_PROVISION,subsection
SOX-S105,SOX-S105-b,HAS_PROVISION,subsection
SOX-S105-b,SOX-S105-b-1,HAS_PROVISION,paragraph
SOX-S105-b,SOX-S105-b-2,HAS_PROVISION,paragraph
SOX-S105-b-2,SOX-S105-b-2-A,HAS_PROVISION,subparagraph
SOX-S105-b-2,SOX-S105-b-2-B,HAS_PROVISION,subparagraph
SOX-S105-b-2,SOX-S105-b-2-C,HAS_PROVISION,subparagraph
SOX-S105-b-2,SOX-S105-b-2-D,HAS_PROVISION,subparagraph
SOX-S105-b,SOX-S105-b-3,HAS_PROVISION,paragraph
SOX-S105-b-3,SOX-S105-b-3-A,HAS_PROVISION,subparagraph
SOX-S105-b-3-A,SOX-S105-b-3-A-i,HAS_PROVISION,clause
SOX-S105-b-3-A,SOX-S105-b-3-A-ii,HAS_PROVISION,clause
SOX-S105-b-3-A,SOX-S105-b-3-A-iii,HAS_PROVISION,clause
SOX-S105-b-3,SOX-S105-b-3-B,HAS_PROVISION,subparagraph
SOX-S105-b,SOX-S105-b-4,HAS_PROVISION,paragraph
SOX-S105-b-4,SOX-S105-b-4-A,HAS_PROVISION,subparagraph
SOX-S105-b-4,SOX-S105-b-4-B,HAS_PROVISION,subparagraph
SOX-S105-b-4-B,SOX-S105-b-4-B-i,HAS_PROVISION,clause
SOX-S105-b-4-B,SOX-S105-b-4-B-ii,HAS_PROVISION,clause
SOX-S105-b-4-B,SOX-S105-b-4-B-iii,HAS_PROVISION,clause
SOX-S105-b-4-B,SOX-S105-b-4-B-iv,HAS_PROVISION,clause
SOX-S105-b-4-B-iv,SOX-S105-b-4-B-iv-I,HAS_PROVISION,subclause
SOX-S105-b-4-B-iv,SOX-S105-b-4-B-iv-II,HAS_PROVISION,subclause
SOX-S105-b-4-B-iv,SOX-S105-b-4-B-iv-III,HAS_PROVISION,subclause
SOX-S105-b,SOX-S105-b-5,HAS_PROVISION,paragraph
SOX-S105-b-5,SOX-S105-b-5-A,HAS_PROVISION,subparagraph
SOX-S105-b-5,SOX-S105-b-5-B,HAS_PROVISION,subparagraph
SOX-S105-b-5-B,SOX-S105-b-5-B-i,HAS_PROVISION,clause
SOX-S105-b-5-B,SOX-S105-b-5-B-ii,HAS_PROVISION,clause
SOX-S105-b-5-B-ii,SOX-S105-b-5-B-ii-I,HAS_PROVISION,subclause
SOX-S105-b-5-B-ii,SOX-S105-b-5-B-ii-II,HAS_PROVISION,subclause
SOX-S105-b-5-B-ii,SOX-S105-b-5-B-ii-III,HAS_PROVISION,subclause
SOX-S105-b-5-B-ii,SOX-S105-b-5-B-ii-IV,HAS_PROVISION,subclause
SOX-S105-b-5-B-ii,SOX-S105-b-5-B-ii-V,HAS_PROVISION,subclause
SOX-S105-b-5,SOX-S105-b-5-C,HAS_PROVISION,subparagraph
SOX-S105-b-5-C,SOX-S105-b-5-C-i,HAS_PROVISION,clause
SOX-S105-b-5-C,SOX-S105-b-5-C-ii,HAS_PROVISION,clause
SOX-S105-b-5-C-ii,SOX-S105-b-5-C-ii-I,HAS_PROVISION,subclause
SOX-S105-b-5-C-ii,SOX-S105-b-5-C-ii-II,HAS_PROVISION,subclause
SOX-S105-b-5-C-ii,SOX-S105-b-5-C-ii-III,HAS_PROVISION,subclause
SOX-S105-b-5-C,SOX-S105-b-5-C-iii,HAS_PROVISION,clause
SOX-S105-b,SOX-S105-b-6,HAS_PROVISION,paragraph
SOX-S105,SOX-S105-c,HAS_PROVISION,subsection
SOX-S105-c,SOX-S105-c-1,HAS_PROVISION,paragraph
SOX-S105-c-1,SOX-S105-c-1-A,HAS_PROVISION,subparagraph
SOX-S105-c-1,SOX-S105-c-1-B,HAS_PROVISION,subparagraph
SOX-S105-c-1,SOX-S105-c-1-C,HAS_PROVISION,subparagraph
SOX-S105-c,SOX-S105-c-2,HAS_PROVISION,paragraph
SOX-S105-c,SOX-S105-c-3,HAS_PROVISION,paragraph
SOX-S105-c-3,SOX-S105-c-3-A,HAS_PROVISION,subparagraph
SOX-S105-c-3,SOX-S105-c-3-B,HAS_PROVISION,subparagraph
SOX-S105-c-3,SOX-S105-c-3-C,HAS_PROVISION,subparagraph
SOX-S105-c,SOX-S105-c-4,HAS_PROVISION,paragraph
SOX-S105-c-4,SOX-S105-c-4-A,HAS_PROVISION,subparagraph
SOX-S105-c-4,SOX-S105-c-4-B,HAS_PROVISION,subparagraph
SOX-S105-c-4,SOX-S105-c-4-C,HAS_PROVISION,subparagraph
SOX-S105-c-4,SOX-S105-c-4-D,HAS_PROVISION,subparagraph
SOX-S105-c-4-D,SOX-S105-c-4-D-i,HAS_PROVISION,clause
SOX-S105-c-4-D,SOX-S105-c-4-D-ii,HAS_PROVISION,clause
SOX-S105-c-4,SOX-S105-c-4-E,HAS_PROVISION,subparagraph
SOX-S105-c-4,SOX-S105-c-4-F,HAS_PROVISION,subparagraph
SOX-S105-c-4,SOX-S105-c-4-G,HAS_PROVISION,subparagraph
SOX-S105-c,SOX-S105-c-5,HAS_PROVISION,paragraph
SOX-S105-c-5,SOX-S105-c-5-A,HAS_PROVISION,subparagraph
SOX-S105-c-5,SOX-S105-c-5-B,HAS_PROVISION,subparagraph
SOX-S105-c,SOX-S105-c-6,HAS_PROVISION,paragraph
SOX-S105-c-6,SOX-S105-c-6-A,HAS_PROVISION,subparagraph
SOX-S105-c-6-A,SOX-S105-c-6-A-i,HAS_PROVISION,clause
SOX-S105-c-6-A,SOX-S105-c-6-A-ii,HAS_PROVISION,clause
SOX-S105-c-6,SOX-S105-c-6-B,HAS_PROVISION,subparagraph
SOX-S105-c-6-B,SOX-S105-c-6-B-i,HAS_PROVISION,clause
SOX-S105-c-6-B,SOX-S105-c-6-B-ii,HAS_PROVISION,clause
SOX-S105-c,SOX-S105-c-7,HAS_PROVISION,paragraph
SOX-S105-c-7,SOX-S105-c-7-A,HAS_PROVISION,subparagraph
SOX-S105-c-7,SOX-S105-c-7-B,HAS_PROVISION,subparagraph
SOX-S105,SOX-S105-d,HAS_PROVISION,subsection
SOX-S105-d,SOX-S105-d-1,HAS_PROVISION,paragraph
SOX-S105-d-1,SOX-S105-d-1-A,HAS_PROVISION,subparagraph
SOX-S105-d-1,SOX-S105-d-1-B,HAS_PROVISION,subparagraph
SOX-S105-d-1,SOX-S105-d-1-C,HAS_PROVISION,subparagraph
SOX-S105-d,SOX-S105-d-2,HAS_PROVISION,paragraph
SOX-S105-d-2,SOX-S105-d-2-A,HAS_PROVISION,subparagraph
SOX-S105-d-2,SOX-S105-d-2-B,HAS_PROVISION,subparagraph
SOX-S105-d-2,SOX-S105-d-2-C,HAS_PROVISION,subparagraph
SOX-S105,SOX-S105-e,HAS_PROVISION,subsection
SOX-S105-e,SOX-S105-e-1,HAS_PROVISION,paragraph
SOX-S105-e,SOX-S105-e-2,HAS_PROVISION,paragraph
SOX-S106,SOX-S106-a,HAS_PROVISION,subsection
SOX-S106-a,SOX-S106-a-1,HAS_PROVISION,paragraph
SOX-S106-a,SOX-S106-a-2,HAS_PROVISION,paragraph
SOX-S106,SOX-S106-b,HAS_PROVISION,subsection
SOX-S106-b,SOX-S106-b-1,HAS_PROVISION,paragraph
SOX-S106-b-1,SOX-S106-b-1-A,HAS_PROVISION,subparagraph
SOX-S106-b-1,SOX-S106-b-1-B,HAS_PROVISION,subparagraph
SOX-S106-b,SOX-S106-b-2,HAS_PROVISION,paragraph
SOX-S106-b-2,SOX-S106-b-2-A,HAS_PROVISION,subparagraph
SOX-S106-b-2,SOX-S106-b-2-B,HAS_PROVISION,subparagraph
SOX-S106,SOX-S106-c,HAS_PROVISION,subsection
SOX-S106,SOX-S106-d,HAS_PROVISION,subsection
SOX-S106-d,SOX-S106-d-1,HAS_PROVISION,paragraph
SOX-S106-d,SOX-S106-d-2,HAS_PROVISION,paragraph
SOX-S106,SOX-S106-e,HAS_PROVISION,subsection
SOX-S106,SOX-S106-f,HAS_PROVISION,subsection
SOX-S106,SOX-S106-g,HAS_PROVISION,subsection
SOX-S107,SOX-S107-a,HAS_PROVISION,subsection
SOX-S107,SOX-S107-b,HAS_PROVISION,subsection
SOX-S107-b,SOX-S107-b-1,HAS_PROVISION,paragraph
SOX-S107-b,SOX-S107-b-2,HAS_PROVISION,paragraph
SOX-S107-b,SOX-S107-b-3,HAS_PROVISION,paragraph
SOX-S107-b,SOX-S107-b-4,HAS_PROVISION,paragraph
SOX-S107-b-4,SOX-S107-b-4-A,HAS_PROVISION,subparagraph
SOX-S107-b-4,SOX-S107-b-4-B,HAS_PROVISION,subparagraph
SOX-S107-b,SOX-S107-b-5,HAS_PROVISION,paragraph
SOX-S107,SOX-S107-c,HAS_PROVISION,subsection
SOX-S107-c,SOX-S107-c-1,HAS_PROVISION,paragraph
SOX-S107-c,SOX-S107-c-2,HAS_PROVISION,paragraph
SOX-S107-c-2,SOX-S107-c-2-A,HAS_PROVISION,subparagraph
SOX-S107-c-2,SOX-S107-c-2-B,HAS_PROVISION,subparagraph
SOX-S107-c-2,SOX-S107-c-2-C,HAS_PROVISION,subparagraph
SOX-S107-c-2,SOX-S107-c-2-D,HAS_PROVISION,subparagraph
SOX-S107-c-2,SOX-S107-c-2-E,HAS_PROVISION,subparagraph
SOX-S107-c,SOX-S107-c-3,HAS_PROVISION,paragraph
SOX-S107-c-3,SOX-S107-c-3-A,HAS_PROVISION,subparagraph
SOX-S107-c-3,SOX-S107-c-3-B,HAS_PROVISION,subparagraph
SOX-S107,SOX-S107-d,HAS_PROVISION,subsection
SOX-S107-d,SOX-S107-d-1,HAS_PROVISION,paragraph
SOX-S107-d,SOX-S107-d-2,HAS_PROVISION,paragraph
SOX-S107-d-2,SOX-S107-d-2-A,HAS_PROVISION,subparagraph
SOX-S107-d-2,SOX-S107-d-2-B,HAS_PROVISION,subparagraph
SOX-S107-d,SOX-S107-d-3,HAS_PROVISION,paragraph
SOX-S107-d-3,SOX-S107-d-3-A,HAS_PROVISION,subparagraph
SOX-S107-d-3,SOX-S107-d-3-B,HAS_PROVISION,subparagraph
SOX-S107-d-3,SOX-S107-d-3-C,HAS_PROVISION,subparagraph
SOX-S108,SOX-S108-a,HAS_PROVISION,subsection
SOX-S108,SOX-S108-b,HAS_PROVISION,subsection
SOX-S108,SOX-S108-c,HAS_PROVISION,subsection
SOX-S108,SOX-S108-d,HAS_PROVISION,subsection
SOX-S108-d,SOX-S108-d-1,HAS_PROVISION,paragraph
SOX-S108-d-1,SOX-S108-d-1-A,HAS_PROVISION,subparagraph
SOX-S108-d-1,SOX-S108-d-1-B,HAS_PROVISION,subparagraph
SOX-S108-d-1-B,SOX-S108-d-1-B-i,HAS_PROVISION,clause
SOX-S108-d-1-B,SOX-S108-d-1-B-ii,HAS_PROVISION,clause
SOX-S108-d-1-B,SOX-S108-d-1-B-iii,HAS_PROVISION,clause
SOX-S108-d-1-B,SOX-S108-d-1-B-iv,HAS_PROVISION,clause
SOX-S108-d,SOX-S108-d-2,HAS_PROVISION,paragraph
SOX-S109,SOX-S109-a,HAS_PROVISION,subsection
SOX-S109,SOX-S109-b,HAS_PROVISION,subsection
SOX-S109,SOX-S109-c,HAS_PROVISION,subsection
SOX-S109-c,SOX-S109-c-1,HAS_PROVISION,paragraph
SOX-S109-c,SOX-S109-c-2,HAS_PROVISION,paragraph
SOX-S109,SOX-S109-d,HAS_PROVISION,subsection
SOX-S109-d,SOX-S109-d-1,HAS_PROVISION,paragraph
SOX-S109-d,SOX-S109-d-2,HAS_PROVISION,paragraph
SOX-S109-d,SOX-S109-d-3,HAS_PROVISION,paragraph
SOX-S109,SOX-S109-e,HAS_PROVISION,subsection
SOX-S109-e,SOX-S109-e-1,HAS_PROVISION,paragraph
SOX-S109-e,SOX-S109-e-2,HAS_PROVISION,paragraph
SOX-S109,SOX-S109-f,HAS_PROVISION,subsection
SOX-S109,SOX-S109-g,HAS_PROVISION,subsection
SOX-S109-g,SOX-S109-g-1,HAS_PROVISION,paragraph
SOX-S109-g,SOX-S109-g-2,HAS_PROVISION,paragraph
SOX-S109,SOX-S109-h,HAS_PROVISION,subsection
SOX-S109-h,SOX-S109-h-1,HAS_PROVISION,paragraph
SOX-S109-h,SOX-S109-h-2,HAS_PROVISION,paragraph
SOX-S109-h,SOX-S109-h-3,HAS_PROVISION,paragraph
SOX-S109,SOX-S109-i,HAS_PROVISION,subsection
SOX-S109-i,SOX-S109-i-1,HAS_PROVISION,paragraph
SOX-S109-i,SOX-S109-i-2,HAS_PROVISION,paragraph
SOX-S109,SOX-S109-j,HAS_PROVISION,subsection
SOX-S109,SOX-S109-k,HAS_PROVISION,subsection
SOX-S110,SOX-S110-1,HAS_PROVISION,paragraph
SOX-S110,SOX-S110-2,HAS_PROVISION,paragraph
SOX-S110-2,SOX-S110-2-A,HAS_PROVISION,subparagraph
SOX-S110-2,SOX-S110-2-B,HAS_PROVISION,subparagraph
SOX-S110-2-B,SOX-S110-2-B-i,HAS_PROVISION,clause
SOX-S110-2-B,SOX-S110-2-B-ii,HAS_PROVISION,clause
SOX-S110,SOX-S110-3,HAS_PROVISION,paragraph
SOX-S110,SOX-S110-4,HAS_PROVISION,paragraph
SOX-S110,SOX-S110-5,HAS_PROVISION,paragraph
SOX-S110-5,SOX-S110-5-A,HAS_PROVISION,subparagraph
