source_id,target_id,rel_type,value,catalogs,source_document
DCH-03.1,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-03.2,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-03.3,wt_4,HAS_WEIGHTING,4,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-04,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-04.1,wt_2,HAS_WEIGHTING,2,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05,wt_2,HAS_WEIGHTING,2,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.1,wt_2,HAS_WEIGHTING,2,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.10,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.11,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.2,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.3,wt_2,HAS_WEIGHTING,2,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.4,wt_2,HAS_WEIGHTING,2,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.5,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.6,wt_2,HAS_WEIGHTING,2,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.7,wt_2,HAS_WEIGHTING,2,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.8,wt_2,HAS_WEIGHTING,2,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-05.9,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.1,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.2,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.3,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.4,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-06.5,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-07,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-07.1,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-07.2,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-08,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.1,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.2,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.3,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.4,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-09.5,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-10,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-10.1,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-10.2,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-11,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-12,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-13,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-13.1,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-13.2,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-13.3,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-13.4,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-14,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-14.1,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-14.2,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-14.3,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-15,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-16,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-17,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-18,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-18.1,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-18.2,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-18.3,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-19,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-20,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-21,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-22,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-22.1,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-22.2,wt_3,HAS_WEIGHTING,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-22.3,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-23,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-23.1,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-23.2,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-23.3,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-23.4,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-23.5,wt_1,HAS_WEIGHTING,1,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-23.6,wt_1,HAS_WEIGHTING,1,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-23.7,wt_1,HAS_WEIGHTING,1,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-23.8,wt_3,HAS_WEIGHTING,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-23.9,wt_1,HAS_WEIGHTING,1,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-24,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-24.1,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-25,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-25.1,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-26,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
DCH-27,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-01,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-02,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-03,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-04,wt_4,HAS_WEIGHTING,4,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-05,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-06,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-07,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-08,wt_2,HAS_WEIGHTING,2,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-09,wt_4,HAS_WEIGHTING,4,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-10,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-11,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-12,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-13,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-14,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-15,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-16,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-17,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-18,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
EMB-19,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-01,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-02,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-03,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-03.1,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-03.2,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-04,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-04.1,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-04.2,wt_3,HAS_WEIGHTING,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-04.3,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-04.4,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-04.5,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-04.6,wt_3,HAS_WEIGHTING,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-04.7,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-05,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-06,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-06.1,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-06.2,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-06.3,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-06.4,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-06.5,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-06.6,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-06.7,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-07,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-08,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-08.1,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-08.2,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-09,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-10,wt_4,HAS_WEIGHTING,4,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-11,wt_4,HAS_WEIGHTING,4,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-12,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-13,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-13.1,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-13.2,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-13.3,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-13.4,wt_4,HAS_WEIGHTING,4,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-14,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-14.1,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-14.2,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-14.3,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-14.4,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-14.5,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-14.6,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-15,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-16,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
END-16.1,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-01,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-01.1,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-01.2,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-01.3,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-02,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-02.1,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-03,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-04,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-04.1,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-04.2,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-05,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-05.1,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-05.2,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-06,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-07,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-08,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-09,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-10,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-11,wt_5,HAS_WEIGHTING,5,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-12,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-13,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-14,wt_6,HAS_WEIGHTING,6,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-15,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-15.1,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-15.2,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-15.3,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-15.4,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-15.5,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-16,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-16.1,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-16.2,wt_7,HAS_WEIGHTING,7,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-17,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
GOV-18,wt_4,HAS_WEIGHTING,4,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
HRS-01,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
HRS-01.1,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
HRS-02,wt_8,HAS_WEIGHTING,8,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
HRS-02.1,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
HRS-02.2,wt_1,HAS_WEIGHTING,1,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
HRS-03,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
HRS-03.1,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
HRS-03.2,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
HRS-04,wt_10,HAS_WEIGHTING,10,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
HRS-04.1,wt_9,HAS_WEIGHTING,9,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
