source_id,target_id,rel_type,function_name,catalogs,source_document
AAT-04.2,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-04.3,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-04.4,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-05,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-06,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-07,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-07.1,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-07.2,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-07.3,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-08,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-09,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-09.1,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-10,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-10.1,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-10.10,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-10.11,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-10.12,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-10.13,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-10.14,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-10.15,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-10.16,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-10.17,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-10.18,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-10.2,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-10.3,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-10.4,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-10.5,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-10.6,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-10.7,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-10.8,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-10.9,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-11,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-11.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-11.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-11.3,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-11.4,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-12,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-12.1,csf_govern,MAPS_TO_FUNCTION,Govern,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-12.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-12.3,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-12.4,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-13,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-13.1,csf_govern,MAPS_TO_FUNCTION,Govern,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-14,csf_govern,MAPS_TO_FUNCTION,Govern,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-14.1,csf_govern,MAPS_TO_FUNCTION,Govern,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-14.2,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-15,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-15.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-15.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-16,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-16.1,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-16.10,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-16.2,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-16.3,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-16.4,csf_govern,MAPS_TO_FUNCTION,Govern,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-16.5,csf_govern,MAPS_TO_FUNCTION,Govern,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-16.6,csf_govern,MAPS_TO_FUNCTION,Govern,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-16.7,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-16.8,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-16.9,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-17,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-17.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-17.2,csf_govern,MAPS_TO_FUNCTION,Govern,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-17.3,csf_govern,MAPS_TO_FUNCTION,Govern,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-17.4,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-17.5,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-18,csf_govern,MAPS_TO_FUNCTION,Govern,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-18.1,csf_govern,MAPS_TO_FUNCTION,Govern,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-19,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-19.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-19.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-19.3,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-19.4,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-19.5,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-19.6,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-19.7,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-19.8,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-20,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-20.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-20.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-20.3,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-21,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-22,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-22.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-22.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-22.3,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-22.4,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-22.5,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-22.6,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-22.7,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-22.8,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-23,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-24,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-25,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-25.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-26,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-26.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-26.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-26.3,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-26.4,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-27,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AAT-27.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-01,csf_govern,MAPS_TO_FUNCTION,Govern,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-01.1,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-01.2,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-01.3,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-01.4,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-02,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-02.1,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-02.10,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-02.11,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-02.2,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-02.3,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-02.4,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-02.5,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-02.6,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-02.7,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-02.8,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-02.9,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-03,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-03.1,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-03.2,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-04,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-04.1,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-04.2,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-04.3,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-05,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-05.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-06,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-06.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-07,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-08,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-09,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-10,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-11,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-12,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-13,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-14,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-14.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-14.2,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-15,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-15.1,csf_detect,MAPS_TO_FUNCTION,Detect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-16,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-17,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-18,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-19,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-20,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-21,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-22,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-23,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-24,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-25,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-26,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-27,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-28,csf_identify,MAPS_TO_FUNCTION,Identify,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-28.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-29,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
AST-29.1,csf_protect,MAPS_TO_FUNCTION,Protect,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
