control_id,title,description,domain,weighting,csf_function,solution_count,catalogs,source_document
SAT-02.1,Simulated Cyber Attack Scenario Training,Mechanisms exist to include simulated actual cyber-attacks through practical exercises that are aligned with current threat scenarios.,Cyber Defense & Resilience,3,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SAT-02.2,Social Engineering & Mining,Mechanisms exist to include awareness training on recognizing and reporting potential and actual instances of social engineering and social mining.,Cyber Defense & Resilience,5,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SAT-03,Role-Based Cybersecurity & Data Protection Training ,"Mechanisms exist to provide role-based cybersecurity & data privacy-related training: 
(1) Before authorizing access to the system or performing assigned duties; 
(2) When required by system changes; and 
(3) Annually thereafter.",Data Privacy & Protection,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SAT-03.1,Practical Exercises ,Mechanisms exist to include practical exercises in cybersecurity & data privacy training that reinforce training objectives.,Data Privacy & Protection,3,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SAT-03.2,Suspicious Communications & Anomalous System Behavior,Mechanisms exist to provide training to personnel on organization-defined indicators of malware to recognize suspicious communications and anomalous behavior.,Personnel & Physical Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SAT-03.3,"Sensitive / Regulated Data Storage, Handling & Processing","Mechanisms exist to ensure that every user accessing a system processing, storing or transmitting sensitive / regulated data is formally trained in data handling requirements.",Data Privacy & Protection,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SAT-03.4,Vendor Cybersecurity & Data Protection Training,Mechanisms exist to incorporate vendor-specific security training in support of new technology initiatives. ,Data Privacy & Protection,7,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SAT-03.5,Privileged Users,Mechanisms exist to provide specific training for privileged users to ensure privileged users understand their unique roles and responsibilities ,Personnel & Physical Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SAT-03.6,Cyber Threat Environment,Mechanisms exist to provide role-based cybersecurity & data privacy awareness training that is current and relevant to the cyber threats that users might encounter in day-to-day business operations.,Cyber Defense & Resilience,8,Identify,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SAT-03.7,Continuing Professional Education (CPE) - Cybersecurity & Data Protection Personnel,Mechanisms exist to ensure cybersecurity & data privacy personnel receive Continuing Professional Education (CPE) training to maintain currency and proficiency with industry-recognized secure practices that are pertinent to their assigned roles and responsibilities.,Data Privacy & Protection,8,Identify,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SAT-03.8,Continuing Professional Education (CPE) - DevOps Personnel,Mechanisms exist to ensure application development and operations (DevOps) personnel receive Continuing Professional Education (CPE) training on Secure Software Development Practices (SSDP) to appropriately address evolving threats.,Application & Product Security,8,Identify,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SAT-03.9,Counterintelligence Training,"Mechanisms exist to provide specialized counterintelligence awareness training that enables personnel to collect, interpret and act upon a range of data sources that may signal the presence of a hostile actor.",Personnel & Physical Security,1,Identify,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SAT-04,Cybersecurity & Data Protection Training Records ,"Mechanisms exist to document, retain and monitor individual training activities, including basic cybersecurity & data privacy awareness training, ongoing awareness training and specific-system training.",Data Privacy & Protection,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SAT-05,Cybersecurity Knowledge Sharing,Mechanisms exist to improve cybersecurity and data protection knowledge sharing across security personnel allowing for more rapid and effective response to incidents.,Data Privacy & Protection,3,Identify,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-01,Secure Engineering Principles ,"Mechanisms exist to facilitate the implementation of industry-recognized cybersecurity & data privacy practices in the specification, design, development, implementation and modification of systems and services.",Data Privacy & Protection,10,Govern,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-01.1,Centralized Management of Cybersecurity & Data Protection Controls,Mechanisms exist to centrally-manage the organization-wide management and implementation of cybersecurity & data privacy controls and related processes.,Data Privacy & Protection,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-01.2,Achieving Resilience Requirements,Mechanisms exist to achieve resilience requirements in normal and adverse situations.,Cyber Defense & Resilience,4,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-01.3,Resilience Capabilities,,Cyber Defense & Resilience,,,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-02,Alignment With Enterprise Architecture ,"Mechanisms exist to develop an enterprise architecture, aligned with industry-recognized leading practices, with consideration for cybersecurity & data privacy principles that addresses risk to organizational operations, assets, individuals, other organizations. ",Data Privacy & Protection,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-02.1,Standardized Terminology,Mechanisms exist to standardize technology and process terminology to reduce confusion amongst groups and departments. ,Information Security Governance,3,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-02.2,Outsourcing Non-Essential Functions or Services,Mechanisms exist to identify non-essential functions or services that are capable of being outsourced to external service providers and align with the organization's enterprise architecture and security standards.,Third-Party Risk Management,3,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-02.3,Technical Debt Reviews,Mechanisms exist to conduct ongoing “technical debt” reviews of hardware and software technologies to remediate outdated and/or unsupported technologies.,Information Security Governance,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-03,Defense-In-Depth (DiD) Architecture,Mechanisms exist to implement security functions as a layered structure minimizing interactions between layers of the design and avoiding any dependence by lower layers on the functionality or correctness of higher layers. ,Information Security Governance,10,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-03.1,System Partitioning ,Mechanisms exist to partition systems so that partitions reside in separate physical domains or environments. ,Personnel & Physical Security,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-03.2,Application Partitioning,Mechanisms exist to separate user functionality from system management functionality. ,Information Security Governance,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-04,Process Isolation ,Mechanisms exist to implement a separate execution domain for each executing process. ,Information Security Governance,7,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-04.1,Security Function Isolation,Mechanisms exist to isolate security functions from non-security functions. ,Information Security Governance,7,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-04.2,Hardware Separation,Mechanisms exist to implement underlying hardware separation mechanisms to facilitate process separation. ,Information Security Governance,7,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-04.3,Thread Separation,Mechanisms exist to maintain a separate execution domain for each thread in multi-threaded processing. ,Information Security Governance,7,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-04.4,System Privileges Isolation,"Mechanisms exist to isolate, or logically separate, any application, service and/or process running with system privileges.",Information Security Governance,5,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-05,Information In Shared Resources ,Mechanisms exist to prevent unauthorized and unintended information transfer via shared system resources. ,Information Security Governance,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-06,Prevent Program Execution,Automated mechanisms exist to prevent the execution of unauthorized software programs. ,Information Security Governance,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-07,Predictable Failure Analysis ,Mechanisms exist to determine the Mean Time to Failure (MTTF) for system components in specific environments of operation.,Information Security Governance,5,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-07.1,Technology Lifecycle Management,Mechanisms exist to manage the usable lifecycles of technology assets. ,Information Security Governance,7,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-07.2,Fail Secure,"Mechanisms exist to enable systems to fail to an organization-defined known-state for types of failures, preserving system state information in failure. ",Information Security Governance,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-07.3,Fail Safe,Mechanisms exist to implement fail-safe procedures when failure conditions occur. ,Information Security Governance,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-08,Non-Persistence ,Mechanisms exist to implement non-persistent system components and services that are initiated in a known state and terminated upon the end of the session of use or periodically at an organization-defined frequency. ,Information Security Governance,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-08.1,Refresh from Trusted Sources,Mechanisms exist to ensure that software and data needed for information system component and service refreshes are obtained from trusted sources.,Information Security Governance,5,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-09,Information Output Filtering ,Mechanisms exist to validate information output from software programs and/or applications to ensure that the information is consistent with the expected content. ,Information Security Governance,8,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-09.1,Limit Personal Data (PD) Dissemination,Mechanisms exist to limit the dissemination of Personal Data (PD) to organization-defined elements identified in the Data Protection Impact Assessment (DPIA) and consistent with authorized purposes.,Cyber Defense & Resilience,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-10,Memory Protection ,Mechanisms exist to implement security safeguards to protect system memory from unauthorized code execution. ,Critical Infrastructure Protection,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-11,Honeypots ,"Mechanisms exist to utilize honeypots that are specifically designed to be the target of malicious attacks for the purpose of detecting, deflecting and analyzing such attacks. ",Critical Infrastructure Protection,3,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-12,Honeyclients ,Mechanisms exist to utilize honeyclients that proactively seek to identify malicious websites and/or web-based malicious code. ,Information Security Governance,3,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-13,Heterogeneity ,Mechanisms exist to utilize a diverse set of technologies for system components to reduce the impact of technical vulnerabilities from the same Original Equipment Manufacturer (OEM). ,Information Security Governance,3,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-13.1,Virtualization Techniques ,Mechanisms exist to utilize virtualization techniques to support the employment of a diversity of operating systems and applications.,Cloud & Platform Security,6,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-14,Concealment & Misdirection ,Mechanisms exist to utilize concealment and misdirection techniques for systems to confuse and mislead adversaries. ,Information Security Governance,2,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-14.1,Randomness,Automated mechanisms exist to introduce randomness into organizational operations and assets.,Information Security Governance,5,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-14.2,Change Processing & Storage Locations,Automated mechanisms exist to change the location of processing and/or storage at random time intervals.,Information Security Governance,5,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-15,Distributed Processing & Storage ,Mechanisms exist to distribute processing and storage across multiple physical locations. ,Personnel & Physical Security,4,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-16,Non-Modifiable Executable Programs ,"Mechanisms exist to utilize non-modifiable executable programs that load and execute the operating environment and applications from hardware-enforced, read-only media.",Information Security Governance,1,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-17,Secure Log-On Procedures ,Mechanisms exist to utilize a trusted communications path between the user and the security functions of the system.,Information Security Governance,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-18,System Use Notification (Logon Banner),Mechanisms exist to utilize system use notification / logon banners that display an approved system use notification message or banner before granting access to the system that provides cybersecurity & data privacy notices.,Data Privacy & Protection,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-18.1,Standardized Microsoft Windows Banner,Mechanisms exist to configure Microsoft Windows-based systems to display an approved logon banner before granting access to the system that provides cybersecurity & data privacy notices.,Data Privacy & Protection,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-18.2,Truncated Banner,"Mechanisms exist to utilize a truncated system use notification / logon banner on systems not capable of displaying a logon banner from a centralized source, such as Active Directory.",Critical Infrastructure Protection,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-19,Previous Logon Notification,"Mechanisms exist to configure systems that process, store or transmit sensitive/regulated data to notify the user, upon successful logon, of the number of unsuccessful logon attempts since the last successful logon.",Critical Infrastructure Protection,3,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-20,Clock Synchronization,Mechanisms exist to utilize time-synchronization technology to synchronize all critical system clocks. ,Information Security Governance,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-21,Application Container,"Mechanisms exist to utilize an application container (virtualization approach) to isolate to a known set of dependencies, access methods and interfaces.",Cloud & Platform Security,5,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
SEA-22,Privileged Environments,,Personnel & Physical Security,,,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-01,Technology Development & Acquisition,"Mechanisms exist to facilitate the implementation of tailored development and acquisition strategies, contract tools and procurement methods to meet unique business needs.",Information Security Governance,10,Govern,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-01.1,Product Management,"Mechanisms exist to design and implement product management processes to proactively govern the design, development and production of products and/or services across the System Development Life Cycle (SDLC) to:
(1) Improve functionality;
(2) Enhance security and resiliency capabilities; 
(3) Correct security deficiencies; and
(4) Conform with applicable statutory, regulatory and/or contractual obligations.",Application & Product Security,10,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-01.2,Integrity Mechanisms for Software / Firmware Updates ,Mechanisms exist to utilize integrity validation mechanisms for security updates.,Information Security Governance,5,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-01.3,Malware Testing Prior to Release ,Mechanisms exist to utilize at least one(1) malware detection tool to identify if any known malware exists in the final binaries of the product or security update.,Cyber Defense & Resilience,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-01.4,DevSecOps,"Mechanisms exist to integrate cybersecurity and data privacy into Development, Security and Operations (DevSecOps) to prioritize secure practices throughout the Software Development Lifecycle (SDLC).",Application & Product Security,6,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-02,Minimum Viable Product (MVP) Security Requirements ,"Mechanisms exist to design, develop and produce products and/or services in such a way that risk-based technical and functional specifications ensure Minimum Viable Product (MVP) criteria establish an appropriate level of security and resiliency based on applicable risks and threats.",Cyber Defense & Resilience,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-02.1,"Ports, Protocols & Services In Use","Mechanisms exist to require the developers of systems, system components or services to identify early in the Secure Development Life Cycle (SDLC), the functions, ports, protocols and services intended for use. ",Application & Product Security,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-02.10,Product Testing & Reviews,Mechanisms exist to regularly review products and/or services for an appropriate level of security and resiliency based on applicable risks and threats.,Cyber Defense & Resilience,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-02.11,Disclosure of Vulnerabilities,"Mechanisms exist to disclose information about vulnerabilities to relevant stakeholders, including:
(1) A description of the vulnerability(ies);
(2) Affected product(s) and/or service(s);
(3) Potential impact of the vulnerability(ies);
(4) Severity of the vulnerability(ies); and
(5) Guidance to remediate the vulnerability(ies).",Cyber Defense & Resilience,5,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-02.12,Products With Digital Elements,Mechanisms exist to categorize applicable security and resiliency requirements for products and/or services with digital elements.,Information Security Governance,6,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-02.13,Reporting Exploitable Vulnerabilities,"Mechanisms exist to notify applicable stakeholders about potentially exploitable vulnerabilities in organization-developed products and/or services, as required by statutory, regulatory and/or contractual obligations.",Information Security Governance,8,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-02.14,Logging Syntax,,Information Security Governance,,,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-02.2,Information Assurance Enabled Products,Mechanisms exist to limit the use of commercially-provided Information Assurance (IA) and IA-enabled IT products to those products that have been successfully evaluated against a National Information Assurance partnership (NIAP)-approved Protection Profile or the cryptographic module is FIPS-validated or NSA-approved.,Data Privacy & Protection,2,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-02.3,"Development Methods, Techniques & Processes","Mechanisms exist to require software developers to ensure that their software development processes employ industry-recognized secure practices for secure programming, engineering methods, quality control processes and validation techniques to minimize flawed and/or malformed software.",Application & Product Security,5,Identify,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-02.4,Pre-Established Secure Configurations,"Mechanisms exist to ensure vendors / manufacturers:
(1) Deliver the system, component, or service with a pre-established, secure configuration implemented; and
(2) Use the pre-established, secure configuration as the default for any subsequent system, component, or service reinstallation or upgrade.",Third-Party Risk Management,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-02.5,"Identification & Justification of Ports, Protocols & Services","Mechanisms exist to require process owners to identify, document and justify the business need for the ports, protocols and other services necessary to operate their technology solutions. ",Identity and Access Management,8,Identify,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-02.6,"Insecure Ports, Protocols & Services","Mechanisms exist to mitigate the risk associated with the use of insecure ports, protocols and services necessary to operate technology solutions. ",Cyber Defense & Resilience,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-02.7,Cybersecurity & Data Privacy Representatives For Product Changes,Mechanisms exist to include appropriate cybersecurity & data privacy representatives in the product feature and/or functionality change control review process.,Information Security Governance,10,Identify,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-02.8,Minimizing Attack Surfaces,Mechanisms exist to minimize the attack surface of products and/or services by reasonably mitigating known exploitable vulnerabilities.,Information Security Governance,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-02.9,Ongoing Product Security Support,"Mechanisms exist to deliver security updates to products and/or services, where applicable, through:
(1) Automatic updates; and
(2) Notification of available updates to affected users.",Critical Infrastructure Protection,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-03,Commercial Off-The-Shelf (COTS) Security Solutions ,Mechanisms exist to utilize only Commercial Off-the-Shelf (COTS) security products. ,Critical Infrastructure Protection,5,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-03.1,Supplier Diversity,Mechanisms exist to obtain cybersecurity & data privacy technologies from different suppliers to minimize supply chain risk.,Data Privacy & Protection,3,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-04,Documentation Requirements,"Mechanisms exist to obtain, protect and distribute administrator documentation for systems that describe:
(1) Secure configuration, installation and operation of the system;
(2) Effective use and maintenance of security features/functions; and
(3) Known vulnerabilities regarding configuration and use of administrative (e.g., privileged) functions.",Critical Infrastructure Protection,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-04.1,Functional Properties ,"Mechanisms exist to require software developers to provide information describing the functional properties of the security controls to be utilized within systems, system components or services in sufficient detail to permit analysis and testing of the controls. ",Information Security Governance,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-04.2,Software Bill of Materials (SBOM),"Mechanisms exist to generate, or obtain, a Software Bill of Materials (SBOM) for systems, applications and services that lists software packages in use, including versions and applicable licenses.",Information Security Governance,9,Identify,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-05,Developer Architecture & Design ,"Mechanisms exist to require the developers of systems, system components or services to produce a design specification and security architecture that: 
(1) Is consistent with and supportive of the organization's security architecture which is established within and is an integrated part of the organization's enterprise architecture;
(2) Accurately and completely describes the required security functionality and the allocation of security controls among physical and logical components; and
(3) Expresses how individual security functions, mechanisms and services work together to provide required security capabilities and a unified approach to protection.",Personnel & Physical Security,8,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-05.1,Physical Diagnostic & Test Interfaces,Mechanisms exist to secure physical diagnostic and test interfaces to prevent misuse.,Personnel & Physical Security,5,Detect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-05.2,Diagnostic & Test Interface Monitoring,Mechanisms exist to enable endpoint devices to log events and generate alerts for attempts to access diagnostic and test interfaces.,Cyber Defense & Resilience,3,Detect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-06,Secure Software Development Practices (SSDP),Mechanisms exist to develop applications based on Secure Software Development Practices (SSDP).,Application & Product Security,10,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-06.1,Criticality Analysis,"Mechanisms exist to require the developer of the system, system component or service to perform a criticality analysis at organization-defined decision points in the Secure Development Life Cycle (SDLC).",Application & Product Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-06.2,Threat Modeling,"Mechanisms exist to perform threat modelling and other secure design techniques, to ensure that threats to software and solutions are identified and accounted for.",Cyber Defense & Resilience,7,Identify,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-06.3,Software Assurance Maturity Model (SAMM),"Mechanisms exist to utilize a Software Assurance Maturity Model (SAMM) to govern a secure development lifecycle for the development of systems, applications and services.",Information Security Governance,9,Identify,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-06.4,Supporting Toolchain,"Automated mechanisms exist to improve the accuracy, consistency and comprehensiveness of secure practices throughout the asset's lifecycle.",Information Security Governance,6,Identify,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-06.5,Software Design Review,Mechanisms exist to have an independent review of the software design to confirm that all cybersecurity & data privacy requirements are met and that any identified risks are satisfactorily addressed.,Data Privacy & Protection,10,Detect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-06.6,Software Design Root Cause Analysis,,Cyber Defense & Resilience,,,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-07,Secure Development Environments ,Mechanisms exist to maintain a segmented development network to ensure a secure development environment. ,Infrastructure & Network Security,9,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-08,"Separation of Development, Testing and Operational Environments ","Mechanisms exist to manage separate development, testing and operational environments to reduce the risks of unauthorized access or changes to the operational environment and to ensure no impact to production systems.",Information Security Governance,10,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-08.1,Secure Migration Practices,"Mechanisms exist to ensure secure migration practices purge systems, applications and services of test/development/staging data and accounts before it is migrated into a production environment.",Information Security Governance,8,Protect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-09,Cybersecurity & Data Protection Testing Throughout Development ,"Mechanisms exist to require system developers/integrators consult with cybersecurity & data privacy personnel to: 
(1) Create and implement a Security Testing and Evaluation (ST&E) plan, or similar capability;
(2) Implement a verifiable flaw remediation process to correct weaknesses and deficiencies identified during the security testing and evaluation process; and
(3) Document the results of the security testing/evaluation and flaw remediation processes.",Data Privacy & Protection,9,Protect,3,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-09.1,Continuous Monitoring Plan,"Mechanisms exist to require the developers of systems, system components or services to produce a plan for the continuous monitoring of cybersecurity & data privacy control effectiveness. ",Cyber Defense & Resilience,9,Detect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
TDA-09.2,Static Code Analysis,"Mechanisms exist to require the developers of systems, system components or services to employ static code analysis tools to identify and remediate common flaws and document the results of the analysis. ",Information Security Governance,9,Detect,0,control,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/control-catalog.json
